# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.22;10.36;42.83;3426.64;1823.69;-1602.95;0.00
0.26;8.56;43.87;3509.85;1971.32;-1538.53;0.00
0.24;9.66;31.57;2525.75;1948.83;-576.92;0.00
0.23;10.13;35.50;2839.78;1887.70;-952.09;0.00
0.27;9.87;31.79;2542.92;2112.18;-430.73;0.00
0.24;10.07;39.26;3140.56;1940.54;-1200.03;0.00
0.27;9.45;43.82;3505.97;2110.11;-1395.87;0.00
0.31;9.94;49.28;3942.09;2345.15;-1596.93;0.00
0.25;11.29;40.34;3227.32;2044.40;-1182.92;0.00
0.30;10.62;44.84;3587.29;2299.98;-1287.31;0.00
0.27;6.80;37.30;2983.68;1969.64;-1014.04;0.00
0.24;10.10;43.55;3484.29;1921.71;-1562.57;0.00
0.25;9.95;42.62;3409.50;2000.80;-1408.70;0.00
0.25;11.61;32.77;2621.33;2083.02;-538.31;0.00
0.25;11.38;45.80;3663.90;2081.78;-1582.12;0.00
0.25;10.42;35.47;2837.99;2028.95;-809.03;0.00
0.26;10.89;37.81;3024.44;2092.63;-931.80;0.00
0.25;9.30;40.90;3271.92;1978.71;-1293.21;0.00
0.23;11.21;35.76;2861.16;1957.38;-903.77;0.00
0.26;12.29;50.41;4033.03;2169.89;-1863.14;0.00
0.24;10.13;42.83;3426.00;1967.40;-1458.60;0.00
0.22;10.66;37.26;2980.91;1872.63;-1108.28;0.00
0.26;11.56;36.62;2929.36;2135.03;-794.32;0.00
0.22;11.76;39.55;3164.31;1939.51;-1224.80;0.00
0.28;10.31;33.41;2673.13;2167.05;-506.07;0.00
0.23;10.38;47.55;3803.73;1915.22;-1888.51;0.00
0.26;8.71;48.07;3845.51;1998.76;-1846.75;0.00
0.28;10.24;39.03;3122.27;2183.84;-938.42;0.00
0.25;9.12;40.12;3209.73;1979.03;-1230.70;0.00
0.24;10.83;38.21;3056.62;2002.14;-1054.48;0.00
0.27;7.87;46.54;3723.28;1970.68;-1752.60;0.00
0.24;12.32;48.95;3916.04;2052.60;-1863.44;0.00
0.24;10.73;41.34;3307.02;1987.35;-1319.67;0.00
0.25;9.17;36.55;2924.13;1934.19;-989.93;0.00
0.22;10.33;47.98;3838.56;1844.88;-1993.69;0.00
0.26;9.50;47.46;3797.19;2053.76;-1743.42;0.00
0.20;10.32;36.34;2907.48;1712.43;-1195.05;0.00
0.26;9.09;42.42;3393.80;1986.30;-1407.50;0.00
0.30;12.63;36.35;2908.37;2443.78;-464.59;0.00
0.27;10.85;37.84;3026.88;2142.76;-884.12;0.00
0.25;10.38;42.34;3387.16;2018.35;-1368.80;0.00
0.22;8.62;33.59;2686.93;1758.81;-928.12;0.00
0.25;8.56;42.70;3415.78;1891.22;-1524.55;0.00
0.25;8.96;36.29;2903.37;1953.80;-949.58;0.00
0.26;10.16;36.01;2880.94;2053.32;-827.62;0.00
0.25;10.18;44.27;3541.68;2033.96;-1507.71;0.00
0.23;10.08;41.06;3284.52;1878.22;-1406.30;0.00
0.27;10.14;37.87;3029.35;2144.66;-884.69;0.00
0.26;10.11;37.20;2976.33;2073.08;-903.24;0.00
0.31;9.82;46.59;3727.09;2357.32;-1369.77;0.00
0.23;8.99;42.78;3422.11;1804.76;-1617.35;0.00
0.27;8.91;42.40;3392.08;2027.14;-1364.94;0.00
0.25;12.49;35.39;2830.85;2136.95;-693.90;0.00
0.23;10.17;41.73;3338.36;1877.14;-1461.23;0.00
0.25;10.62;44.14;3531.38;2005.71;-1525.67;0.00
0.24;9.91;30.40;2431.63;1931.84;-499.79;0.00
0.24;10.40;41.12;3289.80;1983.19;-1306.61;0.00
0.23;11.02;40.97;3277.22;1910.40;-1366.82;0.00
0.23;8.86;34.62;2769.78;1800.90;-968.88;0.00
0.20;8.89;43.40;3471.89;1668.83;-1803.06;0.00
0.24;9.54;41.62;3329.40;1911.24;-1418.16;0.00
0.23;11.29;36.35;2908.38;1931.63;-976.75;0.00
0.22;9.93;42.36;3388.61;1815.57;-1573.04;0.00
0.25;10.58;41.57;3325.88;2016.28;-1309.60;0.00
0.20;8.67;39.32;3145.87;1656.21;-1489.66;0.00
0.28;8.96;37.56;3004.68;2105.67;-899.01;0.00
0.29;9.80;38.95;3116.16;2227.11;-889.06;0.00
0.25;10.09;34.90;2791.99;1993.81;-798.18;0.00
0.25;9.95;45.45;3636.07;1999.76;-1636.31;0.00
