# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.29;8.27;38.19;3055.58;2115.96;-939.62;0.00
0.25;9.50;37.23;2978.73;1947.44;-1031.29;0.00
0.27;10.36;41.24;3299.18;2107.99;-1191.19;0.00
0.27;8.82;43.77;3501.61;2069.15;-1432.47;0.00
0.24;9.53;31.03;2482.61;1934.29;-548.32;0.00
0.25;10.57;37.11;2968.60;2042.91;-925.69;0.00
0.26;9.87;46.38;3710.22;2059.33;-1650.90;0.00
0.23;11.12;28.92;2313.75;1915.65;-398.10;0.00
0.17;10.24;39.38;3150.52;1534.95;-1615.58;0.00
0.21;10.30;38.00;3039.60;1794.09;-1245.51;0.00
0.24;10.88;38.90;3112.15;1977.92;-1134.23;0.00
0.27;10.36;33.98;2718.01;2158.91;-559.11;0.00
0.27;10.72;43.75;3500.06;2168.38;-1331.68;0.00
0.22;8.43;43.79;3502.89;1721.43;-1781.46;0.00
0.26;10.84;48.53;3882.14;2126.88;-1755.26;0.00
0.27;9.58;42.01;3360.91;2074.49;-1286.42;0.00
0.31;8.97;35.02;2801.89;2277.37;-524.52;0.00
0.31;9.33;43.92;3513.35;2291.40;-1221.94;0.00
0.25;13.09;39.48;3158.09;2170.41;-987.67;0.00
0.28;8.40;47.99;3839.47;2065.50;-1773.97;0.00
0.28;9.09;39.54;3162.97;2096.14;-1066.83;0.00
0.28;12.89;43.31;3464.72;2343.32;-1121.40;0.00
0.27;10.48;44.71;3576.52;2130.69;-1445.84;0.00
0.31;9.52;33.03;2642.32;2298.63;-343.70;0.00
0.23;9.71;42.56;3404.49;1848.21;-1556.29;0.00
0.26;9.96;37.39;2990.93;2076.35;-914.57;0.00
0.24;8.23;36.17;2893.21;1826.54;-1066.67;0.00
0.17;8.53;33.19;2655.02;1472.50;-1182.52;0.00
0.25;10.42;38.18;3054.61;1999.66;-1054.95;0.00
0.23;10.13;41.82;3345.31;1897.52;-1447.79;0.00
0.28;9.85;39.27;3141.42;2148.21;-993.21;0.00
0.31;11.20;36.50;2920.04;2411.07;-508.97;0.00
0.25;12.63;43.02;3441.23;2120.94;-1320.29;0.00
0.27;9.97;44.35;3548.06;2092.34;-1455.72;0.00
0.29;10.16;35.87;2869.54;2257.57;-611.97;0.00
0.23;12.71;38.37;3069.51;2031.98;-1037.53;0.00
0.29;10.75;43.67;3493.42;2246.74;-1246.68;0.00
0.24;9.80;40.66;3253.07;1900.97;-1352.09;0.00
0.23;9.45;45.30;3624.19;1868.73;-1755.46;0.00
0.26;10.43;40.80;3263.84;2076.01;-1187.82;0.00
0.25;9.32;32.70;2616.03;1966.75;-649.28;0.00
0.26;8.98;49.34;3947.08;1980.66;-1966.42;0.00
0.25;10.67;41.12;3289.31;2058.79;-1230.52;0.00
0.25;11.96;40.57;3245.53;2111.62;-1133.91;0.00
0.25;9.41;43.00;3439.78;1963.84;-1475.94;0.00
0.22;9.88;36.27;2901.75;1844.82;-1056.92;0.00
0.25;10.13;42.74;3419.33;2017.06;-1402.27;0.00
0.23;10.85;33.52;2681.44;1925.06;-756.38;0.00
0.28;9.96;42.38;3390.22;2190.11;-1200.11;0.00
0.21;11.67;43.03;3442.60;1856.02;-1586.57;0.00
0.27;10.58;32.26;2580.85;2152.53;-428.31;0.00
0.22;9.67;45.42;3633.83;1807.16;-1826.67;0.00
0.24;9.44;39.03;3122.17;1935.08;-1187.09;0.00
0.21;10.05;41.91;3353.19;1755.96;-1597.23;0.00
0.21;12.26;33.13;2650.60;1899.13;-751.47;0.00
0.26;8.49;33.40;2671.69;1949.48;-722.21;0.00
0.26;9.99;37.62;3009.60;2040.32;-969.29;0.00
0.27;10.94;38.79;3103.26;2171.29;-931.97;0.00
0.27;8.49;43.30;3463.63;2018.94;-1444.68;0.00
0.25;10.09;36.65;2931.99;1991.81;-940.18;0.00
0.23;9.50;36.72;2937.68;1859.79;-1077.89;0.00
0.25;7.50;40.92;3273.61;1838.06;-1435.55;0.00
0.25;9.73;40.28;3222.61;1995.98;-1226.63;0.00
0.22;8.67;31.03;2482.37;1742.14;-740.23;0.00
0.28;10.27;38.24;3058.81;2164.88;-893.93;0.00
0.27;11.79;47.09;3766.95;2230.50;-1536.45;0.00
0.24;9.68;42.02;3361.97;1934.09;-1427.88;0.00
0.27;9.29;40.15;3211.85;2073.43;-1138.42;0.00
0.31;8.74;50.10;4008.31;2254.60;-1753.71;0.00
0.27;11.00;49.80;3983.65;2195.62;-1788.03;0.00
0.24;9.54;38.75;3099.68;1915.80;-1183.88;0.00
0.24;9.37;44.51;3560.62;1904.91;-1655.71;0.00
0.21;10.17;37.17;2973.55;1786.73;-1186.83;0.00
0.23;12.04;45.46;3637.07;1999.25;-1637.82;0.00
0.21;10.79;38.49;3078.99;1826.33;-1252.66;0.00
0.27;9.88;34.55;2763.81;2125.96;-637.85;0.00
0.22;9.18;36.84;2947.35;1795.51;-1151.84;0.00
0.22;9.90;45.66;3653.19;1837.71;-1815.48;0.00
0.23;9.99;37.60;3007.89;1889.29;-1118.59;0.00
0.24;9.99;46.31;3704.71;1961.40;-1743.32;0.00
0.25;11.55;46.43;3714.26;2098.50;-1615.76;0.00
0.26;9.85;48.86;3908.53;2050.19;-1858.34;0.00
0.26;10.72;43.77;3501.62;2112.11;-1389.52;0.00
0.25;10.50;35.15;2812.28;2037.91;-774.37;0.00
0.24;9.62;43.81;3505.18;1902.47;-1602.71;0.00
0.26;11.69;39.42;3153.66;2134.68;-1018.98;0.00
0.26;8.95;38.14;3051.00;2013.91;-1037.09;0.00
0.23;10.54;37.05;2964.27;1911.79;-1052.48;0.00
0.25;9.92;37.42;2993.64;2006.80;-986.85;0.00
0.22;10.31;48.32;3865.34;1829.35;-2035.98;0.00
0.30;9.40;52.38;4190.53;2280.51;-1910.02;0.00
0.24;10.64;47.78;3822.57;1991.43;-1831.14;0.00
0.25;12.49;45.78;3662.06;2129.24;-1532.82;0.00
0.27;10.44;40.07;3205.21;2138.25;-1066.96;0.00
0.26;10.52;42.49;3399.05;2108.26;-1290.79;0.00
0.29;10.78;39.36;3148.44;2258.84;-889.60;0.00
0.24;10.71;40.05;3203.88;2001.67;-1202.21;0.00
0.29;10.61;39.71;3176.72;2258.72;-918.01;0.00
0.24;8.15;37.92;3033.35;1841.24;-1192.11;0.00
0.26;9.84;37.47;2997.64;2024.71;-972.93;0.00
0.26;11.86;48.42;3873.65;2175.55;-1698.09;0.00
0.25;10.35;37.30;2983.77;2044.77;-939.00;0.00
0.29;9.34;44.75;3579.79;2170.14;-1409.65;0.00
0.27;7.88;40.40;3231.83;2003.12;-1228.71;0.00
0.27;8.66;35.68;2854.30;2060.80;-793.50;0.00
0.23;9.46;41.16;3292.92;1836.76;-1456.16;0.00
0.24;7.26;38.88;3110.20;1787.14;-1323.06;0.00
0.25;10.95;35.42;2833.44;2060.14;-773.30;0.00
0.18;9.89;45.76;3660.60;1560.08;-2100.52;0.00
0.27;11.87;37.77;3021.43;2243.17;-778.26;0.00
0.20;11.27;43.87;3509.34;1779.20;-1730.15;0.00
0.26;10.82;34.64;2770.98;2082.21;-688.77;0.00
0.24;11.29;39.18;3134.59;2008.79;-1125.80;0.00
0.24;10.38;37.55;3003.87;1944.33;-1059.54;0.00
0.23;8.77;35.73;2858.29;1819.37;-1038.92;0.00
0.26;10.44;37.52;3001.72;2107.19;-894.53;0.00
0.23;10.46;38.51;3080.54;1920.36;-1160.18;0.00
0.25;10.84;35.59;2847.52;2019.47;-828.04;0.00
0.26;9.09;39.73;3178.43;1993.46;-1184.97;0.00
0.22;9.84;41.29;3303.50;1834.89;-1468.61;0.00
0.27;10.02;41.57;3325.21;2133.34;-1191.86;0.00
0.24;9.23;46.30;3704.14;1884.91;-1819.22;0.00
0.25;9.76;37.90;3032.02;2004.69;-1027.33;0.00
0.25;10.70;41.34;3306.94;2041.07;-1265.87;0.00
0.29;10.97;43.62;3489.62;2264.12;-1225.50;0.00
0.28;11.99;41.95;3355.96;2251.62;-1104.34;0.00
0.22;10.36;34.04;2723.06;1850.12;-872.94;0.00
0.27;12.05;46.76;3741.10;2238.37;-1502.73;0.00
0.24;11.99;48.95;3915.82;2065.22;-1850.59;0.00
0.22;11.38;31.56;2525.15;1893.11;-632.04;0.00
0.25;9.83;38.43;3074.01;1962.83;-1111.18;0.00
0.25;11.79;45.86;3669.11;2107.81;-1561.30;0.00
0.28;13.00;37.30;2984.39;2335.13;-649.25;0.00
0.26;10.71;39.93;3194.31;2088.92;-1105.38;0.00
0.27;11.50;41.33;3306.70;2211.84;-1094.86;0.00
0.22;9.72;44.19;3535.35;1835.53;-1699.82;0.00
0.25;11.62;26.75;2140.39;2068.95;-71.44;0.00
0.25;9.28;42.80;3423.87;1952.81;-1471.06;0.00
0.21;11.33;49.08;3926.75;1830.20;-2096.55;0.00
0.23;10.45;42.48;3398.20;1913.88;-1484.32;0.00
0.28;11.70;27.80;2224.22;2243.08;18.86;1.00
0.27;10.80;39.82;3185.87;2182.20;-1003.67;0.00
0.27;9.60;39.88;3190.65;2092.88;-1097.77;0.00
0.25;10.57;35.53;2842.19;2048.64;-793.55;0.00
0.27;10.33;44.96;3596.79;2123.23;-1473.55;0.00
0.20;12.98;33.42;2673.53;1882.64;-790.89;0.00
0.26;12.32;34.71;2777.03;2192.76;-584.26;0.00
0.29;10.47;45.07;3605.30;2269.66;-1335.64;0.00
0.26;14.50;42.31;3384.96;2302.37;-1082.59;0.00
0.21;10.65;39.62;3169.40;1803.41;-1365.98;0.00
0.26;9.08;40.18;3214.49;1996.08;-1218.41;0.00
0.23;11.85;46.16;3693.12;2000.29;-1692.83;0.00
0.26;8.88;42.54;3403.04;2018.04;-1385.00;0.00
0.21;8.70;42.77;3421.46;1716.12;-1705.34;0.00
0.25;8.43;41.98;3358.05;1904.50;-1453.55;0.00
0.25;10.04;49.20;3936.15;2016.94;-1919.22;0.00
0.25;8.58;33.43;2674.80;1930.36;-744.43;0.00
0.29;11.14;37.87;3029.82;2311.34;-718.48;0.00
0.25;11.19;32.20;2575.85;2066.52;-509.33;0.00
0.26;10.18;49.13;3930.77;2089.12;-1841.65;0.00
0.25;10.42;52.69;4215.11;2002.48;-2212.63;0.00
0.25;12.47;43.33;3466.18;2126.02;-1340.16;0.00
0.26;10.67;41.56;3324.52;2092.98;-1231.54;0.00
0.26;8.68;39.14;3130.90;1973.71;-1157.19;0.00
0.23;9.39;40.57;3245.60;1853.14;-1392.46;0.00
0.23;10.04;35.88;2870.43;1895.05;-975.38;0.00
0.24;8.46;41.50;3319.82;1860.50;-1459.31;0.00
0.24;9.92;44.51;3560.59;1945.45;-1615.14;0.00
0.22;11.90;35.28;2822.41;1918.33;-904.08;0.00
0.22;11.44;43.98;3518.45;1908.98;-1609.47;0.00
0.22;9.90;39.94;3195.15;1822.58;-1372.57;0.00
0.21;12.12;43.66;3492.99;1882.43;-1610.56;0.00
0.27;10.41;40.82;3265.85;2128.37;-1137.48;0.00
0.28;9.34;43.85;3507.74;2111.85;-1395.89;0.00
0.25;8.50;42.10;3368.34;1938.00;-1430.34;0.00
0.22;10.34;42.04;3363.53;1812.35;-1551.19;0.00
0.28;11.23;54.84;4387.28;2266.43;-2120.85;0.00
0.28;10.26;39.77;3181.23;2167.54;-1013.68;0.00
0.26;10.69;39.45;3155.67;2068.88;-1086.78;0.00
0.23;10.25;41.60;3327.68;1917.60;-1410.08;0.00
0.22;9.59;45.42;3633.81;1804.11;-1829.70;0.00
0.20;8.90;33.20;2656.24;1628.08;-1028.16;0.00
0.23;11.26;41.90;3351.82;1940.97;-1410.85;0.00
0.23;10.27;43.06;3444.57;1894.08;-1550.49;0.00
0.26;9.16;40.35;3228.24;1998.79;-1229.45;0.00
0.24;10.21;44.51;3560.54;1941.95;-1618.59;0.00
0.24;10.29;40.59;3247.31;1934.22;-1313.09;0.00
0.26;12.26;44.72;3577.78;2168.59;-1409.19;0.00
0.26;9.65;40.93;3274.36;2028.51;-1245.85;0.00
0.21;11.15;38.80;3103.73;1837.31;-1266.41;0.00
0.25;12.28;36.22;2897.28;2139.90;-757.38;0.00
0.24;10.85;39.86;3189.00;1967.95;-1221.05;0.00
0.25;9.58;36.31;2904.59;1987.51;-917.08;0.00
0.20;10.82;39.46;3157.04;1722.60;-1434.44;0.00
0.27;11.73;41.74;3339.00;2193.58;-1145.42;0.00
0.28;10.55;37.52;3001.28;2182.25;-819.03;0.00
0.25;9.60;40.13;3210.37;1956.74;-1253.63;0.00
0.25;9.56;32.70;2615.85;1956.48;-659.37;0.00
0.27;10.89;40.64;3250.89;2159.87;-1091.01;0.00
0.26;10.98;40.93;3274.79;2123.18;-1151.62;0.00
0.25;11.30;50.04;4003.18;2050.19;-1952.99;0.00
0.27;10.16;47.17;3773.74;2122.90;-1650.84;0.00
0.23;11.38;33.57;2685.85;1932.09;-753.77;0.00
0.26;9.44;37.64;3011.46;2000.14;-1011.31;0.00
0.25;10.10;44.02;3521.23;1982.42;-1538.81;0.00
0.18;8.04;45.59;3646.87;1507.12;-2139.75;0.00
0.25;11.38;48.37;3869.52;2069.04;-1800.49;0.00
0.23;10.36;47.11;3768.94;1902.57;-1866.37;0.00
0.24;9.86;46.76;3740.72;1960.54;-1780.19;0.00
0.26;11.77;35.24;2819.56;2145.96;-673.60;0.00
0.18;9.30;41.43;3314.57;1554.88;-1759.69;0.00
0.20;11.23;36.46;2916.95;1768.99;-1147.96;0.00
0.26;9.52;51.32;4105.29;2045.84;-2059.45;0.00
0.21;11.09;49.88;3990.36;1797.86;-2192.50;0.00
0.23;11.12;36.76;2940.48;1919.21;-1021.27;0.00
0.26;10.79;37.31;2984.56;2086.72;-897.84;0.00
0.25;8.01;41.96;3356.66;1905.51;-1451.15;0.00
0.25;11.07;38.77;3101.61;2045.23;-1056.38;0.00
0.27;8.52;40.72;3257.67;2016.13;-1241.54;0.00
0.23;10.82;41.13;3290.65;1935.98;-1354.67;0.00
0.23;7.98;36.32;2905.57;1748.08;-1157.49;0.00
0.31;12.95;41.95;3356.12;2497.75;-858.37;0.00
0.22;7.63;48.36;3868.71;1700.02;-2168.70;0.00
0.24;10.77;42.18;3374.39;1996.47;-1377.92;0.00
0.25;10.23;35.39;2830.80;2039.33;-791.47;0.00
0.26;10.20;32.12;2569.64;2039.31;-530.33;0.00
0.26;12.52;48.36;3868.93;2188.49;-1680.44;0.00
0.24;10.69;34.00;2719.61;1948.82;-770.79;0.00
0.26;10.75;37.82;3025.97;2100.31;-925.66;0.00
0.22;10.72;40.66;3253.04;1886.68;-1366.36;0.00
0.26;11.03;35.17;2813.66;2122.67;-690.99;0.00
0.18;10.26;42.27;3381.88;1588.02;-1793.86;0.00
0.28;9.65;44.16;3532.58;2153.61;-1378.97;0.00
0.19;7.87;42.38;3390.43;1543.50;-1846.93;0.00
