# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;12.37;40.55;3243.65;2137.10;-1106.55;0.00
0.26;9.94;41.16;3292.45;2072.04;-1220.41;0.00
0.26;9.57;36.20;2896.02;2051.38;-844.64;0.00
0.23;9.02;39.43;3154.40;1835.16;-1319.24;0.00
0.25;10.82;32.74;2619.24;2060.83;-558.40;0.00
0.28;9.13;34.61;2769.11;2151.88;-617.23;0.00
0.22;11.90;44.15;3531.99;1903.76;-1628.23;0.00
0.26;9.91;35.70;2856.03;2066.18;-789.85;0.00
0.21;11.62;35.68;2854.46;1851.17;-1003.29;0.00
0.26;11.02;39.42;3153.53;2114.92;-1038.61;0.00
0.26;10.16;33.35;2667.90;2046.55;-621.34;0.00
0.24;10.43;43.59;3487.44;1946.50;-1540.94;0.00
0.27;10.00;49.47;3957.87;2140.47;-1817.40;0.00
0.24;8.84;47.22;3777.21;1873.09;-1904.12;0.00
0.27;10.97;42.19;3375.23;2145.19;-1230.04;0.00
0.20;9.60;45.63;3650.75;1693.35;-1957.40;0.00
0.22;10.86;45.06;3604.72;1874.68;-1730.04;0.00
0.27;9.56;39.78;3182.40;2107.33;-1075.07;0.00
0.24;10.96;40.76;3260.63;2008.79;-1251.84;0.00
0.23;9.37;42.23;3378.23;1852.00;-1526.23;0.00
0.27;12.17;46.21;3697.15;2239.53;-1457.62;0.00
0.24;9.75;42.33;3386.68;1910.04;-1476.64;0.00
0.27;10.83;43.90;3512.01;2168.73;-1343.28;0.00
0.26;9.90;41.02;3281.43;2030.71;-1250.72;0.00
0.32;8.21;37.22;2977.30;2312.38;-664.91;0.00
0.24;8.98;43.02;3441.93;1886.01;-1555.92;0.00
0.24;10.51;43.56;3484.93;1980.85;-1504.08;0.00
0.28;8.66;41.99;3359.37;2105.15;-1254.22;0.00
0.26;9.50;45.98;3678.77;2039.61;-1639.17;0.00
0.24;10.84;49.36;3948.75;1981.64;-1967.11;0.00
0.24;10.39;41.14;3291.07;1941.15;-1349.92;0.00
0.30;9.17;40.16;3212.43;2229.81;-982.62;0.00
0.23;8.63;36.66;2933.16;1810.06;-1123.11;0.00
0.26;12.14;37.00;2960.16;2145.77;-814.38;0.00
0.28;11.42;47.90;3831.70;2233.42;-1598.28;0.00
0.23;12.10;40.02;3201.39;1969.05;-1232.34;0.00
0.24;11.08;43.48;3478.72;1991.55;-1487.16;0.00
0.21;10.27;38.34;3067.11;1802.25;-1264.86;0.00
0.26;7.40;39.66;3172.91;1896.88;-1276.03;0.00
0.27;9.68;36.17;2893.72;2080.01;-813.70;0.00
0.27;10.85;35.84;2867.02;2159.06;-707.96;0.00
0.25;11.79;41.69;3335.00;2108.48;-1226.53;0.00
0.26;11.63;39.87;3189.34;2151.31;-1038.03;0.00
0.23;10.48;39.83;3186.68;1886.38;-1300.30;0.00
0.28;8.78;36.60;2928.21;2120.72;-807.49;0.00
0.26;11.36;44.53;3562.53;2109.29;-1453.24;0.00
0.26;12.76;36.07;2885.88;2234.06;-651.82;0.00
0.24;8.88;32.31;2584.64;1864.85;-719.79;0.00
0.22;8.90;37.99;3039.27;1776.04;-1263.24;0.00
0.26;11.24;38.48;3078.08;2149.17;-928.91;0.00
0.24;10.54;37.17;2973.83;1978.05;-995.78;0.00
0.22;10.26;34.79;2783.57;1813.92;-969.65;0.00
0.27;8.42;37.93;3034.31;2022.81;-1011.50;0.00
0.26;11.68;42.57;3405.39;2165.15;-1240.24;0.00
0.24;9.72;44.73;3578.26;1949.37;-1628.88;0.00
0.26;10.90;37.99;3039.12;2109.47;-929.65;0.00
0.24;11.67;38.09;3046.80;2016.03;-1030.77;0.00
0.28;10.15;43.39;3471.13;2177.17;-1293.96;0.00
0.26;11.51;35.72;2857.45;2135.87;-721.58;0.00
0.28;9.04;40.25;3220.04;2117.80;-1102.24;0.00
0.23;8.52;42.68;3414.59;1790.33;-1624.26;0.00
0.24;7.94;35.53;2842.14;1822.96;-1019.18;0.00
0.25;10.79;35.90;2871.66;2053.83;-817.83;0.00
0.22;9.47;43.23;3458.38;1774.76;-1683.61;0.00
0.24;10.88;43.03;3442.27;1962.67;-1479.60;0.00
0.25;11.65;43.77;3501.87;2075.00;-1426.87;0.00
0.28;10.79;39.59;3167.22;2230.36;-936.86;0.00
0.26;10.11;41.01;3280.49;2040.77;-1239.72;0.00
