# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;11.05;40.33;3226.76;2019.76;-1207.00;0.00
0.23;8.10;33.90;2711.65;1754.58;-957.07;0.00
0.22;9.39;34.94;2795.23;1780.65;-1014.58;0.00
0.21;11.52;34.01;2720.77;1852.77;-868.00;0.00
0.29;8.43;40.86;3268.88;2130.23;-1138.66;0.00
0.27;8.49;44.09;3526.95;2023.06;-1503.89;0.00
0.22;11.29;38.24;3059.02;1866.75;-1192.27;0.00
0.30;9.57;45.15;3611.82;2242.29;-1369.52;0.00
0.26;10.22;38.15;3052.29;2044.11;-1008.19;0.00
0.28;11.35;42.42;3393.49;2231.24;-1162.25;0.00
0.25;8.33;33.68;2694.46;1884.59;-809.86;0.00
0.24;10.61;32.22;2577.30;1982.48;-594.81;0.00
0.27;11.18;38.75;3100.17;2176.50;-923.67;0.00
0.27;9.72;44.07;3525.91;2073.56;-1452.35;0.00
0.25;9.91;42.44;3394.85;2002.06;-1392.78;0.00
0.27;10.70;39.41;3152.63;2169.50;-983.12;0.00
0.25;12.15;45.06;3604.56;2088.41;-1516.16;0.00
0.24;10.10;39.06;3124.63;1919.22;-1205.41;0.00
0.23;10.31;39.16;3132.47;1891.61;-1240.85;0.00
0.26;11.13;37.53;3002.08;2126.87;-875.21;0.00
0.24;9.33;39.53;3162.43;1897.02;-1265.41;0.00
0.25;11.08;42.73;3418.15;2032.92;-1385.23;0.00
0.28;10.65;37.95;3036.39;2202.34;-834.05;0.00
0.26;8.28;39.18;3134.18;1976.81;-1157.37;0.00
0.29;8.62;39.45;3155.77;2138.32;-1017.45;0.00
0.27;10.61;40.06;3204.56;2122.18;-1082.38;0.00
0.24;11.44;45.99;3678.96;2016.47;-1662.49;0.00
0.27;9.95;45.39;3631.39;2117.83;-1513.56;0.00
0.26;10.74;31.22;2497.38;2115.52;-381.86;0.00
0.25;10.31;35.90;2872.20;2008.62;-863.58;0.00
0.32;10.25;39.55;3163.94;2411.56;-752.38;0.00
0.23;10.23;34.58;2766.52;1908.91;-857.61;0.00
0.26;11.48;39.79;3182.88;2157.66;-1025.23;0.00
0.24;9.25;41.55;3323.73;1908.75;-1414.98;0.00
0.29;11.28;38.24;3058.87;2274.77;-784.10;0.00
0.28;11.85;41.26;3300.66;2281.36;-1019.30;0.00
0.20;9.27;36.71;2936.86;1669.15;-1267.71;0.00
0.24;9.63;40.96;3276.42;1897.25;-1379.16;0.00
0.25;11.22;43.84;3507.55;2090.20;-1417.35;0.00
0.27;9.51;36.18;2894.63;2113.39;-781.24;0.00
0.28;12.36;43.12;3449.88;2272.97;-1176.91;0.00
0.27;11.84;45.78;3662.71;2208.80;-1453.91;0.00
0.25;10.49;42.22;3377.38;2034.95;-1342.43;0.00
0.27;10.19;35.63;2850.56;2110.39;-740.17;0.00
0.25;9.80;41.20;3296.03;1997.83;-1298.20;0.00
0.23;10.50;39.85;3188.39;1926.11;-1262.28;0.00
0.24;10.46;48.21;3857.10;1974.84;-1882.27;0.00
0.25;9.99;46.27;3701.56;2024.34;-1677.22;0.00
0.23;8.64;34.01;2720.87;1806.06;-914.81;0.00
0.28;10.40;33.23;2658.33;2186.93;-471.40;0.00
0.25;11.16;51.43;4114.20;2071.48;-2042.72;0.00
0.24;10.90;39.94;3195.51;1989.65;-1205.86;0.00
0.26;10.91;40.58;3246.74;2082.04;-1164.69;0.00
0.23;9.78;42.47;3397.51;1876.78;-1520.74;0.00
0.25;11.15;35.78;2862.24;2037.05;-825.20;0.00
0.28;9.94;41.35;3308.33;2152.04;-1156.29;0.00
0.28;11.08;38.81;3104.78;2203.65;-901.13;0.00
