# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;10.52;43.86;3508.51;1983.65;-1524.85;0.00
0.23;11.40;48.62;3889.57;1932.61;-1956.96;0.00
0.22;11.46;45.84;3667.48;1892.06;-1775.42;0.00
0.26;12.21;32.98;2638.14;2203.00;-435.14;0.00
0.28;10.12;38.89;3111.43;2152.53;-958.90;0.00
0.27;9.51;36.05;2884.35;2088.40;-795.95;0.00
0.23;8.76;41.38;3310.06;1834.89;-1475.17;0.00
0.29;9.70;41.48;3318.35;2186.98;-1131.37;0.00
0.30;11.51;37.86;3028.89;2347.30;-681.59;0.00
0.23;9.89;42.75;3419.93;1896.01;-1523.92;0.00
0.27;11.05;38.10;3047.76;2173.20;-874.56;0.00
0.23;9.58;43.15;3452.09;1838.95;-1613.14;0.00
0.27;9.73;49.37;3949.58;2116.49;-1833.09;0.00
0.24;12.20;39.56;3164.88;2071.54;-1093.34;0.00
0.25;10.43;40.43;3234.69;2040.82;-1193.87;0.00
0.29;10.76;41.39;3311.11;2252.51;-1058.61;0.00
0.23;12.90;46.93;3754.59;2023.44;-1731.14;0.00
0.26;10.83;39.69;3175.53;2091.45;-1084.09;0.00
0.25;8.50;41.12;3289.79;1921.95;-1367.84;0.00
0.29;9.60;37.97;3037.44;2218.88;-818.56;0.00
0.27;10.89;37.08;2966.69;2181.90;-784.79;0.00
0.24;8.97;37.37;2989.39;1871.33;-1118.06;0.00
0.32;9.11;40.76;3260.97;2379.61;-881.36;0.00
0.24;11.19;36.08;2886.01;2013.29;-872.73;0.00
0.25;10.91;44.19;3535.00;2036.85;-1498.15;0.00
0.26;10.41;37.61;3008.41;2049.09;-959.32;0.00
0.21;9.07;40.99;3279.43;1734.25;-1545.18;0.00
0.23;11.17;45.63;3650.67;1965.00;-1685.67;0.00
0.26;12.08;41.51;3320.91;2148.67;-1172.24;0.00
0.21;10.47;39.58;3166.76;1807.78;-1358.98;0.00
0.22;9.76;42.53;3402.11;1830.09;-1572.01;0.00
0.24;10.01;37.05;2964.32;1913.72;-1050.60;0.00
0.27;12.10;37.89;3030.94;2207.68;-823.26;0.00
0.27;9.21;41.71;3336.49;2098.78;-1237.71;0.00
0.28;11.08;43.48;3478.24;2252.23;-1226.01;0.00
0.31;9.83;41.26;3300.65;2322.00;-978.66;0.00
0.27;11.21;41.89;3350.87;2164.10;-1186.77;0.00
0.29;9.41;35.89;2871.20;2173.83;-697.38;0.00
0.25;9.86;47.89;3831.09;1963.64;-1867.46;0.00
0.28;7.89;39.14;3130.82;2037.95;-1092.86;0.00
0.22;10.58;34.49;2759.11;1863.30;-895.81;0.00
0.26;10.24;38.54;3083.19;2051.46;-1031.73;0.00
0.21;10.04;36.94;2954.99;1781.67;-1173.32;0.00
0.25;10.26;43.52;3481.64;1982.88;-1498.76;0.00
0.21;9.52;42.53;3402.30;1750.08;-1652.23;0.00
0.25;9.64;33.80;2704.30;1963.88;-740.42;0.00
0.23;8.62;45.66;3653.12;1781.96;-1871.16;0.00
0.28;11.38;42.22;3377.70;2256.09;-1121.61;0.00
0.22;8.77;41.15;3291.95;1778.16;-1513.78;0.00
0.20;9.76;35.49;2839.05;1708.00;-1131.05;0.00
0.24;10.42;38.52;3081.64;1966.94;-1114.69;0.00
0.26;10.16;43.11;3448.61;2047.11;-1401.49;0.00
0.23;7.63;34.48;2758.13;1773.48;-984.65;0.00
0.23;10.98;41.35;3307.75;1946.15;-1361.59;0.00
0.23;10.14;47.07;3765.97;1875.04;-1890.94;0.00
0.23;10.52;40.69;3255.49;1921.80;-1333.69;0.00
0.21;9.89;43.32;3465.96;1751.95;-1714.01;0.00
0.24;10.81;40.63;3250.46;2012.00;-1238.46;0.00
0.28;9.49;44.46;3556.92;2125.11;-1431.81;0.00
0.25;10.18;40.84;3267.19;2001.74;-1265.45;0.00
0.20;9.80;41.13;3290.66;1694.60;-1596.06;0.00
0.24;10.62;40.93;3274.33;1962.85;-1311.49;0.00
0.25;9.09;42.24;3379.16;1948.28;-1430.88;0.00
0.26;11.11;32.08;2566.26;2098.44;-467.83;0.00
0.24;11.44;44.03;3522.45;1996.75;-1525.70;0.00
0.22;10.17;38.44;3075.60;1837.94;-1237.66;0.00
0.24;10.67;38.67;3093.37;1993.71;-1099.66;0.00
0.24;10.07;44.48;3558.75;1926.89;-1631.85;0.00
0.24;10.37;40.04;3203.31;1956.24;-1247.07;0.00
0.24;11.37;32.78;2622.69;2003.90;-618.79;0.00
0.26;10.35;37.53;3002.21;2085.78;-916.43;0.00
0.24;11.69;36.35;2907.86;2040.38;-867.49;0.00
0.23;13.10;40.90;3271.88;2044.45;-1227.43;0.00
0.24;10.35;36.97;2957.27;1933.85;-1023.41;0.00
0.25;11.42;34.17;2733.48;2046.19;-687.28;0.00
0.23;7.28;40.26;3220.71;1737.61;-1483.09;0.00
0.27;10.56;35.54;2843.20;2167.78;-675.42;0.00
0.25;7.31;53.65;4292.17;1851.02;-2441.15;0.00
0.29;11.41;36.55;2923.70;2317.95;-605.75;0.00
0.26;11.36;42.36;3389.08;2144.05;-1245.04;0.00
0.23;9.87;37.16;2972.68;1880.38;-1092.30;0.00
0.29;7.89;46.37;3709.61;2095.53;-1614.08;0.00
0.25;11.24;42.31;3384.84;2037.48;-1347.37;0.00
0.24;8.84;39.53;3162.57;1848.99;-1313.58;0.00
0.22;11.98;43.85;3508.29;1901.08;-1607.21;0.00
0.28;11.01;52.07;4165.47;2232.16;-1933.31;0.00
0.23;9.46;43.12;3449.72;1867.08;-1582.63;0.00
0.20;10.49;41.46;3316.78;1756.24;-1560.54;0.00
0.22;11.26;43.48;3478.22;1917.38;-1560.84;0.00
0.28;11.00;45.57;3645.82;2239.42;-1406.40;0.00
0.24;9.59;41.36;3308.58;1924.24;-1384.34;0.00
0.25;7.73;33.69;2695.27;1865.34;-829.92;0.00
0.27;8.45;36.87;2949.77;2057.13;-892.64;0.00
0.24;11.14;36.87;2949.56;2007.12;-942.44;0.00
0.24;10.60;39.75;3180.04;1998.21;-1181.83;0.00
0.21;9.98;38.64;3090.98;1791.15;-1299.83;0.00
0.27;10.45;36.42;2913.62;2160.86;-752.76;0.00
0.26;9.70;33.90;2712.23;2011.71;-700.52;0.00
0.24;10.32;44.64;3571.47;1943.61;-1627.86;0.00
0.25;9.49;40.04;3203.30;1965.00;-1238.30;0.00
0.22;9.31;38.24;3059.06;1774.22;-1284.84;0.00
0.21;10.52;47.79;3823.24;1772.89;-2050.35;0.00
0.21;9.95;40.97;3277.80;1785.93;-1491.87;0.00
0.26;7.37;45.44;3635.22;1906.56;-1728.66;0.00
0.25;10.82;31.82;2545.92;2045.22;-500.70;0.00
0.24;10.84;39.15;3132.20;2013.35;-1118.86;0.00
0.25;10.28;33.10;2647.86;1988.49;-659.38;0.00
0.28;10.95;44.59;3567.15;2223.96;-1343.19;0.00
0.24;10.05;43.64;3491.28;1928.58;-1562.70;0.00
0.24;9.47;34.59;2767.46;1919.03;-848.42;0.00
0.24;8.25;34.97;2797.68;1840.53;-957.15;0.00
0.23;9.66;43.45;3475.68;1861.75;-1613.93;0.00
0.25;9.88;43.64;3491.60;2007.90;-1483.70;0.00
0.21;10.97;41.62;3329.32;1800.37;-1528.95;0.00
0.25;10.24;37.64;3011.28;1983.44;-1027.85;0.00
0.25;7.73;42.07;3365.65;1888.89;-1476.76;0.00
0.23;10.15;33.38;2670.08;1868.86;-801.22;0.00
0.22;8.42;37.52;3001.59;1744.83;-1256.76;0.00
0.27;11.46;39.01;3120.89;2191.71;-929.18;0.00
0.21;9.28;40.06;3204.61;1720.32;-1484.29;0.00
0.22;7.67;32.76;2620.96;1714.10;-906.86;0.00
0.29;8.87;42.10;3367.72;2169.77;-1197.94;0.00
0.27;7.57;46.36;3709.20;1970.74;-1738.46;0.00
0.25;10.10;41.09;3286.82;2018.33;-1268.49;0.00
0.27;9.71;40.56;3244.58;2071.82;-1172.77;0.00
0.26;9.01;42.85;3428.21;2028.22;-1399.99;0.00
0.27;9.07;47.86;3828.55;2037.49;-1791.06;0.00
0.27;10.16;39.51;3161.02;2126.25;-1034.77;0.00
0.28;10.73;37.63;3010.69;2208.91;-801.78;0.00
0.25;8.83;47.39;3790.97;1928.43;-1862.54;0.00
0.25;10.08;39.44;3155.42;1990.49;-1164.93;0.00
0.21;10.46;38.28;3062.14;1792.44;-1269.70;0.00
0.23;9.41;34.99;2799.06;1858.60;-940.46;0.00
0.26;11.95;43.31;3464.73;2186.99;-1277.74;0.00
0.24;10.66;37.31;2984.95;1990.65;-994.30;0.00
0.22;11.49;37.25;2979.98;1894.16;-1085.82;0.00
0.26;10.02;37.64;3010.83;2031.48;-979.35;0.00
0.22;10.78;33.10;2648.25;1894.33;-753.92;0.00
0.25;10.48;44.22;3537.87;2018.45;-1519.42;0.00
0.22;9.36;43.67;3493.74;1807.54;-1686.20;0.00
0.27;11.47;34.32;2745.74;2194.54;-551.21;0.00
0.28;8.86;34.21;2736.53;2090.36;-646.18;0.00
0.28;10.48;38.70;3095.80;2173.87;-921.94;0.00
0.27;12.02;41.55;3324.40;2230.40;-1093.99;0.00
0.29;10.44;37.90;3032.17;2254.23;-777.95;0.00
0.25;8.15;40.20;3216.29;1874.63;-1341.66;0.00
0.27;9.94;43.17;3453.29;2083.73;-1369.56;0.00
0.25;9.84;40.67;3253.79;2007.42;-1246.37;0.00
0.26;11.65;34.29;2743.54;2122.31;-621.24;0.00
0.22;9.88;37.12;2969.98;1810.92;-1159.05;0.00
0.27;10.34;48.47;3877.58;2110.55;-1767.03;0.00
0.24;9.75;47.60;3807.82;1940.66;-1867.16;0.00
0.29;9.49;35.66;2852.97;2207.29;-645.68;0.00
0.24;10.12;46.15;3692.39;1960.60;-1731.80;0.00
0.23;11.45;41.71;3336.50;1966.17;-1370.33;0.00
0.26;10.49;44.86;3588.80;2111.37;-1477.43;0.00
0.24;7.49;39.31;3144.67;1775.16;-1369.51;0.00
0.26;11.61;39.32;3145.82;2165.34;-980.48;0.00
0.23;11.06;37.09;2967.54;1921.02;-1046.52;0.00
0.23;10.79;38.72;3097.34;1898.94;-1198.41;0.00
0.23;9.32;39.99;3199.40;1871.83;-1327.57;0.00
0.21;9.89;48.21;3857.15;1763.23;-2093.93;0.00
0.26;8.40;40.55;3243.77;1953.10;-1290.67;0.00
0.22;10.13;41.87;3349.47;1845.41;-1504.06;0.00
0.25;8.46;43.05;3444.37;1920.44;-1523.93;0.00
0.23;11.88;35.35;2828.10;1996.27;-831.83;0.00
0.28;10.34;41.85;3348.25;2201.03;-1147.22;0.00
0.26;10.71;33.34;2666.88;2112.88;-554.00;0.00
0.26;8.72;38.06;3045.04;2009.71;-1035.33;0.00
0.27;7.36;45.99;3679.38;1961.33;-1718.05;0.00
0.27;12.45;36.33;2906.36;2225.16;-681.20;0.00
0.26;10.01;43.70;3495.65;2056.10;-1439.55;0.00
0.22;10.26;37.57;3005.95;1818.28;-1187.67;0.00
0.26;9.93;36.91;2953.15;2073.16;-879.99;0.00
0.27;11.24;37.86;3028.45;2153.92;-874.53;0.00
0.24;9.45;49.54;3963.36;1930.94;-2032.42;0.00
0.27;10.14;47.83;3826.03;2095.21;-1730.82;0.00
0.22;11.80;37.42;2993.23;1928.47;-1064.76;0.00
0.27;9.76;41.56;3324.86;2100.98;-1223.87;0.00
0.19;10.15;40.97;3277.64;1672.51;-1605.13;0.00
0.27;8.08;33.69;2695.39;2020.35;-675.05;0.00
0.24;10.51;35.64;2851.02;1961.87;-889.15;0.00
0.27;9.33;48.24;3858.96;2049.83;-1809.13;0.00
0.20;10.59;31.43;2514.20;1733.87;-780.33;0.00
0.22;9.65;31.07;2485.53;1826.93;-658.60;0.00
0.24;9.04;48.04;3843.39;1886.23;-1957.16;0.00
0.24;8.92;38.60;3088.11;1903.27;-1184.85;0.00
0.29;8.36;35.04;2803.34;2168.28;-635.07;0.00
0.27;11.80;41.29;3303.05;2190.15;-1112.90;0.00
0.25;11.12;37.71;3017.10;2044.46;-972.64;0.00
0.26;9.49;36.15;2892.22;2040.25;-851.97;0.00
0.25;8.96;38.69;3095.19;1924.15;-1171.04;0.00
0.26;10.97;34.55;2764.16;2088.96;-675.20;0.00
0.24;10.30;48.64;3891.04;1959.81;-1931.23;0.00
0.26;12.12;39.96;3196.54;2147.93;-1048.61;0.00
0.23;10.55;39.29;3143.32;1895.01;-1248.31;0.00
0.26;11.50;43.00;3439.84;2114.69;-1325.16;0.00
0.31;10.86;42.29;3383.46;2418.42;-965.03;0.00
0.25;10.90;45.40;3632.01;2060.63;-1571.38;0.00
0.25;9.94;43.62;3489.71;2019.44;-1470.27;0.00
0.20;8.06;42.41;3392.70;1616.65;-1776.05;0.00
