# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;10.06;42.62;3409.99;1911.01;-1498.99;0.00
0.22;11.45;29.20;2335.75;1904.78;-430.97;0.00
0.25;10.59;40.15;3212.18;2057.71;-1154.47;0.00
0.22;11.06;35.65;2852.05;1890.60;-961.45;0.00
0.28;12.33;41.32;3305.49;2295.10;-1010.39;0.00
0.24;8.41;45.65;3652.36;1835.33;-1817.03;0.00
0.26;8.29;41.23;3298.26;1987.28;-1310.99;0.00
0.22;10.68;33.97;2717.74;1885.17;-832.58;0.00
0.23;10.09;42.35;3387.61;1903.78;-1483.83;0.00
0.24;10.96;42.63;3410.30;1989.38;-1420.92;0.00
0.26;9.42;36.14;2891.28;2030.50;-860.77;0.00
0.25;7.90;39.39;3150.95;1902.60;-1248.35;0.00
0.24;9.11;39.99;3199.03;1875.69;-1323.34;0.00
0.27;10.65;35.20;2816.09;2159.01;-657.08;0.00
0.21;10.91;30.24;2419.08;1816.37;-602.71;0.00
0.27;9.26;40.15;3211.79;2063.86;-1147.93;0.00
0.19;11.12;38.36;3068.45;1694.73;-1373.72;0.00
0.25;9.04;38.23;3058.52;1922.38;-1136.14;0.00
0.22;9.85;36.11;2889.05;1839.36;-1049.69;0.00
0.22;9.57;38.60;3087.71;1776.35;-1311.36;0.00
0.21;11.27;40.56;3245.19;1824.49;-1420.69;0.00
0.21;11.32;37.78;3022.71;1831.77;-1190.95;0.00
0.25;8.27;48.03;3842.71;1920.99;-1921.73;0.00
0.25;9.60;42.30;3383.80;1994.87;-1388.92;0.00
0.27;9.48;44.45;3556.13;2057.83;-1498.30;0.00
0.26;9.49;44.29;3543.33;2030.44;-1512.89;0.00
0.25;9.35;34.08;2726.36;1953.55;-772.81;0.00
0.23;12.08;35.52;2841.49;1992.73;-848.76;0.00
0.27;10.73;43.56;3484.65;2156.01;-1328.64;0.00
0.25;9.45;35.30;2824.26;1948.28;-875.98;0.00
0.22;10.36;45.49;3639.08;1843.11;-1795.97;0.00
0.27;10.45;44.91;3593.02;2166.30;-1426.72;0.00
0.25;9.47;46.08;3686.68;1949.74;-1736.94;0.00
0.20;8.93;33.16;2652.50;1654.32;-998.18;0.00
0.25;10.93;37.05;2963.97;2074.45;-889.52;0.00
0.26;9.29;45.65;3652.34;1989.48;-1662.86;0.00
0.27;12.26;30.09;2407.14;2248.09;-159.05;0.00
0.23;12.76;36.01;2880.61;2032.24;-848.36;0.00
0.25;9.67;38.57;3085.89;1953.13;-1132.77;0.00
0.31;11.07;43.81;3504.90;2396.95;-1107.95;0.00
0.27;10.33;43.31;3464.79;2108.63;-1356.16;0.00
0.26;10.24;39.12;3129.69;2090.41;-1039.28;0.00
0.25;11.12;38.76;3100.55;2062.28;-1038.27;0.00
0.25;11.81;36.33;2906.63;2117.39;-789.23;0.00
0.23;10.41;46.82;3746.00;1899.77;-1846.23;0.00
0.27;9.30;29.35;2348.12;2082.84;-265.27;0.00
0.26;9.00;40.79;3263.32;1986.02;-1277.30;0.00
0.26;9.18;49.35;3947.89;2013.36;-1934.54;0.00
