# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;6.36;35.93;2874.70;1895.65;-979.05;0.00
0.25;11.00;39.54;3163.12;2039.04;-1124.08;0.00
0.25;8.98;42.14;3370.92;1963.13;-1407.79;0.00
0.27;11.15;36.46;2916.46;2175.29;-741.17;0.00
0.24;10.68;33.73;2698.66;1978.31;-720.34;0.00
0.23;11.20;38.80;3103.70;1974.10;-1129.60;0.00
0.32;9.14;42.36;3388.75;2354.91;-1033.83;0.00
0.25;10.46;35.93;2874.19;2033.18;-841.01;0.00
0.26;10.65;41.11;3288.93;2107.40;-1181.53;0.00
0.29;11.47;36.36;2908.60;2304.97;-603.64;0.00
0.25;10.19;30.51;2441.14;2003.47;-437.66;0.00
0.28;11.03;35.57;2845.73;2240.61;-605.12;0.00
0.21;9.54;33.01;2640.92;1765.80;-875.12;0.00
0.24;10.79;45.60;3648.19;1990.29;-1657.90;0.00
0.25;9.42;35.05;2803.63;1938.18;-865.45;0.00
0.27;11.23;40.30;3224.24;2187.11;-1037.13;0.00
0.26;10.30;43.30;3463.93;2093.67;-1370.26;0.00
0.20;10.85;41.31;3304.48;1780.61;-1523.87;0.00
0.29;10.05;35.97;2877.50;2255.59;-621.91;0.00
0.26;10.63;35.01;2800.69;2104.15;-696.54;0.00
0.26;12.85;36.84;2947.17;2196.54;-750.62;0.00
0.24;9.65;35.33;2826.73;1932.60;-894.14;0.00
0.26;10.74;40.25;3220.11;2069.79;-1150.32;0.00
0.22;9.91;49.51;3960.54;1837.32;-2123.22;0.00
0.21;9.75;40.68;3254.25;1756.90;-1497.35;0.00
0.21;10.35;47.84;3826.84;1776.09;-2050.76;0.00
0.29;10.52;35.31;2824.64;2281.92;-542.72;0.00
0.28;11.29;40.65;3252.12;2217.43;-1034.69;0.00
0.25;8.94;38.03;3042.35;1966.69;-1075.66;0.00
0.25;12.14;43.03;3442.79;2141.92;-1300.88;0.00
0.26;10.37;45.99;3679.46;2084.80;-1594.67;0.00
0.27;10.82;35.19;2815.35;2174.60;-640.75;0.00
0.29;10.58;46.73;3738.56;2274.91;-1463.65;0.00
0.27;10.96;45.48;3638.33;2162.12;-1476.21;0.00
0.21;10.86;42.26;3380.56;1826.94;-1553.62;0.00
0.24;12.11;41.04;3282.89;2043.34;-1239.56;0.00
0.24;10.54;43.49;3479.39;1964.69;-1514.70;0.00
0.24;11.71;42.98;3438.01;2004.80;-1433.21;0.00
0.24;11.94;42.32;3385.22;2065.66;-1319.56;0.00
0.21;8.38;43.68;3494.22;1685.26;-1808.96;0.00
0.20;12.30;42.10;3368.23;1823.35;-1544.87;0.00
0.23;9.65;39.89;3191.54;1891.37;-1300.17;0.00
0.27;9.69;33.50;2680.14;2116.00;-564.14;0.00
0.29;11.23;34.36;2748.68;2292.56;-456.12;0.00
0.19;11.20;41.05;3284.08;1726.62;-1557.47;0.00
0.26;8.72;33.17;2653.49;1986.78;-666.71;0.00
0.24;11.69;48.44;3874.85;2020.79;-1854.06;0.00
0.26;9.67;42.92;3433.99;2036.18;-1397.81;0.00
0.24;9.57;43.04;3443.05;1905.55;-1537.51;0.00
0.24;10.78;43.06;3444.61;1953.00;-1491.61;0.00
0.24;11.29;44.42;3553.50;1985.14;-1568.37;0.00
0.20;8.56;43.24;3459.40;1654.81;-1804.59;0.00
0.24;10.08;45.49;3639.37;1941.17;-1698.20;0.00
0.26;8.65;41.16;3292.89;1977.74;-1315.15;0.00
0.27;10.29;43.02;3441.23;2132.49;-1308.73;0.00
0.27;11.36;45.87;3669.71;2175.62;-1494.08;0.00
0.24;11.09;36.39;2911.45;1985.02;-926.43;0.00
0.24;10.26;42.90;3431.95;1940.37;-1491.58;0.00
0.21;12.36;41.62;3329.23;1890.41;-1438.82;0.00
0.25;8.10;42.72;3417.34;1907.57;-1509.77;0.00
0.23;9.91;37.58;3006.10;1901.80;-1104.30;0.00
0.23;8.77;37.92;3033.65;1804.99;-1228.65;0.00
0.24;8.52;38.83;3106.06;1862.73;-1243.33;0.00
0.24;11.32;38.50;3080.28;2039.04;-1041.24;0.00
0.27;9.06;43.63;3490.35;2053.42;-1436.92;0.00
0.21;9.46;43.07;3445.67;1724.96;-1720.71;0.00
0.26;10.20;35.32;2825.41;2063.56;-761.84;0.00
0.23;10.82;39.82;3185.65;1911.32;-1274.32;0.00
0.23;6.67;38.73;3098.36;1720.55;-1377.80;0.00
