# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;10.41;38.09;3047.52;1969.50;-1078.02;0.00
0.32;10.09;39.18;3134.68;2398.70;-735.98;0.00
0.22;9.98;33.02;2641.37;1805.98;-835.39;0.00
0.28;9.78;39.08;3126.75;2143.29;-983.46;0.00
0.23;10.12;43.46;3476.98;1891.22;-1585.76;0.00
0.23;9.47;31.24;2499.01;1826.28;-672.73;0.00
0.29;11.01;42.17;3373.81;2297.25;-1076.56;0.00
0.31;8.24;36.95;2956.32;2273.08;-683.24;0.00
0.25;9.10;48.95;3915.99;1939.15;-1976.84;0.00
0.24;8.27;35.74;2859.05;1835.93;-1023.12;0.00
0.27;11.20;36.41;2913.01;2169.71;-743.30;0.00
0.31;13.07;42.13;3370.21;2496.97;-873.24;0.00
0.27;10.07;34.65;2772.39;2127.44;-644.95;0.00
0.24;10.25;39.82;3185.64;1932.98;-1252.66;0.00
0.26;10.13;39.15;3131.68;2076.16;-1055.52;0.00
0.27;10.91;49.84;3987.17;2169.45;-1817.72;0.00
0.26;11.64;44.77;3581.71;2155.16;-1426.55;0.00
0.28;10.71;35.33;2826.24;2191.65;-634.58;0.00
0.24;8.24;42.46;3396.67;1863.11;-1533.56;0.00
0.21;10.51;37.92;3033.23;1781.40;-1251.83;0.00
0.23;11.58;45.44;3635.53;1953.02;-1682.51;0.00
0.29;9.98;41.13;3290.52;2233.10;-1057.42;0.00
0.23;10.49;35.08;2806.28;1914.42;-891.86;0.00
0.27;10.57;37.46;2996.46;2152.74;-843.71;0.00
0.28;10.45;42.77;3421.47;2221.42;-1200.05;0.00
0.24;11.96;37.06;2964.52;2057.78;-906.74;0.00
0.23;10.33;42.53;3402.24;1882.00;-1520.24;0.00
0.27;10.44;42.97;3437.57;2116.14;-1321.43;0.00
0.26;9.05;36.67;2933.39;2020.51;-912.87;0.00
0.26;10.61;37.93;3034.55;2096.67;-937.88;0.00
0.22;11.72;32.83;2626.44;1916.77;-709.67;0.00
0.27;9.83;36.99;2959.09;2112.62;-846.46;0.00
0.25;9.35;45.61;3649.04;1973.58;-1675.47;0.00
0.29;10.18;43.20;3456.33;2225.09;-1231.25;0.00
0.26;10.16;42.10;3368.06;2081.66;-1286.40;0.00
0.23;11.67;42.21;3376.70;1953.69;-1423.02;0.00
0.24;7.08;42.63;3410.03;1798.40;-1611.63;0.00
0.23;10.01;44.80;3583.78;1875.46;-1708.33;0.00
0.27;12.03;37.17;2973.33;2252.64;-720.70;0.00
0.23;8.98;32.50;2600.02;1842.97;-757.04;0.00
0.26;10.97;45.01;3600.82;2130.11;-1470.72;0.00
0.19;9.83;41.99;3358.99;1634.67;-1724.32;0.00
0.23;10.32;51.23;4098.33;1871.78;-2226.55;0.00
0.26;9.66;43.05;3443.96;2032.34;-1411.62;0.00
0.23;9.51;38.74;3099.03;1849.24;-1249.80;0.00
0.21;12.76;46.31;3704.90;1933.06;-1771.84;0.00
0.28;10.49;45.02;3601.71;2190.94;-1410.77;0.00
0.23;9.33;34.51;2761.09;1838.63;-922.46;0.00
0.28;10.91;41.81;3344.42;2207.14;-1137.28;0.00
0.25;9.56;45.54;3643.31;1966.78;-1676.53;0.00
0.24;11.45;43.95;3515.81;1993.64;-1522.17;0.00
0.26;8.79;43.78;3502.66;2018.13;-1484.53;0.00
0.28;10.87;40.13;3210.16;2222.46;-987.70;0.00
0.25;11.06;39.27;3141.71;2026.32;-1115.39;0.00
0.20;10.60;42.12;3369.84;1758.28;-1611.56;0.00
0.26;9.76;45.06;3604.65;2046.99;-1557.66;0.00
0.25;7.89;40.95;3275.82;1896.62;-1379.19;0.00
0.20;9.36;38.17;3053.89;1681.34;-1372.56;0.00
0.28;9.70;39.93;3194.68;2158.91;-1035.77;0.00
0.24;11.53;35.19;2815.20;2030.42;-784.78;0.00
0.24;9.83;38.29;3063.22;1936.75;-1126.46;0.00
0.24;10.49;38.35;3067.69;1972.25;-1095.44;0.00
0.25;10.87;32.25;2580.00;2042.44;-537.57;0.00
0.32;12.55;34.07;2725.50;2529.33;-196.16;0.00
0.27;8.85;38.29;3063.44;2074.95;-988.49;0.00
0.29;9.13;42.26;3381.00;2182.58;-1198.42;0.00
0.26;10.42;39.13;3130.51;2065.37;-1065.14;0.00
0.25;9.33;44.54;3563.20;1984.14;-1579.06;0.00
0.28;11.20;34.09;2727.51;2224.39;-503.12;0.00
0.24;12.02;47.25;3779.62;2065.29;-1714.32;0.00
0.25;8.80;45.18;3614.44;1955.05;-1659.39;0.00
0.22;9.06;41.80;3344.19;1787.71;-1556.48;0.00
0.30;10.81;44.27;3541.44;2347.88;-1193.56;0.00
0.25;10.01;39.83;3186.26;2001.33;-1184.93;0.00
0.22;9.80;41.29;3302.80;1799.74;-1503.07;0.00
0.26;8.51;36.75;2940.35;1978.66;-961.69;0.00
0.26;10.13;45.33;3626.44;2064.19;-1562.25;0.00
0.25;9.47;31.13;2490.10;1981.78;-508.32;0.00
0.30;10.38;44.44;3555.35;2296.51;-1258.85;0.00
0.22;10.80;41.74;3339.39;1889.72;-1449.67;0.00
0.23;10.16;33.57;2685.75;1869.98;-815.77;0.00
0.29;10.19;27.62;2209.36;2224.98;15.62;1.00
0.28;8.92;38.39;3070.92;2124.01;-946.91;0.00
0.25;13.07;41.14;3291.24;2144.25;-1146.99;0.00
0.23;10.12;41.76;3340.67;1886.64;-1454.03;0.00
0.25;10.83;47.64;3811.11;2054.60;-1756.50;0.00
0.21;10.24;35.43;2834.08;1777.86;-1056.22;0.00
0.26;11.21;40.46;3236.49;2117.44;-1119.05;0.00
0.25;8.89;36.51;2921.19;1949.86;-971.33;0.00
0.24;10.37;33.59;2687.14;1945.86;-741.28;0.00
