# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;10.01;42.53;3402.24;1974.08;-1428.16;0.00
0.26;9.99;44.66;3573.05;2041.23;-1531.82;0.00
0.23;6.48;31.56;2524.62;1708.38;-816.24;0.00
0.20;9.19;34.43;2754.65;1675.85;-1078.80;0.00
0.26;8.70;36.29;2903.59;2002.08;-901.51;0.00
0.25;11.46;42.83;3426.37;2082.06;-1344.31;0.00
0.29;12.20;34.38;2750.13;2346.08;-404.05;0.00
0.24;10.91;49.00;3919.61;1975.14;-1944.47;0.00
0.26;8.66;44.14;3531.46;1997.93;-1533.53;0.00
0.24;10.62;41.25;3300.39;1988.44;-1311.95;0.00
0.27;10.09;39.62;3169.22;2121.64;-1047.58;0.00
0.25;9.57;41.01;3280.49;2003.28;-1277.21;0.00
0.24;9.99;51.54;4123.04;1913.47;-2209.56;0.00
0.25;11.31;46.72;3737.63;2077.61;-1660.01;0.00
0.21;12.35;39.28;3142.77;1881.30;-1261.47;0.00
0.23;12.22;45.29;3622.92;1982.31;-1640.61;0.00
0.24;6.80;50.88;4070.35;1767.23;-2303.12;0.00
0.28;11.64;43.85;3507.88;2278.32;-1229.56;0.00
0.29;10.78;44.16;3532.83;2266.29;-1266.53;0.00
0.26;13.15;46.26;3701.19;2242.94;-1458.25;0.00
0.28;10.56;46.56;3724.73;2191.66;-1533.07;0.00
0.28;12.20;34.64;2770.87;2291.91;-478.96;0.00
0.23;8.30;48.77;3901.62;1790.95;-2110.67;0.00
0.26;11.17;37.09;2967.20;2133.29;-833.91;0.00
0.23;8.84;38.16;3052.52;1840.35;-1212.16;0.00
0.31;10.95;40.35;3227.88;2389.93;-837.95;0.00
0.24;10.81;42.10;3367.73;2006.29;-1361.44;0.00
0.26;11.54;41.13;3290.09;2168.07;-1122.02;0.00
0.27;9.66;35.96;2876.69;2070.95;-805.73;0.00
0.22;10.02;46.79;3743.60;1842.02;-1901.58;0.00
0.24;10.23;44.16;3532.49;1923.88;-1608.62;0.00
0.22;11.33;46.01;3680.86;1871.55;-1809.31;0.00
0.24;7.94;38.00;3039.72;1823.94;-1215.78;0.00
0.23;8.76;40.22;3217.41;1790.47;-1426.94;0.00
0.27;11.80;39.93;3194.68;2195.20;-999.48;0.00
0.29;10.38;45.98;3678.76;2244.84;-1433.92;0.00
0.28;10.01;38.36;3068.42;2169.73;-898.69;0.00
0.25;11.21;41.97;3357.26;2052.82;-1304.44;0.00
0.27;10.59;36.27;2901.27;2158.45;-742.82;0.00
0.28;9.89;37.35;2988.18;2147.66;-840.52;0.00
0.22;9.34;48.03;3842.69;1784.28;-2058.41;0.00
0.24;8.72;44.06;3524.96;1866.08;-1658.88;0.00
0.24;9.43;36.70;2936.09;1886.53;-1049.56;0.00
0.25;9.95;44.59;3567.48;1979.11;-1588.37;0.00
0.25;9.81;35.28;2822.02;2009.03;-812.99;0.00
0.22;12.67;36.39;2911.09;1958.76;-952.33;0.00
0.22;10.73;42.69;3415.01;1889.46;-1525.55;0.00
0.27;10.03;41.30;3304.13;2140.25;-1163.88;0.00
0.25;12.26;35.24;2819.21;2110.03;-709.18;0.00
0.28;8.10;37.93;3034.23;2081.47;-952.77;0.00
0.26;9.92;30.04;2403.37;2057.75;-345.62;0.00
0.20;12.45;43.11;3449.00;1835.61;-1613.39;0.00
0.23;9.14;39.17;3133.78;1832.63;-1301.15;0.00
0.23;8.08;31.92;2553.87;1804.31;-749.55;0.00
0.27;11.61;44.46;3556.61;2210.14;-1346.48;0.00
0.24;8.64;37.82;3025.65;1861.96;-1163.69;0.00
0.26;11.23;44.27;3541.92;2094.71;-1447.21;0.00
0.29;8.78;45.88;3670.04;2175.74;-1494.30;0.00
0.28;8.22;39.76;3181.15;2064.24;-1116.91;0.00
0.30;10.35;40.47;3237.65;2300.92;-936.73;0.00
0.25;11.74;44.61;3568.54;2082.99;-1485.55;0.00
0.28;9.39;44.76;3580.63;2152.40;-1428.23;0.00
0.27;10.64;39.50;3159.72;2147.48;-1012.25;0.00
