# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;10.57;43.52;3481.44;1946.46;-1534.99;0.00
0.21;11.68;45.19;3615.35;1880.76;-1734.59;0.00
0.22;9.70;41.66;3332.88;1826.08;-1506.80;0.00
0.29;11.27;34.22;2737.71;2317.86;-419.85;0.00
0.23;9.34;43.21;3456.87;1863.63;-1593.24;0.00
0.21;9.70;45.77;3661.53;1767.57;-1893.96;0.00
0.23;10.57;46.67;3733.37;1897.75;-1835.62;0.00
0.23;11.26;37.37;2989.98;1954.86;-1035.12;0.00
0.24;8.81;43.57;3485.56;1865.33;-1620.23;0.00
0.20;10.07;40.13;3210.35;1697.74;-1512.61;0.00
0.27;11.78;40.10;3207.85;2234.70;-973.15;0.00
0.25;11.48;43.60;3487.66;2068.08;-1419.58;0.00
0.26;10.24;41.92;3353.76;2088.27;-1265.49;0.00
0.27;10.55;40.50;3240.34;2157.19;-1083.15;0.00
0.25;11.82;41.10;3288.01;2097.67;-1190.33;0.00
0.23;11.74;47.33;3786.76;1961.04;-1825.72;0.00
0.25;9.02;39.66;3172.95;1959.44;-1213.51;0.00
0.17;9.41;46.17;3693.94;1526.50;-2167.44;0.00
0.27;10.65;33.65;2692.09;2128.58;-563.51;0.00
0.23;12.05;40.82;3265.78;1999.34;-1266.44;0.00
0.24;9.47;38.14;3051.47;1934.03;-1117.44;0.00
0.26;10.70;34.47;2757.27;2098.99;-658.27;0.00
0.24;11.23;37.68;3014.79;2028.49;-986.31;0.00
0.27;9.52;45.90;3671.80;2083.12;-1588.68;0.00
0.29;8.76;43.75;3500.26;2191.08;-1309.19;0.00
0.25;9.87;42.41;3392.92;1981.51;-1411.40;0.00
0.23;8.68;35.75;2859.71;1807.05;-1052.66;0.00
0.25;10.53;44.50;3559.92;2000.37;-1559.55;0.00
0.24;10.02;35.45;2835.80;1915.27;-920.54;0.00
0.25;9.20;38.14;3050.83;1937.69;-1113.14;0.00
0.25;11.06;39.19;3135.45;2029.57;-1105.88;0.00
0.26;11.13;35.89;2871.20;2114.42;-756.78;0.00
0.24;10.69;36.75;2940.10;1999.19;-940.90;0.00
0.26;9.07;46.51;3720.50;1988.07;-1732.42;0.00
0.25;10.57;43.64;3490.82;2016.05;-1474.77;0.00
0.23;8.79;39.69;3174.98;1829.02;-1345.97;0.00
0.23;10.18;38.63;3090.39;1866.02;-1224.37;0.00
0.27;12.18;43.61;3488.82;2221.42;-1267.40;0.00
0.26;9.39;42.10;3367.84;2023.78;-1344.06;0.00
0.22;11.16;40.87;3269.90;1912.57;-1357.33;0.00
0.28;9.61;41.63;3330.70;2137.87;-1192.83;0.00
0.27;9.88;41.75;3339.66;2108.39;-1231.27;0.00
0.26;10.20;32.75;2620.13;2067.43;-552.70;0.00
0.22;9.18;48.67;3893.22;1779.10;-2114.13;0.00
0.28;12.35;45.17;3613.57;2284.25;-1329.32;0.00
0.24;9.13;46.06;3684.52;1888.53;-1795.99;0.00
0.23;11.96;40.61;3248.98;1964.88;-1284.11;0.00
0.23;9.41;36.91;2952.74;1829.90;-1122.85;0.00
0.26;9.29;34.11;2728.47;2007.47;-721.00;0.00
0.29;7.08;45.17;3613.87;2099.32;-1514.55;0.00
0.21;9.94;47.17;3773.60;1779.60;-1994.00;0.00
0.28;9.54;44.14;3530.89;2173.43;-1357.46;0.00
0.29;9.13;35.08;2806.58;2165.20;-641.39;0.00
0.24;11.53;38.61;3088.66;2047.46;-1041.20;0.00
0.28;9.71;41.98;3358.58;2165.17;-1193.41;0.00
0.25;10.96;40.27;3221.56;2034.59;-1186.98;0.00
0.26;8.42;42.15;3372.04;1985.99;-1386.04;0.00
0.20;11.46;34.83;2786.52;1812.23;-974.29;0.00
0.26;8.32;39.90;3191.83;1987.64;-1204.18;0.00
0.25;9.14;44.77;3581.41;1925.24;-1656.17;0.00
0.26;8.48;43.43;3474.57;1960.57;-1514.00;0.00
0.27;9.79;30.95;2476.34;2100.71;-375.63;0.00
0.28;10.87;35.24;2819.55;2231.59;-587.96;0.00
0.30;10.12;41.89;3351.34;2299.46;-1051.88;0.00
0.23;10.07;33.83;2706.34;1899.52;-806.81;0.00
0.27;10.72;41.69;3334.92;2179.53;-1155.39;0.00
0.24;9.95;47.75;3820.23;1916.72;-1903.51;0.00
0.26;12.49;44.29;3543.25;2173.39;-1369.86;0.00
0.25;11.33;37.66;3012.76;2085.21;-927.55;0.00
0.25;9.61;38.45;3075.60;1949.72;-1125.88;0.00
0.25;9.39;41.85;3347.76;1979.72;-1368.04;0.00
0.22;11.62;49.86;3988.52;1924.90;-2063.62;0.00
0.26;10.93;37.62;3009.28;2128.52;-880.76;0.00
0.21;9.44;42.39;3391.27;1736.34;-1654.93;0.00
0.22;11.19;44.47;3557.27;1905.62;-1651.65;0.00
0.27;11.36;43.16;3452.53;2190.75;-1261.78;0.00
0.23;11.04;46.49;3718.99;1909.94;-1809.05;0.00
0.26;11.29;36.01;2880.66;2117.88;-762.79;0.00
0.26;9.77;35.84;2866.86;2018.17;-848.69;0.00
0.25;11.58;47.24;3779.57;2085.83;-1693.74;0.00
0.28;10.45;32.38;2590.77;2176.44;-414.33;0.00
0.23;11.07;46.55;3723.68;1955.62;-1768.06;0.00
0.29;10.49;43.22;3457.84;2233.83;-1224.01;0.00
0.22;8.43;41.89;3351.34;1719.16;-1632.18;0.00
0.23;11.65;43.29;3463.01;1970.68;-1492.34;0.00
0.27;10.68;38.41;3072.57;2146.25;-926.32;0.00
0.21;9.27;48.11;3848.93;1719.63;-2129.30;0.00
0.26;9.82;40.05;3203.91;2036.36;-1167.55;0.00
0.20;10.33;36.50;2920.27;1718.83;-1201.44;0.00
0.26;10.45;38.42;3073.89;2086.77;-987.12;0.00
0.27;9.96;37.10;2967.62;2123.31;-844.30;0.00
0.22;8.76;43.82;3505.31;1734.00;-1771.31;0.00
0.27;11.37;33.56;2684.51;2215.95;-468.56;0.00
0.26;8.81;40.09;3207.05;1976.58;-1230.47;0.00
0.21;9.43;34.76;2780.57;1753.19;-1027.38;0.00
0.21;9.93;35.28;2822.30;1769.83;-1052.47;0.00
0.27;9.90;40.48;3238.32;2093.23;-1145.08;0.00
0.24;10.70;39.50;3160.21;1967.93;-1192.27;0.00
0.24;11.02;44.16;3532.83;2000.17;-1532.66;0.00
0.28;10.10;38.11;3049.19;2202.44;-846.75;0.00
0.20;9.83;41.62;3329.43;1722.34;-1607.09;0.00
0.31;12.04;45.21;3616.62;2435.44;-1181.18;0.00
0.28;9.70;44.03;3522.23;2171.26;-1350.96;0.00
0.24;11.67;43.27;3461.35;2055.39;-1405.96;0.00
0.26;8.52;43.83;3506.69;1989.66;-1517.03;0.00
0.23;9.27;34.97;2797.65;1841.22;-956.43;0.00
0.25;10.60;45.16;3612.60;2019.95;-1592.65;0.00
0.27;9.67;39.56;3164.41;2120.57;-1043.85;0.00
0.25;9.56;50.82;4065.52;1988.20;-2077.33;0.00
0.24;9.03;35.73;2858.68;1886.06;-972.62;0.00
0.23;10.99;46.66;3732.90;1946.82;-1786.09;0.00
0.27;12.43;48.60;3887.77;2246.21;-1641.56;0.00
0.25;10.64;36.76;2940.87;2036.62;-904.24;0.00
0.21;9.22;37.72;3017.32;1696.52;-1320.81;0.00
0.26;12.13;43.85;3507.67;2157.73;-1349.94;0.00
0.23;10.45;40.75;3259.68;1878.41;-1381.27;0.00
0.19;8.73;41.07;3285.96;1563.44;-1722.51;0.00
0.25;7.91;47.25;3779.87;1901.54;-1878.33;0.00
0.24;12.03;45.27;3621.31;2078.13;-1543.18;0.00
0.27;10.46;48.88;3910.01;2141.18;-1768.84;0.00
0.25;9.33;32.11;2569.20;1937.20;-632.00;0.00
0.28;11.14;35.06;2805.09;2224.75;-580.34;0.00
0.23;10.54;39.56;3164.89;1923.59;-1241.29;0.00
0.22;10.98;45.21;3617.08;1872.52;-1744.57;0.00
0.22;8.56;39.94;3195.12;1759.43;-1435.68;0.00
0.23;11.29;43.68;3494.00;1929.96;-1564.04;0.00
0.29;9.89;48.34;3867.39;2215.37;-1652.02;0.00
0.26;10.52;38.23;3058.00;2060.67;-997.33;0.00
0.25;11.11;40.32;3225.43;2033.01;-1192.42;0.00
0.24;7.12;40.48;3238.17;1775.50;-1462.67;0.00
0.21;8.84;30.80;2463.64;1712.74;-750.90;0.00
0.23;10.34;44.73;3578.11;1925.41;-1652.70;0.00
0.22;10.11;43.63;3490.62;1843.14;-1647.48;0.00
0.24;11.69;40.12;3209.84;2005.27;-1204.57;0.00
0.23;9.47;39.53;3162.31;1853.85;-1308.46;0.00
0.25;8.68;42.45;3396.40;1905.07;-1491.33;0.00
0.26;11.28;40.48;3238.01;2098.02;-1139.99;0.00
0.23;8.07;59.01;4720.67;1800.04;-2920.63;0.00
0.26;9.70;43.68;3494.51;2011.24;-1483.27;0.00
0.24;11.65;43.30;3463.69;2012.14;-1451.55;0.00
0.23;10.57;32.63;2610.15;1889.40;-720.75;0.00
0.27;10.03;33.61;2688.60;2102.37;-586.24;0.00
0.26;11.60;44.20;3536.30;2139.42;-1396.88;0.00
0.25;11.22;41.78;3342.25;2083.21;-1259.04;0.00
0.27;10.37;33.96;2716.70;2122.89;-593.81;0.00
0.23;10.47;29.20;2336.39;1915.02;-421.37;0.00
0.22;10.06;40.50;3239.65;1807.55;-1432.10;0.00
0.24;9.80;40.16;3212.77;1925.65;-1287.12;0.00
0.27;8.32;40.49;3239.16;2001.34;-1237.82;0.00
0.25;9.94;41.54;3323.56;1975.87;-1347.69;0.00
0.22;11.65;46.84;3747.51;1937.84;-1809.67;0.00
0.29;9.64;43.20;3455.66;2189.26;-1266.41;0.00
0.26;10.65;42.93;3434.19;2109.96;-1324.24;0.00
0.23;9.80;40.06;3204.75;1886.74;-1318.01;0.00
0.24;10.69;42.38;3390.15;1960.64;-1429.51;0.00
0.22;9.07;37.55;3003.69;1765.56;-1238.13;0.00
0.27;9.99;40.70;3256.05;2128.56;-1127.49;0.00
0.24;8.85;31.52;2521.22;1895.44;-625.79;0.00
0.21;10.19;33.38;2670.66;1765.12;-905.54;0.00
0.24;9.37;35.16;2812.78;1930.66;-882.11;0.00
0.27;11.67;34.07;2725.31;2225.25;-500.06;0.00
0.23;10.03;28.69;2295.51;1873.24;-422.26;0.00
0.25;10.00;44.33;3546.51;2020.50;-1526.01;0.00
0.31;9.13;29.86;2388.44;2288.15;-100.29;0.00
0.26;10.80;35.19;2814.97;2090.06;-724.91;0.00
0.22;8.57;42.22;3377.24;1731.23;-1646.02;0.00
0.25;10.67;36.56;2924.89;2035.24;-889.65;0.00
0.22;9.33;39.00;3119.89;1786.14;-1333.75;0.00
0.28;10.28;39.39;3151.40;2187.01;-964.40;0.00
0.24;10.04;49.30;3943.70;1968.13;-1975.57;0.00
0.25;8.07;40.07;3205.71;1915.84;-1289.86;0.00
0.31;9.28;37.60;3008.30;2315.41;-692.88;0.00
0.22;8.57;37.86;3029.00;1752.00;-1277.00;0.00
0.26;10.47;46.07;3685.77;2085.03;-1600.73;0.00
0.24;9.91;42.77;3421.40;1955.91;-1465.49;0.00
0.27;9.51;36.45;2915.95;2088.64;-827.31;0.00
0.25;11.07;41.02;3281.45;2030.77;-1250.68;0.00
0.24;10.36;40.31;3224.68;1955.17;-1269.51;0.00
0.26;8.60;34.97;2797.29;1981.40;-815.89;0.00
0.29;10.47;36.62;2929.83;2279.42;-650.41;0.00
0.22;10.08;41.98;3358.77;1819.52;-1539.25;0.00
0.20;9.35;33.10;2647.86;1696.57;-951.29;0.00
0.23;8.93;36.04;2883.11;1834.94;-1048.17;0.00
0.23;9.68;40.60;3247.95;1843.11;-1404.85;0.00
0.24;10.78;43.53;3482.60;1994.67;-1487.93;0.00
0.25;8.17;31.27;2501.67;1897.34;-604.33;0.00
0.22;7.87;41.15;3292.10;1715.10;-1577.01;0.00
0.28;10.58;44.71;3576.96;2188.51;-1388.45;0.00
