# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.30;7.75;34.88;2790.77;2159.96;-630.81;0.00
0.22;7.79;38.97;3117.57;1718.61;-1398.96;0.00
0.26;11.28;43.54;3483.48;2110.56;-1372.92;0.00
0.28;9.23;38.20;3055.82;2145.91;-909.91;0.00
0.24;10.41;34.00;2719.98;1955.82;-764.16;0.00
0.27;10.79;38.05;3044.03;2153.62;-890.41;0.00
0.25;10.14;46.60;3728.03;2025.79;-1702.23;0.00
0.23;10.89;35.71;2856.46;1946.73;-909.74;0.00
0.32;11.44;31.14;2491.19;2480.29;-10.90;0.00
0.23;8.98;36.01;2881.17;1816.49;-1064.68;0.00
0.24;10.40;35.82;2865.22;1935.66;-929.56;0.00
0.30;10.54;40.28;3222.44;2311.20;-911.24;0.00
0.27;9.54;40.98;3278.61;2090.53;-1188.08;0.00
0.25;9.43;37.42;2993.84;1968.87;-1024.98;0.00
0.27;10.04;32.81;2624.88;2094.48;-530.40;0.00
0.26;9.17;36.07;2885.49;2024.17;-861.32;0.00
0.26;10.89;36.26;2901.10;2130.75;-770.35;0.00
0.22;8.71;37.73;3018.19;1732.23;-1285.96;0.00
0.30;11.95;35.89;2871.47;2395.66;-475.81;0.00
0.25;9.72;42.20;3376.00;1978.96;-1397.04;0.00
0.22;9.86;31.31;2505.06;1820.31;-684.75;0.00
0.24;7.80;37.83;3026.51;1835.72;-1190.79;0.00
0.25;10.48;35.57;2845.89;2017.51;-828.38;0.00
0.24;8.69;40.50;3239.66;1865.56;-1374.10;0.00
0.31;9.14;37.45;2995.82;2307.86;-687.96;0.00
0.25;10.69;43.34;3467.54;2009.36;-1458.18;0.00
0.29;9.93;42.76;3420.64;2217.54;-1203.10;0.00
0.26;11.30;48.09;3847.42;2113.93;-1733.49;0.00
0.18;10.38;38.38;3070.35;1606.80;-1463.55;0.00
0.28;9.20;41.73;3338.05;2134.24;-1203.81;0.00
0.27;10.71;40.66;3252.52;2152.73;-1099.79;0.00
0.24;8.77;48.82;3905.50;1901.06;-2004.45;0.00
0.29;10.34;40.20;3215.63;2274.88;-940.75;0.00
0.28;11.71;34.00;2720.10;2247.49;-472.61;0.00
0.22;9.31;39.00;3119.86;1759.67;-1360.19;0.00
0.27;9.69;46.08;3686.41;2083.44;-1602.96;0.00
0.28;11.67;44.79;3583.53;2248.95;-1334.58;0.00
0.18;9.42;40.87;3269.31;1566.14;-1703.16;0.00
0.25;11.34;39.15;3132.37;2046.44;-1085.94;0.00
0.26;12.14;41.93;3354.22;2190.50;-1163.72;0.00
0.23;10.20;38.44;3075.07;1895.60;-1179.47;0.00
0.21;10.64;48.47;3877.56;1790.92;-2086.64;0.00
0.24;8.02;50.69;4055.28;1860.34;-2194.95;0.00
0.26;10.19;39.63;3170.25;2060.84;-1109.41;0.00
0.26;9.78;45.48;3638.72;2019.24;-1619.48;0.00
0.21;10.71;31.48;2518.27;1807.82;-710.44;0.00
0.24;10.16;47.26;3780.76;1953.37;-1827.39;0.00
0.25;10.98;37.48;2998.02;2035.03;-962.99;0.00
0.30;8.50;35.68;2854.31;2207.98;-646.33;0.00
0.30;11.61;39.26;3140.74;2401.30;-739.44;0.00
0.24;10.35;35.96;2876.62;1934.89;-941.73;0.00
0.26;11.43;34.16;2732.44;2154.62;-577.82;0.00
0.27;10.70;35.27;2821.58;2160.99;-660.59;0.00
0.28;11.41;47.86;3828.80;2225.21;-1603.59;0.00
0.22;10.73;46.95;3755.98;1835.85;-1920.13;0.00
0.26;9.97;41.55;3323.82;2068.00;-1255.82;0.00
0.25;10.06;41.09;3287.16;1978.55;-1308.61;0.00
0.26;10.43;38.52;3081.62;2081.23;-1000.39;0.00
0.26;11.08;42.62;3409.37;2140.82;-1268.55;0.00
0.23;11.40;41.51;3321.01;1953.27;-1367.74;0.00
0.26;9.96;39.84;3187.30;2040.80;-1146.50;0.00
0.22;12.06;48.65;3892.28;1949.73;-1942.55;0.00
0.28;10.33;41.97;3357.43;2219.19;-1138.23;0.00
0.25;11.41;43.30;3464.17;2046.36;-1417.81;0.00
0.23;10.45;41.18;3294.09;1927.90;-1366.19;0.00
0.26;11.03;39.39;3150.84;2085.21;-1065.63;0.00
0.24;11.79;43.13;3450.21;2064.70;-1385.51;0.00
0.26;9.65;41.46;3317.00;2044.53;-1272.46;0.00
