# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;8.45;34.41;2752.84;1895.72;-857.12;0.00
0.25;9.06;43.28;3462.37;1940.69;-1521.68;0.00
0.23;9.14;43.58;3486.08;1821.75;-1664.33;0.00
0.26;10.21;35.52;2841.41;2050.27;-791.13;0.00
0.23;10.78;36.28;2902.16;1943.57;-958.59;0.00
0.25;11.32;41.15;3292.27;2095.89;-1196.37;0.00
0.26;9.81;30.03;2402.70;2017.21;-385.49;0.00
0.21;9.43;35.99;2879.03;1725.13;-1153.91;0.00
0.22;10.36;46.76;3741.05;1852.64;-1888.41;0.00
0.23;11.31;44.28;3542.77;1980.69;-1562.08;0.00
0.27;11.21;35.68;2854.54;2158.13;-696.41;0.00
0.20;10.04;46.55;3723.61;1721.25;-2002.37;0.00
0.30;9.47;43.64;3491.49;2247.54;-1243.95;0.00
0.23;9.40;34.23;2738.46;1851.42;-887.04;0.00
0.29;9.85;39.61;3168.68;2211.05;-957.63;0.00
0.25;10.79;35.87;2869.44;2035.95;-833.49;0.00
0.31;10.34;36.16;2892.93;2375.74;-517.19;0.00
0.24;9.27;34.70;2776.37;1872.88;-903.49;0.00
0.25;9.26;45.47;3637.50;1929.00;-1708.50;0.00
0.24;10.76;37.72;3017.50;1978.81;-1038.68;0.00
0.27;10.11;31.54;2522.99;2145.16;-377.83;0.00
0.23;10.42;35.84;2867.11;1899.03;-968.08;0.00
0.26;10.29;47.04;3763.20;2097.30;-1665.89;0.00
0.30;9.55;41.50;3319.79;2272.23;-1047.56;0.00
0.24;10.02;46.51;3720.63;1915.57;-1805.06;0.00
0.24;7.55;40.71;3256.69;1828.88;-1427.82;0.00
0.19;9.52;39.24;3139.10;1640.95;-1498.15;0.00
0.22;11.98;36.93;2954.79;1931.06;-1023.73;0.00
0.23;9.92;36.75;2939.74;1904.54;-1035.20;0.00
0.27;12.15;37.86;3028.57;2255.68;-772.88;0.00
0.27;9.22;39.37;3149.86;2051.98;-1097.87;0.00
0.25;11.37;34.49;2758.96;2083.70;-675.26;0.00
0.25;10.92;36.70;2935.91;2048.51;-887.40;0.00
0.29;11.21;36.24;2899.05;2280.14;-618.92;0.00
0.20;10.47;49.75;3980.18;1743.73;-2236.45;0.00
0.23;12.02;36.43;2914.33;1997.21;-917.12;0.00
0.25;9.34;37.59;3006.85;1969.26;-1037.59;0.00
0.22;11.20;40.89;3271.60;1872.06;-1399.54;0.00
0.24;7.42;42.42;3393.94;1784.45;-1609.49;0.00
0.23;12.08;36.36;2908.77;1990.96;-917.81;0.00
0.21;11.62;39.35;3148.24;1852.00;-1296.24;0.00
0.26;12.00;41.90;3351.70;2159.33;-1192.37;0.00
0.25;9.92;39.48;3158.77;2008.42;-1150.34;0.00
0.21;10.84;44.22;3537.79;1816.81;-1720.98;0.00
0.26;9.19;36.73;2938.26;2019.62;-918.64;0.00
0.25;9.56;36.32;2905.29;1956.72;-948.57;0.00
0.20;7.62;44.21;3536.49;1582.38;-1954.11;0.00
0.24;10.33;39.72;3177.86;1964.70;-1213.16;0.00
0.23;11.68;36.23;2898.52;1994.72;-903.79;0.00
0.27;9.03;43.83;3506.67;2078.27;-1428.41;0.00
0.25;10.13;37.81;3025.04;1997.16;-1027.88;0.00
0.26;8.60;39.81;3184.77;1984.06;-1200.71;0.00
0.28;10.15;45.40;3631.65;2186.75;-1444.90;0.00
0.23;8.35;35.64;2851.37;1801.65;-1049.71;0.00
0.24;9.45;42.32;3385.78;1890.49;-1495.30;0.00
0.28;8.33;51.20;4095.68;2079.48;-2016.19;0.00
0.28;9.94;48.41;3872.45;2144.55;-1727.91;0.00
0.23;11.86;26.15;2092.01;1968.66;-123.36;0.00
0.25;11.13;36.31;2904.76;2073.10;-831.66;0.00
0.25;9.03;37.98;3038.38;1938.55;-1099.83;0.00
0.26;7.92;36.64;2931.58;1966.40;-965.18;0.00
0.25;9.28;42.20;3375.70;1958.54;-1417.16;0.00
0.26;8.83;39.53;3162.52;2001.48;-1161.03;0.00
0.27;10.11;46.07;3685.37;2092.64;-1592.73;0.00
0.27;10.77;40.86;3268.76;2141.26;-1127.50;0.00
0.22;11.81;38.43;3074.07;1937.50;-1136.57;0.00
0.25;11.56;44.15;3532.32;2067.89;-1464.43;0.00
0.28;9.40;50.89;4071.38;2118.14;-1953.24;0.00
0.27;11.10;43.19;3455.30;2167.39;-1287.91;0.00
0.20;11.50;45.72;3657.93;1786.65;-1871.28;0.00
0.27;9.34;39.08;3126.01;2100.09;-1025.91;0.00
0.22;10.21;45.38;3630.17;1849.20;-1780.98;0.00
0.22;9.36;39.46;3156.72;1784.97;-1371.75;0.00
0.23;9.58;41.67;3333.84;1847.59;-1486.25;0.00
0.22;9.68;40.13;3210.34;1831.50;-1378.84;0.00
