# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
1;956;2;2;2;0;1;-1;-1;0;0
0;1068;3;3;3;1;1;-2;-2;0;0
0;936;3;3;4;0;1;-2;-3;0;0
0;1053;3;3;4;1;1;-2;-2;0;0
1;966;3;3;3;1;1;-2;-2;0;0
0;1058;2;2;2;1;1;-1;-1;0;0
1;888;3;3;3;0;0;-2;-2;0;0
1;1055;2;2;2;1;1;-1;-1;0;0
0;926;3;3;3;0;1;-2;-2;0;0
0;1063;3;3;3;1;1;-1;-2;0;0
1;1040;3;3;3;1;1;-2;-2;0;0
1;1009;2;2;2;1;1;-1;-1;0;0
0;1090;3;3;3;1;1;-2;-2;0;0
0;870;2;2;2;0;0;-1;-1;0;0
1;879;3;3;3;0;0;-2;-2;0;0
0;1113;3;3;3;1;1;-2;-2;0;0
1;984;2;2;3;1;1;-1;-2;0;0
0;1131;2;2;3;1;1;-1;-1;0;0
0;1234;3;3;3;1;1;-2;-2;0;0
0;775;3;3;3;0;0;-2;-2;0;0
1;1133;2;2;2;1;1;-1;-1;0;0
0;1073;3;3;3;1;1;-2;-2;0;0
0;1074;2;2;2;1;1;-1;-1;0;0
1;893;3;3;3;0;0;-2;-2;0;0
1;977;2;2;3;1;1;-1;-2;0;0
0;812;2;2;2;0;0;-1;-1;0;0
1;922;3;3;4;0;1;-2;-3;0;0
1;808;3;3;3;0;0;-2;-2;0;0
0;974;3;3;3;1;1;-2;-2;0;0
1;857;2;2;2;0;0;-1;-1;0;0
1;888;3;3;3;0;0;-2;-2;0;0
0;858;2;2;2;0;0;-1;-1;0;0
1;1073;2;2;2;1;1;-1;-1;0;0
0;1020;2;2;3;1;1;-1;-1;0;0
0;1145;2;2;3;1;1;-1;-1;0;0
1;1133;2;2;3;1;1;-1;-1;0;0
1;1147;3;3;3;1;1;-1;-2;0;0
1;889;3;3;3;0;0;-2;-2;0;0
1;1091;3;3;3;1;1;-2;-2;0;0
1;1064;3;3;3;1;1;-2;-2;0;0
0;869;2;2;3;0;0;-1;-2;0;0
0;1033;2;2;2;1;1;-1;-1;0;0
1;940;3;3;3;0;1;-2;-2;0;0
0;933;3;3;3;0;1;-2;-2;0;0
1;1113;3;3;3;1;1;-1;-2;0;0
0;1065;3;3;3;1;1;-1;-2;0;0
0;1213;2;2;2;1;1;-1;-1;0;0
1;1054;2;2;3;1;1;-1;-1;0;0
0;1243;2;2;3;1;1;-1;-1;0;0
1;907;3;3;3;0;0;-2;-2;0;0
1;941;2;2;2;0;1;-1;-1;0;0
0;1179;3;3;3;1;1;-2;-2;0;0
0;952;2;2;3;0;1;-1;-2;0;0
1;1010;2;2;3;1;1;-1;-2;0;0
0;1227;2;2;2;1;1;-1;-1;0;0
1;1021;3;3;4;1;1;-2;-3;0;0
0;956;3;3;3;0;1;-2;-2;0;0
0;1058;2;2;3;1;1;-1;-1;0;0
1;957;2;2;3;0;1;-1;-2;0;0
0;1044;2;2;2;1;1;-1;-1;0;0
0;948;2;2;3;0;1;-1;-2;0;0
0;908;2;2;3;0;0;-1;-2;0;0
1;1097;3;3;3;1;1;-2;-2;0;0
1;979;2;2;2;1;1;-1;-1;0;0
0;1108;2;2;3;1;1;-1;-1;0;0
1;761;3;3;3;0;0;-2;-2;0;0
1;871;2;2;3;0;0;-1;-2;0;0
1;1060;2;2;3;1;1;-1;-1;0;0
1;1033;3;3;3;1;1;-2;-2;0;0
0;1015;2;2;3;1;1;-1;-2;0;0
1;1076;3;3;3;1;1;-2;-2;0;0
0;968;2;2;3;1;1;-1;-2;0;0
1;971;2;2;2;1;1;-1;-1;0;0
1;907;3;3;3;0;0;-2;-2;0;0
0;986;3;3;3;1;1;-2;-2;0;0
1;897;3;3;3;0;0;-2;-2;0;0
1;1026;2;2;3;1;1;-1;-2;0;0
1;1164;2;2;3;1;1;-1;-1;0;0
1;915;2;2;3;0;1;-1;-2;0;0
0;1045;2;2;2;1;1;-1;-1;0;0
1;1004;2;2;3;1;1;-1;-2;0;0
0;1021;2;2;3;1;1;-1;-2;0;0
1;1007;2;2;3;1;1;-1;-2;0;0
0;1130;2;2;3;1;1;-1;-1;0;0
1;815;3;3;3;0;0;-2;-2;0;0
0;1015;2;2;2;1;1;-1;-1;0;0
1;1104;2;2;3;1;1;-1;-1;0;0
1;1094;2;2;3;1;1;-1;-1;0;0
1;1007;3;3;3;1;1;-2;-2;0;0
0;1016;2;2;3;1;1;-1;-1;0;0
1;955;3;3;3;0;1;-2;-2;0;0
1;1042;2;2;3;1;1;-1;-2;0;0
1;947;2;2;3;0;1;-1;-2;0;0
0;965;2;2;2;1;1;-1;-1;0;0
1;913;3;3;3;0;0;-2;-2;0;0
1;1115;2;2;3;1;1;-1;-1;0;0
1;1001;3;3;3;1;1;-2;-2;0;0
0;1032;3;3;3;1;1;-2;-2;0;0
