# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;8.42;40.73;3258.10;1907.20;-1350.91;0.00
0.23;10.28;43.34;3466.97;1871.94;-1595.02;0.00
0.25;10.82;37.33;2986.22;2052.74;-933.48;0.00
0.26;9.06;42.45;3396.13;2004.38;-1391.75;0.00
0.22;11.25;40.57;3245.76;1898.76;-1346.99;0.00
0.29;9.90;35.94;2875.13;2217.80;-657.34;0.00
0.25;8.55;45.18;3614.34;1941.01;-1673.34;0.00
0.25;8.78;35.20;2816.14;1917.01;-899.13;0.00
0.23;9.61;37.93;3034.25;1839.61;-1194.64;0.00
0.23;11.25;36.40;2912.17;1940.78;-971.39;0.00
0.19;9.35;40.69;3255.17;1617.71;-1637.46;0.00
0.21;10.57;39.57;3165.55;1813.74;-1351.81;0.00
0.26;10.53;44.41;3553.10;2085.74;-1467.36;0.00
0.23;11.68;32.73;2618.67;1969.08;-649.58;0.00
0.26;9.64;40.62;3249.20;2028.51;-1220.69;0.00
0.26;10.65;37.65;3012.11;2104.28;-907.83;0.00
0.27;8.32;53.23;4258.44;2018.32;-2240.12;0.00
0.23;12.55;33.95;2716.24;2001.84;-714.40;0.00
0.25;9.27;35.57;2845.76;1942.38;-903.38;0.00
0.22;11.55;34.87;2789.33;1877.53;-911.80;0.00
0.22;9.98;38.26;3060.69;1849.54;-1211.16;0.00
0.28;11.31;43.57;3485.79;2223.10;-1262.69;0.00
0.29;11.10;38.03;3042.17;2301.66;-740.51;0.00
0.26;11.44;34.28;2742.70;2107.42;-635.28;0.00
0.24;10.52;36.90;2951.86;1950.05;-1001.81;0.00
0.28;10.23;43.70;3496.15;2159.54;-1336.61;0.00
0.28;9.64;50.42;4033.81;2176.15;-1857.65;0.00
0.24;12.77;37.68;3014.65;2067.20;-947.44;0.00
0.26;9.43;36.15;2891.71;2029.49;-862.22;0.00
0.23;12.12;37.40;2992.10;1989.59;-1002.51;0.00
0.32;10.02;31.43;2514.07;2415.39;-98.68;0.00
0.25;10.16;39.67;3173.26;2010.52;-1162.74;0.00
0.31;10.02;50.42;4033.99;2359.80;-1674.19;0.00
0.26;8.97;33.45;2675.83;2020.05;-655.78;0.00
0.21;10.01;44.45;3556.28;1781.67;-1774.61;0.00
0.26;9.85;44.39;3551.21;2051.81;-1499.40;0.00
