# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.21;11.22;39.82;3185.99;1834.98;-1351.01;0.00
0.21;10.78;40.12;3209.57;1822.26;-1387.30;0.00
0.28;9.99;38.14;3051.36;2167.83;-883.52;0.00
0.23;9.16;48.12;3849.85;1829.81;-2020.03;0.00
0.27;10.25;32.63;2610.70;2128.28;-482.41;0.00
0.28;10.49;47.19;3775.50;2208.11;-1567.39;0.00
0.19;6.74;41.94;3355.14;1500.94;-1854.20;0.00
0.23;11.35;44.86;3589.03;1974.33;-1614.70;0.00
0.19;11.97;32.21;2576.59;1762.15;-814.44;0.00
0.28;9.96;46.86;3749.20;2149.86;-1599.34;0.00
0.26;11.77;39.65;3172.32;2127.41;-1044.91;0.00
0.21;11.42;40.34;3227.27;1828.05;-1399.22;0.00
0.23;10.48;33.98;2718.45;1912.13;-806.32;0.00
0.25;10.35;42.95;3435.83;1989.17;-1446.66;0.00
0.24;10.46;40.08;3206.51;1965.20;-1241.31;0.00
0.22;9.54;42.23;3378.14;1795.52;-1582.61;0.00
0.31;8.93;40.67;3253.62;2278.53;-975.09;0.00
0.28;10.07;45.93;3674.40;2163.16;-1511.24;0.00
0.24;14.01;35.58;2846.45;2144.52;-701.93;0.00
0.22;9.26;34.29;2743.07;1757.34;-985.73;0.00
0.26;8.50;38.57;3085.71;1992.46;-1093.25;0.00
0.26;9.62;44.55;3563.69;2017.54;-1546.14;0.00
0.28;9.60;42.18;3374.22;2162.56;-1211.66;0.00
0.28;10.65;37.07;2965.44;2225.40;-740.05;0.00
0.28;9.12;38.78;3102.03;2096.76;-1005.27;0.00
0.28;11.44;39.83;3186.03;2231.13;-954.90;0.00
0.26;11.09;39.20;3136.01;2120.61;-1015.40;0.00
0.28;8.27;37.62;3009.78;2060.04;-949.74;0.00
0.27;11.13;41.03;3282.53;2151.15;-1131.38;0.00
0.24;9.90;45.81;3664.42;1940.37;-1724.05;0.00
0.25;10.98;34.50;2759.66;2075.38;-684.28;0.00
0.21;12.39;46.12;3689.22;1900.06;-1789.16;0.00
0.26;11.37;42.51;3400.61;2148.75;-1251.86;0.00
0.27;10.49;41.74;3339.16;2112.90;-1226.27;0.00
0.25;12.47;38.11;3048.61;2160.70;-887.91;0.00
0.24;8.26;34.51;2760.40;1824.49;-935.92;0.00
0.25;9.24;39.92;3193.35;1940.03;-1253.32;0.00
0.29;10.11;44.53;3562.41;2234.91;-1327.49;0.00
0.27;9.77;36.83;2946.33;2083.13;-863.19;0.00
0.25;10.44;43.90;3512.34;2047.72;-1464.62;0.00
0.24;10.18;38.75;3099.84;1928.85;-1170.99;0.00
0.25;9.57;32.54;2603.00;1954.74;-648.25;0.00
0.32;8.51;43.01;3441.17;2305.37;-1135.80;0.00
0.27;10.42;40.98;3278.40;2158.08;-1120.32;0.00
0.26;9.60;35.28;2822.16;2009.27;-812.89;0.00
0.22;10.94;39.50;3159.71;1846.12;-1313.59;0.00
0.24;10.66;40.66;3252.75;1978.25;-1274.50;0.00
0.27;10.14;44.29;3542.81;2146.88;-1395.93;0.00
0.25;11.03;41.43;3314.77;2038.65;-1276.12;0.00
0.25;10.92;36.47;2917.46;2029.65;-887.81;0.00
0.29;11.77;40.63;3250.22;2320.95;-929.27;0.00
0.26;11.28;39.51;3160.98;2115.24;-1045.73;0.00
0.22;11.73;36.15;2892.10;1931.68;-960.42;0.00
0.19;11.68;41.65;3332.26;1739.83;-1592.43;0.00
0.26;8.13;41.52;3321.69;1951.22;-1370.47;0.00
0.22;10.27;32.34;2587.29;1813.72;-773.56;0.00
0.25;11.14;40.88;3270.63;2080.79;-1189.84;0.00
0.24;9.92;48.04;3843.59;1948.44;-1895.15;0.00
0.27;8.88;46.49;3718.82;2044.55;-1674.27;0.00
0.26;9.42;42.25;3379.83;2022.83;-1356.99;0.00
0.26;9.78;33.65;2691.85;2020.67;-671.18;0.00
0.24;12.48;31.52;2521.42;2091.59;-429.83;0.00
0.27;10.62;34.18;2734.31;2173.11;-561.20;0.00
0.22;10.43;41.15;3291.67;1847.67;-1443.99;0.00
0.29;10.08;41.15;3292.23;2222.21;-1070.02;0.00
0.25;11.09;39.51;3161.11;2077.14;-1083.97;0.00
0.28;11.50;46.78;3742.80;2227.77;-1515.03;0.00
0.27;12.92;40.81;3265.17;2297.64;-967.53;0.00
0.24;11.08;40.68;3254.39;1974.75;-1279.63;0.00
0.23;9.51;43.47;3477.23;1835.06;-1642.16;0.00
0.27;10.64;44.10;3527.94;2143.08;-1384.87;0.00
0.28;11.74;36.68;2934.70;2256.89;-677.81;0.00
0.23;8.12;43.14;3451.30;1777.60;-1673.70;0.00
0.27;10.36;33.67;2693.57;2157.44;-536.12;0.00
0.21;9.38;46.37;3709.93;1742.49;-1967.44;0.00
0.25;9.55;47.84;3827.05;1989.48;-1837.58;0.00
0.23;9.88;40.44;3234.99;1856.33;-1378.66;0.00
0.22;8.53;45.57;3645.50;1765.54;-1879.96;0.00
0.21;9.88;39.70;3175.99;1741.66;-1434.33;0.00
0.26;11.99;35.55;2843.88;2145.06;-698.82;0.00
0.27;10.10;38.55;3083.84;2107.58;-976.26;0.00
0.24;9.29;36.20;2895.85;1896.96;-998.89;0.00
0.25;10.20;41.04;3282.89;2018.83;-1264.06;0.00
0.24;8.98;48.08;3846.48;1876.58;-1969.90;0.00
0.25;8.61;41.96;3356.79;1946.05;-1410.74;0.00
0.26;9.45;36.81;2944.54;2016.14;-928.40;0.00
0.27;12.07;41.81;3344.45;2203.56;-1140.88;0.00
0.24;8.33;40.63;3250.24;1821.22;-1429.02;0.00
0.25;12.21;40.29;3223.08;2113.62;-1109.46;0.00
0.25;11.14;42.27;3381.71;2043.74;-1337.98;0.00
0.25;11.29;40.65;3251.68;2064.04;-1187.64;0.00
0.29;10.23;35.16;2813.15;2224.85;-588.30;0.00
0.24;10.46;42.75;3420.32;1944.11;-1476.21;0.00
0.20;10.20;39.66;3172.72;1745.98;-1426.74;0.00
0.20;9.77;39.81;3184.55;1678.09;-1506.45;0.00
0.21;10.14;40.63;3250.63;1790.28;-1460.35;0.00
0.23;7.29;36.29;2903.41;1722.07;-1181.34;0.00
0.24;10.76;35.56;2844.68;2001.80;-842.87;0.00
0.25;11.20;47.29;3783.13;2042.45;-1740.67;0.00
0.25;11.98;37.38;2990.15;2090.28;-899.87;0.00
0.25;12.15;42.27;3381.44;2105.07;-1276.37;0.00
0.27;9.88;42.30;3383.84;2103.46;-1280.38;0.00
0.26;10.29;46.82;3745.69;2093.32;-1652.36;0.00
0.23;8.68;44.02;3521.56;1797.73;-1723.83;0.00
0.27;8.36;50.36;4028.62;2030.48;-1998.14;0.00
0.22;10.49;41.45;3316.17;1847.61;-1468.56;0.00
0.22;10.59;39.63;3170.40;1844.40;-1326.00;0.00
0.22;12.79;34.98;2798.05;1970.95;-827.10;0.00
0.23;11.12;37.68;3014.56;1963.93;-1050.63;0.00
0.28;9.10;41.07;3285.48;2148.28;-1137.21;0.00
0.29;10.03;33.10;2648.09;2205.83;-442.26;0.00
0.25;9.28;40.83;3266.12;1938.60;-1327.52;0.00
0.23;12.12;37.64;3011.55;2022.77;-988.79;0.00
0.25;9.01;38.23;3058.60;1926.06;-1132.54;0.00
0.23;12.12;49.12;3929.96;1977.49;-1952.48;0.00
0.23;9.98;35.40;2832.15;1855.82;-976.34;0.00
0.26;9.80;36.49;2919.39;2043.22;-876.16;0.00
0.26;8.51;42.85;3427.82;1967.27;-1460.55;0.00
0.23;9.42;37.77;3021.70;1857.16;-1164.54;0.00
0.28;8.85;34.23;2738.49;2112.41;-626.07;0.00
0.23;10.69;47.18;3774.14;1897.72;-1876.42;0.00
0.24;10.30;40.44;3235.32;1961.72;-1273.60;0.00
0.25;9.18;38.04;3043.47;1977.49;-1065.97;0.00
0.25;11.40;36.69;2935.55;2088.53;-847.02;0.00
0.28;10.81;41.75;3339.67;2222.20;-1117.47;0.00
0.27;10.44;42.94;3435.37;2125.59;-1309.78;0.00
0.24;9.91;40.43;3234.32;1963.60;-1270.72;0.00
0.24;9.45;40.62;3249.75;1908.85;-1340.90;0.00
0.23;10.26;37.84;3027.09;1890.64;-1136.45;0.00
0.24;11.80;48.28;3862.09;2009.44;-1852.65;0.00
0.23;11.51;49.11;3928.88;1948.38;-1980.51;0.00
0.26;10.42;43.08;3446.63;2103.86;-1342.77;0.00
0.26;12.55;41.55;3324.27;2171.27;-1153.00;0.00
0.25;10.44;42.05;3364.35;2023.29;-1341.06;0.00
0.29;11.74;46.28;3702.61;2302.30;-1400.31;0.00
0.25;11.44;50.17;4013.22;2071.80;-1941.41;0.00
0.30;11.13;41.46;3316.96;2342.71;-974.25;0.00
0.20;11.42;40.65;3252.18;1805.53;-1446.65;0.00
0.22;10.32;39.36;3148.64;1835.31;-1313.34;0.00
0.22;8.34;36.93;2954.79;1720.09;-1234.70;0.00
0.27;10.89;35.80;2864.24;2174.43;-689.81;0.00
0.31;6.65;37.20;2976.20;2183.61;-792.58;0.00
0.26;10.55;42.27;3381.60;2059.85;-1321.76;0.00
