# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;10.14;37.86;3029.20;2085.05;-944.15;0.00
0.26;11.63;43.99;3518.94;2170.34;-1348.60;0.00
0.24;9.63;43.48;3478.05;1905.86;-1572.19;0.00
0.24;11.15;49.82;3985.29;2029.79;-1955.50;0.00
0.25;10.25;43.04;3443.49;2003.90;-1439.59;0.00
0.24;11.03;40.88;3270.35;1976.81;-1293.54;0.00
0.25;8.65;53.37;4269.29;1919.91;-2349.38;0.00
0.24;10.18;37.81;3025.13;1925.65;-1099.48;0.00
0.23;11.37;38.76;3100.59;1942.42;-1158.16;0.00
0.24;11.42;43.90;3512.12;2000.01;-1512.12;0.00
0.24;10.06;50.60;4048.24;1936.60;-2111.64;0.00
0.24;11.24;42.12;3369.21;2003.35;-1365.86;0.00
0.27;11.02;43.12;3449.85;2144.96;-1304.89;0.00
0.24;10.55;43.31;3464.55;1949.35;-1515.20;0.00
0.25;12.46;44.45;3555.98;2151.93;-1404.05;0.00
0.21;10.79;44.96;3596.91;1830.24;-1766.67;0.00
0.29;10.70;43.42;3473.22;2243.46;-1229.76;0.00
0.28;10.08;36.02;2881.98;2173.18;-708.80;0.00
0.24;10.50;36.31;2904.73;1980.55;-924.19;0.00
0.23;9.71;49.77;3981.44;1875.75;-2105.69;0.00
0.24;10.00;51.94;4155.53;1914.71;-2240.83;0.00
0.27;10.71;39.80;3183.91;2155.29;-1028.62;0.00
0.22;10.11;35.49;2839.13;1838.29;-1000.84;0.00
0.28;11.57;39.51;3160.49;2254.52;-905.97;0.00
0.26;11.47;40.69;3254.89;2125.08;-1129.81;0.00
0.24;11.02;41.97;3357.31;1966.10;-1391.21;0.00
0.23;10.56;39.56;3164.58;1926.49;-1238.09;0.00
0.24;10.98;23.53;1882.55;2005.59;123.04;1.00
0.25;8.79;38.10;3048.39;1960.25;-1088.14;0.00
0.26;9.73;45.13;3610.33;2013.30;-1597.04;0.00
0.20;9.63;37.35;2987.92;1663.80;-1324.11;0.00
0.30;11.22;36.17;2893.66;2327.35;-566.31;0.00
0.32;11.51;41.87;3349.37;2487.94;-861.43;0.00
0.22;9.52;40.03;3202.12;1807.83;-1394.28;0.00
