# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.29;11.04;44.68;3574.43;2264.86;-1309.57;0.00
0.29;12.41;47.85;3827.92;2371.52;-1456.40;0.00
0.27;10.85;37.39;2991.13;2152.41;-838.72;0.00
0.24;9.68;39.93;3194.27;1896.75;-1297.52;0.00
0.24;9.41;48.11;3848.80;1932.09;-1916.72;0.00
0.26;11.39;40.89;3271.36;2110.49;-1160.87;0.00
0.21;9.39;42.02;3361.87;1707.18;-1654.69;0.00
0.28;11.75;42.81;3424.63;2277.28;-1147.35;0.00
0.25;9.46;34.84;2786.89;1975.68;-811.21;0.00
0.27;8.69;44.00;3520.03;2064.69;-1455.34;0.00
0.23;11.08;32.46;2596.83;1951.18;-645.65;0.00
0.27;10.60;31.24;2499.51;2139.07;-360.44;0.00
0.23;8.91;33.39;2670.90;1841.03;-829.87;0.00
0.25;9.79;44.92;3593.94;1971.76;-1622.17;0.00
0.24;11.54;36.46;2916.46;2013.67;-902.79;0.00
0.27;8.03;34.75;2780.15;2021.84;-758.31;0.00
0.26;10.42;43.39;3471.57;2053.19;-1418.39;0.00
0.27;9.49;45.11;3609.10;2062.34;-1546.77;0.00
0.29;9.26;38.06;3045.15;2167.95;-877.20;0.00
0.27;8.21;55.83;4466.11;2037.07;-2429.04;0.00
0.21;9.53;30.62;2449.91;1747.13;-702.78;0.00
0.22;11.98;38.20;3055.70;1943.38;-1112.31;0.00
0.21;9.44;40.61;3249.09;1742.74;-1506.35;0.00
0.23;10.23;43.55;3483.96;1885.00;-1598.96;0.00
0.24;9.89;36.98;2958.64;1945.00;-1013.64;0.00
0.27;9.56;38.20;3056.28;2065.60;-990.68;0.00
0.26;10.63;39.71;3176.66;2086.99;-1089.68;0.00
0.23;10.99;39.62;3169.73;1962.38;-1207.35;0.00
0.25;10.44;42.38;3390.78;2002.41;-1388.37;0.00
0.27;10.91;46.83;3746.03;2190.64;-1555.39;0.00
0.20;11.21;34.24;2739.39;1792.50;-946.89;0.00
0.24;9.35;34.24;2738.82;1911.98;-826.84;0.00
0.28;7.75;42.48;3398.79;2022.32;-1376.47;0.00
0.21;9.38;48.16;3852.86;1726.89;-2125.98;0.00
0.27;9.55;45.18;3614.31;2107.63;-1506.68;0.00
0.26;10.62;38.92;3113.92;2069.86;-1044.06;0.00
0.24;10.71;36.72;2937.65;1973.38;-964.27;0.00
0.24;11.25;44.27;3541.37;2020.59;-1520.78;0.00
0.28;10.63;35.42;2833.48;2218.46;-615.02;0.00
0.25;10.58;42.07;3365.24;2035.47;-1329.77;0.00
0.27;9.61;49.46;3957.14;2104.47;-1852.68;0.00
0.27;10.03;41.12;3289.89;2128.79;-1161.10;0.00
0.28;8.01;41.52;3321.37;2071.90;-1249.47;0.00
0.25;11.90;41.75;3339.68;2101.88;-1237.80;0.00
0.23;9.73;45.77;3661.27;1841.33;-1819.94;0.00
0.28;9.85;40.37;3229.61;2191.29;-1038.32;0.00
0.26;9.14;44.20;3536.39;2013.97;-1522.42;0.00
0.24;9.69;45.58;3646.40;1906.29;-1740.11;0.00
0.27;9.73;35.46;2836.61;2071.71;-764.91;0.00
0.25;12.01;35.56;2844.89;2133.58;-711.31;0.00
0.21;9.01;42.59;3407.30;1683.69;-1723.60;0.00
0.27;9.96;44.12;3529.25;2116.35;-1412.90;0.00
0.22;9.81;42.89;3431.54;1799.79;-1631.74;0.00
0.26;11.35;40.74;3259.04;2111.47;-1147.57;0.00
0.22;11.80;40.55;3243.93;1893.19;-1350.74;0.00
0.27;9.05;41.28;3302.13;2073.11;-1229.02;0.00
0.25;7.49;38.03;3042.31;1850.88;-1191.43;0.00
0.21;9.16;41.24;3298.95;1702.27;-1596.68;0.00
0.28;12.27;40.74;3259.13;2276.17;-982.96;0.00
0.27;11.60;32.74;2619.54;2216.88;-402.65;0.00
0.21;9.78;42.94;3435.35;1754.44;-1680.90;0.00
