# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;10.52;41.59;3327.08;2182.94;-1144.13;0.00
0.24;10.32;35.43;2834.42;1960.32;-874.09;0.00
0.30;12.09;41.23;3298.02;2373.68;-924.34;0.00
0.24;11.64;39.17;3133.51;2044.32;-1089.19;0.00
0.27;12.85;46.59;3727.08;2268.49;-1458.59;0.00
0.26;9.44;37.36;2988.92;2015.29;-973.63;0.00
0.24;9.13;40.39;3231.57;1888.06;-1343.51;0.00
0.25;10.88;40.33;3226.46;2065.31;-1161.15;0.00
0.27;11.36;40.59;3247.10;2213.16;-1033.94;0.00
0.22;10.40;38.73;3098.16;1853.54;-1244.63;0.00
0.26;11.52;40.29;3222.95;2114.61;-1108.34;0.00
0.25;9.33;42.36;3389.17;1958.76;-1430.41;0.00
0.19;10.09;32.81;2624.60;1642.29;-982.30;0.00
0.24;12.02;41.98;3358.63;2071.01;-1287.61;0.00
0.24;8.08;41.13;3290.13;1842.42;-1447.71;0.00
0.27;11.25;42.50;3399.70;2175.69;-1224.01;0.00
0.25;10.44;34.71;2776.41;2015.31;-761.10;0.00
0.25;9.27;40.78;3262.72;1938.39;-1324.33;0.00
0.27;9.41;38.26;3060.70;2070.14;-990.56;0.00
0.24;10.56;41.36;3308.62;1994.63;-1313.98;0.00
0.27;10.99;47.77;3821.60;2169.24;-1652.36;0.00
0.22;10.72;40.87;3269.45;1836.95;-1432.50;0.00
0.26;9.33;37.81;3025.17;1995.83;-1029.35;0.00
0.22;9.97;41.11;3288.46;1833.07;-1455.39;0.00
0.30;10.39;36.85;2948.28;2328.93;-619.35;0.00
0.27;10.67;37.28;2982.53;2150.05;-832.48;0.00
0.24;8.82;38.97;3117.88;1860.58;-1257.30;0.00
0.23;9.81;40.85;3268.39;1871.04;-1397.35;0.00
0.27;12.04;40.49;3239.58;2204.63;-1034.95;0.00
0.27;10.90;43.04;3443.08;2146.47;-1296.61;0.00
0.22;9.44;31.35;2507.99;1800.98;-707.00;0.00
0.25;9.59;41.50;3319.71;1974.62;-1345.08;0.00
0.26;11.13;39.33;3146.70;2093.30;-1053.40;0.00
0.24;10.24;35.86;2868.93;1948.92;-920.01;0.00
0.27;11.83;45.99;3678.97;2194.88;-1484.09;0.00
0.26;10.22;43.31;3464.81;2052.87;-1411.95;0.00
0.25;8.90;46.24;3699.42;1942.67;-1756.75;0.00
0.26;10.30;36.17;2893.53;2094.65;-798.87;0.00
0.28;9.40;41.52;3321.42;2137.37;-1184.05;0.00
0.28;11.28;38.80;3103.70;2239.68;-864.02;0.00
0.26;11.81;39.78;3182.75;2168.99;-1013.76;0.00
0.23;10.77;39.56;3164.43;1926.48;-1237.94;0.00
0.28;9.77;44.04;3523.08;2152.57;-1370.51;0.00
0.25;10.05;35.47;2837.63;1986.16;-851.47;0.00
0.27;10.13;32.84;2627.50;2126.08;-501.42;0.00
0.25;11.92;43.12;3449.71;2097.23;-1352.48;0.00
0.27;10.27;48.21;3857.11;2122.60;-1734.51;0.00
0.26;9.80;40.17;3213.88;2055.56;-1158.32;0.00
0.26;10.54;48.56;3884.76;2071.38;-1813.38;0.00
0.30;10.43;37.61;3008.41;2338.59;-669.82;0.00
0.28;9.52;42.13;3370.06;2169.55;-1200.51;0.00
0.26;10.34;49.10;3928.05;2055.48;-1872.58;0.00
0.25;9.73;35.19;2815.11;1992.63;-822.48;0.00
0.24;10.27;46.06;3684.55;1975.29;-1709.26;0.00
0.25;9.03;36.92;2953.51;1949.44;-1004.07;0.00
0.24;10.95;43.98;3518.12;2008.60;-1509.53;0.00
0.24;10.87;41.27;3301.32;1965.78;-1335.54;0.00
0.26;10.99;43.30;3464.17;2098.20;-1365.97;0.00
0.24;9.24;40.38;3230.40;1914.36;-1316.04;0.00
0.28;8.00;44.52;3561.73;2036.66;-1525.07;0.00
0.26;11.00;35.58;2846.26;2120.10;-726.15;0.00
0.23;11.87;50.40;4032.13;1986.19;-2045.94;0.00
0.23;9.34;49.39;3951.53;1856.75;-2094.78;0.00
0.27;9.57;44.35;3548.13;2113.95;-1434.18;0.00
0.19;11.98;41.71;3336.91;1752.48;-1584.43;0.00
0.26;12.64;37.98;3038.32;2221.80;-816.53;0.00
0.24;10.86;37.78;3022.06;1998.64;-1023.41;0.00
0.25;10.25;35.41;2832.66;2014.38;-818.28;0.00
0.26;10.12;41.93;3354.63;2091.33;-1263.29;0.00
0.25;9.61;37.01;2960.64;1974.91;-985.72;0.00
0.24;12.19;42.34;3387.45;2051.58;-1335.86;0.00
0.27;10.29;45.99;3679.40;2139.86;-1539.54;0.00
0.24;9.66;43.09;3446.91;1919.86;-1527.04;0.00
0.29;10.02;50.37;4029.27;2211.63;-1817.63;0.00
0.25;9.64;35.09;2807.13;1969.85;-837.28;0.00
0.27;9.79;44.49;3559.38;2081.51;-1477.87;0.00
0.28;10.93;37.63;3010.77;2252.06;-758.70;0.00
0.23;10.36;38.02;3041.77;1877.59;-1164.18;0.00
0.21;9.92;44.24;3539.25;1787.59;-1751.66;0.00
0.27;10.00;37.11;2968.78;2118.55;-850.23;0.00
0.28;7.71;36.11;2888.85;2042.85;-846.00;0.00
0.22;11.21;40.89;3271.19;1868.19;-1403.00;0.00
0.25;10.10;39.22;3137.97;2006.17;-1131.80;0.00
