# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.22;12.37;41.24;3299.19;1955.50;-1343.69;0.00
0.25;9.01;35.51;2840.62;1932.49;-908.13;0.00
0.23;9.74;36.05;2884.25;1838.45;-1045.80;0.00
0.20;12.04;43.93;3514.29;1841.92;-1672.37;0.00
0.22;9.95;35.78;2862.64;1793.74;-1068.91;0.00
0.24;10.45;47.35;3788.32;1982.90;-1805.41;0.00
0.29;9.00;35.25;2820.19;2155.90;-664.30;0.00
0.22;9.28;42.47;3397.87;1803.62;-1594.25;0.00
0.28;9.49;43.42;3473.64;2161.72;-1311.92;0.00
0.25;9.79;33.76;2700.96;1998.92;-702.04;0.00
0.23;10.79;40.08;3206.66;1930.81;-1275.84;0.00
0.25;9.89;39.72;3177.85;1972.37;-1205.47;0.00
0.21;10.89;43.03;3442.20;1821.94;-1620.26;0.00
0.23;9.88;38.39;3070.94;1890.76;-1180.17;0.00
0.26;10.34;37.26;2980.48;2075.60;-904.88;0.00
0.26;10.03;46.84;3747.00;2061.82;-1685.18;0.00
0.26;12.19;44.18;3534.56;2148.74;-1385.82;0.00
0.28;8.59;47.20;3776.24;2088.03;-1688.21;0.00
0.24;9.66;41.14;3291.43;1915.11;-1376.31;0.00
0.23;9.14;38.81;3104.57;1824.49;-1280.08;0.00
0.24;8.55;43.52;3481.88;1863.78;-1618.10;0.00
0.22;7.75;45.58;3646.44;1679.77;-1966.67;0.00
0.22;10.08;45.78;3662.04;1853.65;-1808.39;0.00
0.25;10.46;50.00;4000.11;2042.42;-1957.69;0.00
0.23;8.33;38.03;3042.23;1817.18;-1225.05;0.00
0.26;10.43;36.73;2938.43;2064.86;-873.56;0.00
0.25;10.66;40.31;3224.79;2008.30;-1216.48;0.00
0.24;10.69;40.26;3220.42;1951.16;-1269.26;0.00
0.28;12.49;43.99;3518.90;2317.54;-1201.36;0.00
0.24;11.49;30.77;2461.34;2038.37;-422.97;0.00
0.25;11.51;50.12;4009.26;2092.72;-1916.54;0.00
0.29;10.90;44.69;3575.04;2276.87;-1298.17;0.00
0.27;10.23;39.87;3189.71;2102.76;-1086.94;0.00
0.27;9.23;37.03;2962.68;2100.76;-861.92;0.00
0.24;10.22;37.88;3030.04;1969.51;-1060.53;0.00
0.25;12.22;38.67;3093.54;2094.47;-999.08;0.00
0.23;8.70;37.00;2959.95;1789.30;-1170.65;0.00
0.27;9.72;45.14;3611.57;2094.94;-1516.63;0.00
0.24;9.67;36.77;2941.69;1897.83;-1043.86;0.00
0.24;10.42;28.49;2279.14;1974.07;-305.08;0.00
0.24;11.01;39.61;3168.57;1974.42;-1194.15;0.00
0.26;10.89;33.42;2673.56;2081.36;-592.20;0.00
0.24;10.20;31.63;2530.04;1943.66;-586.38;0.00
0.26;10.30;45.93;3674.51;2052.66;-1621.86;0.00
0.24;10.02;39.38;3150.34;1959.44;-1190.90;0.00
0.27;11.00;41.01;3280.88;2177.55;-1103.33;0.00
0.25;10.21;36.88;2950.30;1989.93;-960.37;0.00
0.25;8.79;42.89;3431.30;1937.10;-1494.19;0.00
0.27;9.85;30.69;2455.39;2113.99;-341.40;0.00
0.25;11.15;33.69;2695.39;2033.18;-662.21;0.00
0.27;10.55;44.88;3590.57;2167.24;-1423.33;0.00
0.25;10.50;37.03;2962.03;2046.64;-915.39;0.00
0.20;8.48;41.89;3351.29;1613.69;-1737.61;0.00
0.25;11.47;35.38;2830.31;2068.63;-761.68;0.00
0.24;11.04;47.71;3816.64;1994.85;-1821.78;0.00
0.19;11.34;47.35;3788.29;1732.93;-2055.36;0.00
0.24;10.74;39.74;3179.21;1992.54;-1186.67;0.00
0.22;8.88;37.58;3006.56;1746.14;-1260.42;0.00
0.28;11.54;43.63;3490.64;2262.63;-1228.01;0.00
0.24;9.22;43.91;3512.94;1872.30;-1640.64;0.00
0.24;8.15;46.74;3739.53;1860.38;-1879.15;0.00
0.26;9.62;32.62;2609.39;2063.38;-546.01;0.00
0.28;9.65;37.71;3017.03;2178.47;-838.56;0.00
0.24;10.93;39.42;3153.71;1989.81;-1163.90;0.00
0.25;11.19;46.40;3711.60;2064.66;-1646.94;0.00
0.25;10.19;37.00;2960.16;2027.10;-933.06;0.00
0.27;11.12;37.91;3032.88;2166.63;-866.25;0.00
0.26;10.59;33.70;2695.73;2110.73;-585.00;0.00
0.24;9.48;39.86;3188.48;1902.02;-1286.45;0.00
0.24;9.78;44.32;3545.98;1917.61;-1628.37;0.00
0.27;9.00;37.95;3036.19;2044.94;-991.25;0.00
0.27;10.93;45.74;3659.17;2190.91;-1468.26;0.00
0.26;11.89;42.03;3362.67;2159.38;-1203.29;0.00
0.24;10.50;40.16;3212.90;1939.30;-1273.59;0.00
0.27;11.62;40.59;3247.27;2192.85;-1054.42;0.00
0.23;11.99;46.41;3713.04;1984.44;-1728.59;0.00
0.23;12.44;48.05;3843.87;1996.84;-1847.04;0.00
0.24;8.66;42.48;3398.29;1882.80;-1515.49;0.00
0.27;10.69;42.16;3372.49;2156.10;-1216.39;0.00
0.25;9.75;41.10;3287.94;1999.36;-1288.58;0.00
0.25;11.80;46.85;3748.29;2114.97;-1633.32;0.00
0.25;10.52;40.49;3238.80;2003.43;-1235.37;0.00
0.30;12.22;43.96;3516.56;2380.56;-1136.00;0.00
0.26;9.12;38.06;3044.65;2013.22;-1031.43;0.00
0.26;8.04;38.58;3086.16;1952.41;-1133.75;0.00
0.27;12.15;42.92;3433.99;2211.20;-1222.80;0.00
0.25;9.24;39.32;3145.79;1958.33;-1187.45;0.00
0.30;9.56;43.18;3454.40;2262.83;-1191.57;0.00
0.24;10.63;39.53;3162.33;1993.71;-1168.62;0.00
0.23;10.47;47.53;3802.11;1913.33;-1888.78;0.00
0.21;10.75;37.10;2967.99;1809.65;-1158.33;0.00
0.22;10.89;46.67;3733.58;1849.80;-1883.78;0.00
0.30;11.03;45.22;3617.44;2322.26;-1295.18;0.00
0.26;11.46;40.07;3205.97;2139.08;-1066.89;0.00
0.24;8.86;50.75;4060.34;1850.16;-2210.17;0.00
0.24;11.53;36.15;2891.90;2028.88;-863.02;0.00
0.26;11.44;40.74;3259.00;2123.95;-1135.05;0.00
0.20;8.73;34.53;2762.18;1611.66;-1150.52;0.00
