# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;10.73;42.48;3398.76;1928.88;-1469.87;0.00
0.24;9.87;42.03;3362.53;1925.55;-1436.98;0.00
0.24;8.98;36.91;2953.15;1877.51;-1075.64;0.00
0.19;8.43;33.42;2673.39;1585.32;-1088.07;0.00
0.23;9.57;38.43;3074.06;1853.85;-1220.21;0.00
0.24;11.08;44.96;3596.42;1974.93;-1621.49;0.00
0.26;9.88;33.43;2674.19;2027.01;-647.18;0.00
0.25;8.97;27.99;2238.99;1958.24;-280.75;0.00
0.24;8.33;39.75;3180.06;1852.18;-1327.88;0.00
0.26;9.91;31.29;2503.52;2077.03;-426.49;0.00
0.25;9.19;35.19;2815.16;1971.02;-844.14;0.00
0.22;9.72;45.21;3616.86;1822.91;-1793.95;0.00
0.21;11.53;36.11;2888.77;1838.43;-1050.34;0.00
0.23;11.36;46.54;3723.34;1977.92;-1745.41;0.00
0.28;11.85;39.96;3196.71;2247.33;-949.38;0.00
0.24;11.24;38.36;3068.79;1997.29;-1071.50;0.00
0.22;9.37;40.32;3225.46;1770.46;-1455.00;0.00
0.22;11.27;41.34;3307.37;1895.66;-1411.72;0.00
0.21;12.81;40.98;3278.66;1931.97;-1346.70;0.00
0.25;10.22;43.17;3453.91;2014.97;-1438.94;0.00
0.26;9.85;48.99;3919.16;2059.51;-1859.65;0.00
0.24;9.27;39.10;3127.61;1893.70;-1233.91;0.00
0.25;8.29;38.48;3078.30;1897.76;-1180.55;0.00
0.25;10.48;25.34;2026.94;2023.04;-3.91;0.00
0.25;10.79;44.50;3559.67;2068.32;-1491.35;0.00
0.28;11.34;44.94;3594.92;2268.72;-1326.20;0.00
0.23;10.67;46.67;3733.55;1898.12;-1835.43;0.00
0.23;10.54;42.10;3368.19;1889.45;-1478.74;0.00
0.22;10.80;34.22;2737.97;1862.19;-875.77;0.00
0.25;10.22;40.46;3237.11;2023.33;-1213.77;0.00
0.26;9.52;39.73;3178.68;2020.96;-1157.72;0.00
0.25;10.07;40.05;3204.21;2025.21;-1179.00;0.00
0.23;9.98;35.03;2802.74;1856.54;-946.20;0.00
0.27;11.36;40.64;3250.89;2163.43;-1087.46;0.00
0.27;11.34;33.25;2659.67;2201.55;-458.13;0.00
0.25;10.35;45.79;3663.54;2022.12;-1641.42;0.00
0.25;9.07;45.72;3657.27;1975.60;-1681.67;0.00
0.23;10.10;32.33;2586.42;1880.63;-705.79;0.00
0.26;10.21;46.38;3710.07;2082.56;-1627.51;0.00
0.26;10.78;40.26;3220.60;2126.46;-1094.14;0.00
0.19;9.74;43.01;3440.74;1646.32;-1794.42;0.00
0.23;10.75;32.89;2630.84;1900.04;-730.80;0.00
0.28;7.92;36.32;2905.79;2059.36;-846.43;0.00
0.30;12.40;33.76;2700.46;2417.78;-282.68;0.00
0.25;10.63;45.41;3632.86;2055.70;-1577.16;0.00
0.26;10.04;43.41;3472.76;2057.84;-1414.92;0.00
0.26;9.40;39.10;3128.18;2012.88;-1115.30;0.00
0.25;9.18;42.10;3367.98;1966.60;-1401.38;0.00
0.30;13.10;37.34;2987.55;2453.85;-533.70;0.00
0.21;8.73;44.51;3560.71;1718.24;-1842.47;0.00
0.22;11.34;46.01;3681.06;1910.06;-1771.00;0.00
0.26;11.51;43.40;3472.16;2120.30;-1351.85;0.00
0.30;11.64;36.53;2922.22;2361.27;-560.95;0.00
0.26;11.22;41.89;3351.09;2138.07;-1213.02;0.00
0.23;12.01;42.62;3409.46;2012.48;-1396.97;0.00
0.25;8.63;42.75;3419.96;1932.59;-1487.37;0.00
0.26;10.10;39.18;3134.48;2037.90;-1096.58;0.00
0.25;9.20;41.47;3317.92;1965.37;-1352.55;0.00
0.25;10.64;35.37;2829.32;2011.64;-817.68;0.00
0.26;7.86;45.30;3624.02;1912.66;-1711.36;0.00
0.26;10.29;44.07;3525.80;2099.04;-1426.76;0.00
0.23;9.95;41.47;3317.25;1867.95;-1449.30;0.00
0.29;10.93;41.63;3330.05;2281.19;-1048.86;0.00
0.29;8.37;36.88;2950.19;2132.74;-817.45;0.00
0.20;8.60;40.37;3229.58;1613.76;-1615.82;0.00
0.27;11.06;39.88;3190.52;2166.57;-1023.95;0.00
0.25;11.22;40.23;3218.55;2042.79;-1175.76;0.00
0.24;7.89;41.66;3332.87;1820.18;-1512.70;0.00
0.30;9.70;41.25;3300.27;2252.34;-1047.93;0.00
0.22;8.55;33.81;2705.16;1772.86;-932.30;0.00
0.21;9.97;42.02;3361.27;1741.22;-1620.05;0.00
0.15;10.13;38.46;3076.43;1425.05;-1651.37;0.00
0.23;8.50;44.40;3551.92;1793.12;-1758.80;0.00
0.26;9.69;44.03;3522.13;2067.64;-1454.49;0.00
0.25;10.84;37.43;2994.32;2031.25;-963.07;0.00
0.29;9.03;42.69;3415.42;2154.15;-1261.27;0.00
0.24;9.73;37.65;3012.30;1922.55;-1089.75;0.00
0.22;7.87;40.97;3277.88;1698.52;-1579.36;0.00
0.24;8.31;41.35;3307.85;1828.42;-1479.44;0.00
0.25;10.47;39.73;3178.51;2022.14;-1156.37;0.00
0.26;10.99;32.86;2628.68;2109.66;-519.03;0.00
0.28;10.52;47.16;3773.04;2228.38;-1544.66;0.00
0.24;7.29;49.38;3950.42;1784.99;-2165.43;0.00
0.24;9.77;38.24;3058.87;1933.15;-1125.71;0.00
0.26;11.51;49.53;3962.19;2125.45;-1836.73;0.00
0.26;10.43;42.05;3363.82;2051.00;-1312.82;0.00
0.29;9.72;43.29;3463.44;2239.76;-1223.68;0.00
0.28;10.90;36.18;2894.07;2216.17;-677.91;0.00
0.31;9.97;38.24;3059.58;2368.47;-691.11;0.00
0.27;9.46;40.71;3256.97;2100.65;-1156.31;0.00
0.24;11.54;43.65;3491.98;2026.09;-1465.88;0.00
0.27;10.40;35.63;2850.50;2129.91;-720.59;0.00
0.25;9.16;28.51;2280.92;1941.61;-339.30;0.00
0.27;9.46;41.17;3293.93;2068.31;-1225.61;0.00
0.23;8.27;40.90;3272.15;1787.26;-1484.89;0.00
0.22;9.13;30.39;2430.93;1797.71;-633.22;0.00
0.26;10.11;43.85;3508.34;2060.27;-1448.07;0.00
0.21;11.51;48.37;3869.27;1862.09;-2007.19;0.00
0.27;12.23;43.15;3451.82;2236.08;-1215.74;0.00
0.28;10.81;37.33;2986.18;2211.09;-775.10;0.00
0.23;12.03;34.71;2777.10;1967.08;-810.02;0.00
0.27;10.09;43.11;3449.05;2111.66;-1337.39;0.00
0.26;10.60;48.95;3916.16;2114.25;-1801.91;0.00
0.27;9.78;44.40;3552.12;2095.14;-1456.98;0.00
0.26;9.24;39.94;3195.59;2031.98;-1163.60;0.00
0.24;9.57;43.72;3497.87;1888.26;-1609.61;0.00
0.22;10.74;37.76;3021.02;1865.90;-1155.12;0.00
0.24;10.77;34.77;2781.49;1970.35;-811.14;0.00
0.23;10.30;43.97;3517.66;1904.02;-1613.64;0.00
0.23;10.72;41.42;3313.44;1934.51;-1378.92;0.00
0.27;11.76;38.09;3047.48;2214.91;-832.58;0.00
0.23;8.27;38.78;3102.56;1792.81;-1309.75;0.00
0.23;10.50;36.30;2903.87;1902.12;-1001.75;0.00
0.25;10.32;39.34;3147.58;2023.08;-1124.50;0.00
0.26;10.29;49.48;3958.38;2075.33;-1883.05;0.00
0.27;10.76;38.83;3106.22;2129.12;-977.10;0.00
0.20;11.73;39.40;3151.89;1778.01;-1373.89;0.00
0.31;9.79;33.25;2659.66;2308.33;-351.33;0.00
0.19;11.68;47.74;3819.20;1718.75;-2100.44;0.00
0.22;6.81;39.57;3165.28;1667.13;-1498.15;0.00
0.26;9.24;43.39;3471.29;2029.28;-1442.01;0.00
0.23;9.84;40.40;3232.26;1897.68;-1334.58;0.00
0.23;9.99;36.05;2884.05;1879.13;-1004.92;0.00
0.25;8.65;42.14;3370.95;1912.14;-1458.82;0.00
0.22;10.53;33.26;2660.53;1876.02;-784.51;0.00
0.21;10.01;42.40;3392.08;1763.20;-1628.88;0.00
0.24;10.70;39.35;3148.14;2005.96;-1142.18;0.00
0.26;11.48;44.38;3550.41;2150.37;-1400.04;0.00
0.28;10.67;41.60;3328.14;2218.38;-1109.77;0.00
0.25;9.45;47.18;3774.59;1959.45;-1815.14;0.00
0.29;9.97;40.81;3264.82;2221.79;-1043.03;0.00
0.28;9.09;35.91;2872.81;2127.08;-745.74;0.00
0.24;10.88;39.87;3189.87;1981.22;-1208.65;0.00
0.25;10.01;43.22;3457.97;1972.48;-1485.50;0.00
0.25;10.33;40.40;3232.03;2035.26;-1196.77;0.00
0.27;9.46;31.42;2513.63;2108.26;-405.38;0.00
0.27;8.81;35.94;2875.06;2034.11;-840.94;0.00
0.27;9.86;37.39;2991.24;2113.28;-877.95;0.00
0.21;10.59;34.93;2794.58;1808.72;-985.86;0.00
0.22;9.53;37.16;2972.96;1823.41;-1149.55;0.00
0.24;10.90;37.49;2999.26;1965.16;-1034.09;0.00
0.28;10.19;37.27;2981.23;2191.09;-790.14;0.00
0.29;8.97;38.74;3099.05;2185.58;-913.47;0.00
0.29;9.58;38.43;3074.16;2211.01;-863.15;0.00
0.24;9.55;46.14;3691.48;1931.56;-1759.93;0.00
0.28;9.14;43.41;3472.96;2122.62;-1350.34;0.00
0.26;9.27;38.10;3047.65;2034.99;-1012.66;0.00
0.23;9.96;36.43;2914.03;1881.16;-1032.87;0.00
0.20;9.31;39.49;3158.91;1673.89;-1485.02;0.00
0.26;10.57;36.15;2892.34;2078.91;-813.43;0.00
0.23;9.71;46.82;3745.20;1865.27;-1879.93;0.00
0.24;10.73;46.09;3687.35;1959.05;-1728.30;0.00
0.25;10.45;37.05;2964.14;2022.37;-941.77;0.00
0.26;10.70;35.29;2823.18;2082.39;-740.80;0.00
0.26;11.17;33.39;2670.81;2146.90;-523.91;0.00
0.32;9.90;34.11;2728.81;2386.79;-342.02;0.00
0.28;10.26;36.01;2880.85;2167.21;-713.64;0.00
0.31;11.92;40.60;3248.13;2430.86;-817.27;0.00
0.25;8.53;36.88;2950.55;1899.07;-1051.48;0.00
0.24;9.15;42.98;3438.06;1875.48;-1562.58;0.00
0.25;10.68;40.70;3255.97;2024.12;-1231.85;0.00
0.26;10.63;31.33;2506.51;2097.55;-408.96;0.00
0.22;10.66;40.77;3261.51;1870.73;-1390.78;0.00
