# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.22;10.18;38.75;3099.71;1843.54;-1256.17;0.00
0.26;11.49;40.13;3210.13;2111.45;-1098.69;0.00
0.26;10.46;29.59;2367.19;2059.88;-307.31;0.00
0.25;7.52;40.66;3252.65;1850.93;-1401.72;0.00
0.24;9.98;39.43;3154.51;1966.11;-1188.41;0.00
0.25;10.68;39.15;3132.11;2009.34;-1122.77;0.00
0.22;8.92;40.73;3258.45;1759.84;-1498.62;0.00
0.25;9.31;42.52;3401.51;1960.98;-1440.53;0.00
0.24;12.29;41.75;3339.99;2062.64;-1277.36;0.00
0.31;8.98;42.62;3409.26;2271.58;-1137.68;0.00
0.25;11.99;41.58;3326.34;2104.27;-1222.07;0.00
0.23;11.01;38.05;3044.10;1925.88;-1118.22;0.00
0.24;9.84;40.73;3258.38;1930.22;-1328.16;0.00
0.23;10.76;37.58;3006.60;1947.45;-1059.15;0.00
0.21;9.36;36.08;2886.27;1753.30;-1132.96;0.00
0.23;12.92;41.20;3296.00;2044.28;-1251.72;0.00
0.24;10.19;37.26;2981.17;1927.50;-1053.67;0.00
0.24;9.85;42.73;3418.22;1943.10;-1475.11;0.00
0.25;9.41;45.02;3601.58;1947.73;-1653.85;0.00
0.26;9.97;43.83;3506.20;2057.10;-1449.11;0.00
0.24;11.04;41.50;3319.87;1976.37;-1343.50;0.00
0.28;12.11;43.93;3514.68;2273.32;-1241.36;0.00
0.24;9.25;41.64;3330.97;1900.48;-1430.49;0.00
0.27;11.00;39.32;3145.20;2144.10;-1001.11;0.00
0.28;10.20;39.59;3167.25;2200.49;-966.76;0.00
0.30;9.87;41.66;3332.56;2293.83;-1038.73;0.00
0.25;9.18;41.36;3308.71;1964.60;-1344.11;0.00
0.22;10.19;41.46;3316.46;1859.51;-1456.96;0.00
0.24;12.73;40.75;3259.77;2067.95;-1191.82;0.00
0.23;11.21;49.42;3953.87;1955.88;-1997.99;0.00
0.28;8.97;46.41;3712.85;2143.74;-1569.10;0.00
0.26;9.91;41.25;3300.28;2046.43;-1253.85;0.00
0.28;9.36;42.96;3437.15;2131.16;-1305.99;0.00
0.25;12.43;37.89;3031.52;2122.70;-908.82;0.00
0.21;11.05;50.14;4010.85;1815.44;-2195.41;0.00
0.26;11.77;48.00;3839.92;2131.16;-1708.76;0.00
0.24;11.07;39.00;3119.84;2025.73;-1094.11;0.00
0.23;10.44;38.77;3101.30;1919.95;-1181.35;0.00
0.23;9.82;45.50;3640.10;1863.81;-1776.29;0.00
0.21;9.08;40.99;3279.39;1734.81;-1544.58;0.00
0.25;10.69;35.35;2827.77;2032.93;-794.84;0.00
0.26;9.13;39.45;3155.82;2015.29;-1140.52;0.00
0.27;9.75;39.75;3180.25;2090.43;-1089.82;0.00
0.26;8.88;38.55;3083.77;1976.83;-1106.94;0.00
0.23;10.23;44.52;3561.84;1909.89;-1651.96;0.00
0.25;11.42;41.89;3351.35;2047.89;-1303.46;0.00
0.26;8.86;40.48;3238.08;1975.52;-1262.56;0.00
0.25;9.01;38.69;3095.58;1938.51;-1157.08;0.00
0.25;9.58;38.06;3044.49;1947.52;-1096.96;0.00
