# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.23;11.57;45.21;3617.09;1963.01;-1654.08;0.00
0.30;12.06;44.49;3559.06;2407.69;-1151.37;0.00
0.23;10.43;37.88;3030.21;1884.92;-1145.29;0.00
0.26;9.54;41.21;3296.65;2051.12;-1245.53;0.00
0.27;11.49;49.55;3964.08;2169.84;-1794.23;0.00
0.28;10.09;46.94;3755.21;2179.14;-1576.07;0.00
0.20;10.48;51.21;4096.69;1709.66;-2387.03;0.00
0.26;10.39;37.33;2986.41;2081.58;-904.83;0.00
0.22;10.22;44.05;3524.10;1847.06;-1677.04;0.00
0.22;10.33;40.38;3230.13;1816.13;-1414.00;0.00
0.24;10.44;43.08;3446.13;1964.62;-1481.50;0.00
0.23;9.74;34.01;2720.93;1885.06;-835.87;0.00
0.22;11.56;41.05;3283.72;1925.19;-1358.53;0.00
0.22;8.82;40.56;3244.55;1746.19;-1498.36;0.00
0.24;10.93;39.59;3167.55;1960.90;-1206.65;0.00
0.24;10.41;40.74;3259.54;1963.22;-1296.31;0.00
0.27;9.97;43.15;3451.78;2130.65;-1321.13;0.00
0.24;9.92;36.76;2941.08;1952.82;-988.26;0.00
0.26;10.47;40.43;3234.24;2065.57;-1168.67;0.00
0.27;11.53;37.43;2994.18;2207.98;-786.20;0.00
0.26;10.26;39.94;3194.99;2049.87;-1145.11;0.00
0.25;10.09;46.69;3735.00;2015.38;-1719.63;0.00
0.21;11.81;44.53;3562.23;1837.99;-1724.25;0.00
0.24;9.36;35.92;2873.82;1918.57;-955.25;0.00
0.22;8.61;36.92;2953.35;1759.31;-1194.04;0.00
0.22;10.21;41.63;3330.02;1830.74;-1499.28;0.00
0.24;10.83;44.96;3596.77;1964.60;-1632.17;0.00
0.29;10.26;34.35;2748.32;2220.06;-528.25;0.00
0.23;9.41;36.49;2918.96;1878.57;-1040.39;0.00
0.25;9.59;41.99;3359.28;1960.11;-1399.17;0.00
0.28;12.38;37.88;3030.64;2285.26;-745.38;0.00
0.23;9.51;42.40;3391.79;1835.11;-1556.68;0.00
0.25;10.32;40.83;3266.71;1986.72;-1279.99;0.00
0.33;8.62;44.83;3586.52;2401.05;-1185.47;0.00
0.28;10.06;35.81;2864.75;2173.88;-690.86;0.00
0.27;11.60;45.16;3612.91;2208.58;-1404.33;0.00
0.28;11.46;39.25;3139.89;2253.79;-886.10;0.00
0.30;10.39;40.39;3231.57;2325.63;-905.94;0.00
0.28;9.82;30.44;2435.24;2175.39;-259.85;0.00
0.27;10.06;36.46;2916.41;2128.74;-787.67;0.00
0.20;12.03;45.52;3641.94;1810.90;-1831.04;0.00
0.27;9.40;40.12;3209.73;2064.86;-1144.87;0.00
0.21;8.38;38.20;3056.23;1658.41;-1397.82;0.00
0.24;9.81;45.66;3652.87;1934.12;-1718.75;0.00
0.26;9.22;35.04;2803.03;1992.32;-810.71;0.00
0.27;9.51;40.59;3247.27;2062.39;-1184.88;0.00
0.25;10.58;34.59;2767.31;2046.77;-720.55;0.00
0.22;10.15;36.55;2924.00;1826.07;-1097.93;0.00
0.30;11.02;41.22;3297.40;2348.10;-949.30;0.00
0.25;10.29;37.09;2967.27;1997.27;-970.00;0.00
0.24;11.79;35.60;2848.17;2047.04;-801.13;0.00
0.29;10.70;37.67;3013.39;2246.48;-766.91;0.00
0.29;9.66;50.30;4023.86;2240.03;-1783.83;0.00
0.20;12.31;42.63;3410.71;1846.69;-1564.03;0.00
0.24;8.16;36.87;2949.87;1860.56;-1089.32;0.00
0.22;13.03;36.49;2919.06;1975.83;-943.23;0.00
0.27;8.80;38.73;3098.76;2077.44;-1021.32;0.00
0.24;11.82;54.24;4339.57;2051.27;-2288.30;0.00
0.20;11.28;31.71;2536.66;1781.12;-755.54;0.00
0.24;9.26;46.01;3680.85;1896.81;-1784.05;0.00
0.29;9.02;32.32;2585.24;2166.27;-418.97;0.00
0.26;8.45;39.07;3125.41;1945.91;-1179.49;0.00
0.27;9.61;41.94;3354.99;2115.55;-1239.44;0.00
0.24;9.72;42.56;3404.96;1918.96;-1486.00;0.00
0.24;9.59;46.87;3749.98;1905.18;-1844.80;0.00
0.27;12.09;34.94;2795.36;2243.74;-551.61;0.00
0.22;8.70;35.10;2807.97;1767.47;-1040.50;0.00
0.29;10.18;43.29;3463.19;2218.90;-1244.29;0.00
