# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;10.48;28.18;2254.03;2186.33;-67.69;0.00
0.27;9.21;42.12;3369.37;2050.73;-1318.63;0.00
0.23;10.30;43.46;3476.78;1877.13;-1599.65;0.00
0.23;10.90;42.40;3391.77;1920.67;-1471.09;0.00
0.23;9.47;39.68;3174.64;1846.44;-1328.20;0.00
0.26;9.00;49.95;3995.80;2006.12;-1989.67;0.00
0.25;9.53;37.96;3037.19;1989.42;-1047.78;0.00
0.22;10.10;39.37;3149.86;1846.99;-1302.87;0.00
0.27;9.54;32.01;2560.44;2115.62;-444.83;0.00
0.26;10.88;39.86;3189.02;2109.86;-1079.16;0.00
0.26;10.37;36.57;2925.82;2090.83;-834.99;0.00
0.21;7.72;42.15;3372.00;1669.17;-1702.83;0.00
0.24;11.62;45.88;3670.52;2043.39;-1627.13;0.00
0.29;11.06;37.40;2991.66;2282.97;-708.69;0.00
0.23;11.31;37.92;3033.54;1929.87;-1103.67;0.00
0.25;10.42;44.29;3543.09;2005.95;-1537.14;0.00
0.22;9.11;30.26;2420.70;1757.45;-663.25;0.00
0.21;10.14;43.44;3475.41;1791.86;-1683.56;0.00
0.24;8.63;33.89;2711.40;1852.53;-858.87;0.00
0.24;12.33;33.46;2677.15;2090.86;-586.29;0.00
0.23;10.80;49.06;3924.68;1901.33;-2023.35;0.00
0.30;9.52;42.31;3384.85;2246.43;-1138.41;0.00
0.23;8.28;34.79;2783.24;1803.19;-980.06;0.00
0.30;8.50;38.28;3062.49;2200.15;-862.33;0.00
0.28;10.95;37.49;2999.53;2198.46;-801.07;0.00
0.23;9.29;39.63;3170.63;1862.13;-1308.50;0.00
0.26;8.74;38.60;3087.85;2007.72;-1080.13;0.00
0.27;10.78;40.11;3209.00;2129.85;-1079.15;0.00
0.25;9.33;40.98;3278.20;1977.11;-1301.09;0.00
0.26;10.53;50.78;4062.57;2082.35;-1980.22;0.00
0.21;9.55;42.67;3413.79;1714.24;-1699.55;0.00
0.22;10.87;49.91;3992.59;1892.08;-2100.52;0.00
0.27;9.02;42.10;3367.66;2037.29;-1330.37;0.00
0.26;11.57;39.56;3164.52;2122.76;-1041.76;0.00
0.25;9.22;40.40;3232.22;1945.43;-1286.80;0.00
0.28;8.95;36.74;2939.56;2113.74;-825.82;0.00
0.27;9.08;34.32;2745.80;2076.98;-668.82;0.00
0.24;9.25;36.51;2921.14;1883.71;-1037.43;0.00
0.25;7.40;39.77;3181.33;1831.92;-1349.41;0.00
0.28;7.32;41.33;3306.10;2014.16;-1291.95;0.00
0.27;12.62;37.07;2965.25;2237.24;-728.01;0.00
0.27;11.20;45.57;3645.74;2199.73;-1446.02;0.00
0.29;8.97;40.21;3217.12;2199.50;-1017.61;0.00
0.30;9.14;37.56;3005.03;2217.83;-787.20;0.00
0.26;12.16;42.43;3394.52;2164.05;-1230.47;0.00
0.23;10.00;42.58;3406.48;1857.95;-1548.53;0.00
0.26;11.64;35.72;2857.67;2135.90;-721.77;0.00
0.26;8.95;41.02;3281.58;1999.12;-1282.46;0.00
0.26;9.62;47.88;3830.62;2018.41;-1812.21;0.00
0.28;9.70;44.89;3591.03;2136.56;-1454.47;0.00
0.27;10.97;42.32;3385.60;2150.99;-1234.60;0.00
0.27;9.85;36.62;2929.39;2089.08;-840.31;0.00
0.31;11.90;43.50;3479.84;2456.59;-1023.25;0.00
0.19;7.81;35.70;2856.16;1558.77;-1297.39;0.00
