# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;11.31;42.17;3373.64;2260.93;-1112.71;0.00
0.26;11.69;39.85;3188.18;2124.43;-1063.75;0.00
0.25;11.29;35.13;2810.66;2070.19;-740.47;0.00
0.27;12.13;36.26;2901.02;2207.94;-693.08;0.00
0.22;8.83;40.42;3233.31;1758.48;-1474.82;0.00
0.25;11.53;40.20;3215.99;2059.59;-1156.39;0.00
0.27;10.73;48.14;3851.38;2142.21;-1709.17;0.00
0.30;8.02;39.47;3157.77;2161.12;-996.64;0.00
0.27;8.84;37.61;3008.58;2045.46;-963.12;0.00
0.26;9.41;38.58;3086.73;2027.95;-1058.78;0.00
0.26;12.69;39.97;3197.69;2182.82;-1014.87;0.00
0.24;9.04;44.02;3521.28;1912.65;-1608.62;0.00
0.23;12.04;39.65;3172.02;2016.61;-1155.41;0.00
0.29;9.65;43.32;3465.84;2189.69;-1276.15;0.00
0.28;7.83;46.97;3757.85;2049.89;-1707.96;0.00
0.26;9.98;40.82;3265.24;2073.11;-1192.13;0.00
0.27;9.85;41.31;3304.80;2086.33;-1218.47;0.00
0.32;10.09;43.51;3480.79;2383.81;-1096.98;0.00
0.31;9.67;40.34;3227.19;2314.63;-912.56;0.00
0.24;11.84;49.22;3937.57;2060.29;-1877.28;0.00
0.26;11.32;36.37;2909.97;2148.50;-761.47;0.00
0.25;10.78;42.18;3374.67;2057.13;-1317.54;0.00
0.26;11.91;38.38;3070.52;2181.74;-888.78;0.00
0.25;10.48;33.65;2692.15;2000.21;-691.94;0.00
0.25;11.72;39.26;3140.44;2069.84;-1070.60;0.00
0.24;12.01;40.99;3279.31;2055.90;-1223.41;0.00
0.22;10.39;39.32;3145.83;1817.04;-1328.79;0.00
0.24;9.16;40.50;3240.29;1887.84;-1352.45;0.00
0.23;9.97;42.45;3395.61;1862.60;-1533.00;0.00
0.26;10.25;39.46;3156.63;2054.11;-1102.52;0.00
0.23;12.60;43.67;3493.92;2018.48;-1475.45;0.00
0.25;9.35;38.81;3104.46;1939.69;-1164.77;0.00
0.28;12.48;43.76;3501.19;2285.61;-1215.58;0.00
0.24;11.18;43.21;3457.05;2015.97;-1441.08;0.00
0.22;11.14;39.56;3164.51;1898.36;-1266.15;0.00
0.25;8.84;36.65;2931.74;1927.92;-1003.82;0.00
0.28;10.71;42.43;3394.04;2198.89;-1195.15;0.00
0.26;11.08;37.71;3016.57;2090.66;-925.91;0.00
0.25;10.27;38.25;3060.29;1984.08;-1076.21;0.00
0.22;10.50;38.67;3093.94;1876.77;-1217.17;0.00
0.27;11.02;27.96;2236.49;2154.48;-82.01;0.00
0.26;10.78;40.83;3266.59;2089.56;-1177.02;0.00
0.25;10.86;35.06;2804.97;2040.62;-764.34;0.00
0.25;9.72;41.03;3282.19;1996.66;-1285.53;0.00
0.25;9.62;39.56;3164.48;1962.84;-1201.63;0.00
0.24;10.68;42.78;3422.50;1970.32;-1452.19;0.00
0.23;10.62;42.67;3413.28;1901.48;-1511.79;0.00
0.24;11.21;44.19;3535.04;1980.63;-1554.41;0.00
0.25;11.00;42.37;3389.77;2033.80;-1355.97;0.00
0.23;9.58;42.09;3367.34;1880.98;-1486.36;0.00
0.29;11.50;45.75;3660.08;2302.24;-1357.83;0.00
0.25;7.92;36.81;2944.43;1907.13;-1037.30;0.00
0.24;7.11;35.86;2869.00;1781.39;-1087.61;0.00
0.26;11.41;47.96;3836.49;2138.55;-1697.94;0.00
0.26;10.51;45.06;3605.18;2069.18;-1536.00;0.00
0.18;10.30;35.92;2873.69;1584.18;-1289.51;0.00
0.29;10.31;41.61;3328.47;2260.08;-1068.39;0.00
0.23;9.57;45.81;3664.50;1837.35;-1827.14;0.00
0.23;12.16;45.15;3611.88;2018.69;-1593.19;0.00
0.23;10.46;40.03;3202.64;1917.77;-1284.87;0.00
0.29;10.35;31.57;2525.59;2245.40;-280.19;0.00
0.27;9.27;37.25;2980.23;2086.61;-893.62;0.00
0.24;11.92;42.72;3417.62;2059.42;-1358.20;0.00
0.26;13.07;38.97;3117.69;2202.94;-914.75;0.00
0.26;10.15;46.58;3726.20;2084.68;-1641.52;0.00
0.28;8.76;44.20;3535.72;2108.45;-1427.27;0.00
0.25;8.83;41.40;3312.09;1936.00;-1376.09;0.00
0.29;9.45;41.70;3336.15;2217.20;-1118.95;0.00
0.26;9.69;46.03;3682.72;2068.33;-1614.39;0.00
0.22;8.87;39.30;3144.22;1762.75;-1381.46;0.00
0.28;12.39;47.62;3809.79;2281.86;-1527.92;0.00
0.23;11.40;37.72;3017.62;1970.45;-1047.17;0.00
0.22;9.67;45.12;3609.97;1800.00;-1809.97;0.00
0.21;11.97;38.81;3104.59;1869.86;-1234.73;0.00
0.27;10.13;37.22;2977.40;2099.71;-877.69;0.00
0.27;10.16;44.64;3571.45;2125.58;-1445.87;0.00
0.25;10.01;42.66;3412.55;2018.19;-1394.35;0.00
0.28;11.42;42.71;3417.09;2240.47;-1176.63;0.00
0.23;10.74;38.17;3053.96;1906.95;-1147.01;0.00
0.25;10.06;40.12;3209.23;2009.54;-1199.69;0.00
0.24;8.26;43.73;3498.65;1868.76;-1629.89;0.00
0.24;12.80;40.07;3205.51;2114.01;-1091.50;0.00
0.25;10.18;40.57;3245.44;2021.75;-1223.69;0.00
0.27;10.63;43.62;3489.57;2152.57;-1337.00;0.00
0.26;8.86;44.08;3526.15;1969.40;-1556.75;0.00
0.28;8.38;38.32;3065.78;2056.14;-1009.64;0.00
0.23;9.56;52.44;4195.46;1851.37;-2344.10;0.00
0.29;9.83;39.61;3168.62;2234.04;-934.59;0.00
0.26;9.66;38.41;3072.52;2032.98;-1039.54;0.00
0.26;10.04;31.92;2553.63;2071.69;-481.94;0.00
0.29;11.10;39.54;3163.22;2303.72;-859.50;0.00
0.26;9.48;38.52;3081.48;2048.91;-1032.57;0.00
0.23;10.16;38.95;3115.86;1872.23;-1243.63;0.00
0.27;10.11;42.16;3372.99;2132.89;-1240.10;0.00
0.24;11.51;43.00;3440.30;2035.35;-1404.95;0.00
0.25;9.11;35.18;2814.55;1946.23;-868.31;0.00
0.26;8.84;47.27;3781.99;1981.34;-1800.65;0.00
0.22;11.04;33.72;2697.72;1866.51;-831.21;0.00
0.25;7.40;41.77;3341.89;1874.29;-1467.60;0.00
0.27;11.18;37.14;2970.84;2149.91;-820.94;0.00
0.26;10.16;41.28;3302.75;2070.61;-1232.14;0.00
0.26;12.02;44.33;3546.64;2185.26;-1361.38;0.00
0.20;8.91;40.12;3209.61;1666.64;-1542.98;0.00
0.23;8.90;35.79;2863.53;1810.48;-1053.05;0.00
0.24;7.28;40.35;3228.27;1780.29;-1447.97;0.00
0.24;10.03;43.13;3450.53;1940.17;-1510.36;0.00
0.24;7.82;46.55;3723.81;1834.05;-1889.76;0.00
0.22;11.88;41.81;3344.40;1939.31;-1405.09;0.00
0.22;9.36;36.99;2959.43;1814.34;-1145.10;0.00
0.29;9.18;33.89;2711.27;2189.11;-522.16;0.00
0.23;10.34;43.51;3481.18;1914.72;-1566.46;0.00
0.23;11.47;42.85;3428.39;1932.09;-1496.31;0.00
0.23;9.32;36.85;2948.17;1850.84;-1097.33;0.00
0.24;10.03;35.66;2852.63;1931.25;-921.38;0.00
0.26;10.69;28.85;2307.74;2104.36;-203.38;0.00
0.22;11.01;41.43;3314.40;1889.92;-1424.48;0.00
0.26;9.47;55.77;4461.30;2031.19;-2430.11;0.00
0.25;10.61;43.10;3448.34;2038.60;-1409.75;0.00
0.24;9.81;38.36;3069.09;1912.34;-1156.74;0.00
0.25;12.07;37.34;2987.48;2114.97;-872.51;0.00
0.25;11.18;41.05;3283.90;2080.64;-1203.26;0.00
0.28;13.36;32.38;2590.05;2352.48;-237.56;0.00
0.21;7.99;41.66;3333.05;1679.83;-1653.22;0.00
0.28;11.56;44.12;3529.58;2257.55;-1272.03;0.00
0.22;9.85;38.86;3108.52;1791.52;-1317.01;0.00
0.22;9.53;40.03;3202.43;1798.46;-1403.97;0.00
0.27;9.13;42.63;3410.20;2056.60;-1353.60;0.00
0.26;8.19;44.22;3537.71;1938.43;-1599.28;0.00
0.28;10.70;44.27;3541.88;2191.91;-1349.97;0.00
0.24;8.73;47.60;3807.99;1867.77;-1940.22;0.00
0.30;8.52;37.14;2971.01;2187.27;-783.74;0.00
0.24;10.26;43.71;3497.18;1925.23;-1571.96;0.00
0.24;10.80;43.46;3476.46;1994.12;-1482.34;0.00
0.27;10.80;40.46;3236.67;2146.08;-1090.60;0.00
0.23;10.16;36.02;2881.94;1890.25;-991.69;0.00
0.29;10.91;45.16;3612.87;2281.92;-1330.95;0.00
0.23;10.97;34.75;2779.72;1908.32;-871.40;0.00
0.27;10.34;39.05;3124.03;2147.43;-976.60;0.00
