# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;9.37;38.65;3091.67;1970.13;-1121.54;0.00
0.21;8.77;36.87;2949.22;1684.14;-1265.08;0.00
0.23;10.20;40.09;3207.21;1883.27;-1323.94;0.00
0.22;8.68;45.56;3644.79;1739.11;-1905.69;0.00
0.28;9.69;40.52;3241.99;2129.23;-1112.76;0.00
0.26;8.92;38.67;3093.49;1969.82;-1123.67;0.00
0.24;11.52;40.24;3219.42;2032.88;-1186.53;0.00
0.22;10.99;45.83;3666.74;1883.94;-1782.81;0.00
0.22;10.46;39.16;3132.44;1842.66;-1289.77;0.00
0.20;10.83;44.72;3577.89;1725.49;-1852.40;0.00
0.27;9.56;39.48;3158.41;2106.61;-1051.79;0.00
0.23;10.31;45.15;3612.36;1889.08;-1723.29;0.00
0.26;9.75;36.13;2890.73;2029.24;-861.49;0.00
0.26;11.07;34.37;2749.51;2131.79;-617.72;0.00
0.24;7.55;39.41;3152.83;1815.00;-1337.82;0.00
0.24;10.91;42.67;3413.68;1964.89;-1448.79;0.00
0.26;9.14;32.07;2565.63;1983.64;-581.99;0.00
0.26;10.24;38.43;3074.18;2054.55;-1019.63;0.00
0.25;9.46;39.65;3171.75;1944.10;-1227.65;0.00
0.27;8.46;38.07;3045.93;2018.62;-1027.31;0.00
0.24;10.86;43.71;3496.87;2009.78;-1487.09;0.00
0.22;12.05;49.30;3944.37;1923.20;-2021.17;0.00
0.29;10.93;40.96;3276.50;2299.07;-977.43;0.00
0.23;10.46;42.02;3361.63;1897.43;-1464.20;0.00
0.23;8.99;36.22;2897.24;1825.68;-1071.56;0.00
0.28;10.23;43.65;3492.25;2204.19;-1288.06;0.00
0.23;11.95;41.67;3333.31;1967.97;-1365.34;0.00
0.24;9.14;37.64;3011.45;1896.70;-1114.75;0.00
0.20;9.80;44.28;3542.31;1700.46;-1841.86;0.00
0.23;9.24;46.65;3731.92;1811.87;-1920.05;0.00
0.22;10.51;37.90;3032.04;1833.72;-1198.32;0.00
0.22;9.74;40.77;3261.42;1782.40;-1479.02;0.00
0.25;8.43;38.67;3093.55;1918.70;-1174.84;0.00
0.26;10.45;33.89;2711.07;2085.41;-625.66;0.00
0.25;8.08;35.58;2846.28;1899.05;-947.22;0.00
0.24;10.59;44.98;3598.04;1946.84;-1651.20;0.00
0.29;10.78;39.74;3179.48;2267.01;-912.47;0.00
0.27;9.22;42.19;3375.03;2079.51;-1295.52;0.00
0.27;12.18;38.60;3088.15;2220.01;-868.14;0.00
0.26;10.76;43.21;3456.64;2072.70;-1383.95;0.00
0.29;9.91;43.46;3477.07;2232.17;-1244.90;0.00
0.28;10.96;44.84;3587.04;2196.62;-1390.42;0.00
0.27;8.73;35.50;2840.11;2049.57;-790.54;0.00
0.27;11.52;37.79;3022.88;2219.04;-803.83;0.00
0.23;9.51;41.05;3283.97;1864.01;-1419.96;0.00
0.24;9.06;44.82;3585.88;1908.41;-1677.47;0.00
0.24;11.62;36.49;2918.82;2027.02;-891.79;0.00
0.26;8.87;43.14;3451.57;1967.72;-1483.85;0.00
0.22;7.59;40.79;3263.38;1680.65;-1582.73;0.00
0.24;9.13;38.23;3058.21;1919.84;-1138.37;0.00
0.24;10.30;37.59;3007.33;1944.74;-1062.59;0.00
0.27;9.65;39.09;3127.13;2095.61;-1031.53;0.00
0.26;11.41;53.63;4290.78;2131.16;-2159.61;0.00
0.26;9.38;43.59;3486.88;2009.08;-1477.80;0.00
0.26;9.42;40.79;3263.15;2053.82;-1209.33;0.00
0.22;9.76;36.96;2957.05;1796.62;-1160.43;0.00
0.22;10.00;40.65;3252.24;1831.76;-1420.48;0.00
0.23;9.63;43.60;3488.25;1875.88;-1612.37;0.00
0.25;9.26;38.52;3081.48;1941.92;-1139.56;0.00
0.26;10.91;36.04;2883.10;2101.55;-781.55;0.00
0.26;10.82;38.73;3098.16;2102.74;-995.42;0.00
0.26;10.21;41.20;3296.15;2047.04;-1249.10;0.00
0.24;10.62;43.08;3446.42;1988.68;-1457.74;0.00
0.25;8.15;47.48;3798.12;1922.93;-1875.19;0.00
0.25;10.82;41.94;3355.32;2043.92;-1311.41;0.00
0.22;8.77;31.72;2537.80;1774.82;-762.98;0.00
0.25;12.42;44.15;3531.77;2127.77;-1404.01;0.00
0.26;12.67;50.78;4062.11;2209.61;-1852.50;0.00
0.21;10.80;37.52;3001.82;1799.89;-1201.93;0.00
0.24;11.83;40.63;3250.14;2033.41;-1216.74;0.00
0.25;9.21;37.16;2973.11;1968.11;-1005.00;0.00
0.28;10.62;43.66;3493.17;2221.56;-1271.61;0.00
0.23;11.08;47.36;3788.69;1946.93;-1841.76;0.00
0.26;9.84;39.32;3145.95;2064.69;-1081.26;0.00
0.23;9.18;40.70;3256.10;1855.37;-1400.73;0.00
0.23;10.55;34.34;2747.52;1890.63;-856.88;0.00
0.24;9.60;34.46;2757.00;1929.86;-827.14;0.00
0.23;12.50;39.47;3157.77;2019.97;-1137.81;0.00
0.23;10.67;45.04;3603.05;1927.64;-1675.41;0.00
0.23;10.63;35.46;2836.47;1934.49;-901.98;0.00
0.23;9.71;42.58;3406.25;1855.83;-1550.42;0.00
0.27;11.64;37.57;3005.34;2194.30;-811.04;0.00
0.21;11.14;37.94;3035.55;1799.40;-1236.16;0.00
0.23;10.07;37.24;2979.58;1909.67;-1069.90;0.00
0.23;11.06;41.22;3297.62;1942.76;-1354.86;0.00
0.24;11.23;31.33;2506.30;1978.95;-527.35;0.00
0.24;7.36;32.83;2626.76;1821.62;-805.14;0.00
0.23;11.72;41.57;3325.67;1959.29;-1366.39;0.00
0.20;9.67;44.24;3538.85;1691.95;-1846.90;0.00
0.27;10.63;42.61;3409.19;2120.61;-1288.58;0.00
0.24;10.56;39.46;3156.69;1950.95;-1205.74;0.00
0.25;10.95;41.43;3314.66;2025.42;-1289.24;0.00
0.20;11.58;39.36;3149.17;1795.70;-1353.47;0.00
0.27;10.37;39.34;3147.53;2152.75;-994.78;0.00
0.17;9.00;46.33;3706.77;1497.53;-2209.24;0.00
0.22;12.63;35.98;2878.69;1993.51;-885.19;0.00
0.26;9.73;44.47;3557.53;2018.49;-1539.04;0.00
0.24;9.97;42.85;3427.76;1944.90;-1482.86;0.00
0.26;10.87;45.03;3602.19;2110.08;-1492.11;0.00
0.29;10.96;32.50;2600.26;2258.70;-341.56;0.00
0.29;9.92;43.45;3475.95;2246.70;-1229.24;0.00
0.19;9.82;41.97;3357.51;1621.76;-1735.76;0.00
0.26;11.61;38.66;3092.51;2128.90;-963.61;0.00
0.24;10.61;35.31;2824.56;1954.55;-870.00;0.00
0.21;11.52;44.51;3560.91;1849.68;-1711.22;0.00
0.26;10.53;41.95;3355.72;2105.59;-1250.13;0.00
0.25;8.15;41.75;3340.26;1917.41;-1422.85;0.00
0.28;11.15;38.98;3118.33;2228.50;-889.83;0.00
0.28;10.00;41.43;3314.11;2182.04;-1132.07;0.00
0.28;11.02;47.91;3832.60;2226.67;-1605.93;0.00
0.23;11.36;34.04;2722.80;1971.64;-751.16;0.00
0.22;11.26;34.03;2722.38;1919.70;-802.68;0.00
0.25;10.72;49.63;3970.67;2024.43;-1946.25;0.00
0.25;9.95;36.74;2939.36;2022.93;-916.43;0.00
0.25;11.30;41.52;3321.41;2082.54;-1238.86;0.00
0.24;9.11;36.97;2957.28;1887.40;-1069.88;0.00
0.25;9.12;40.11;3208.64;1932.07;-1276.57;0.00
0.24;7.41;39.28;3142.12;1802.71;-1339.42;0.00
0.24;10.78;41.44;3315.58;1972.10;-1343.47;0.00
0.28;11.14;37.33;2986.45;2242.13;-744.32;0.00
0.27;10.80;41.11;3288.79;2131.03;-1157.75;0.00
0.22;10.03;42.04;3363.13;1811.80;-1551.33;0.00
0.27;9.93;39.05;3123.87;2125.39;-998.48;0.00
0.26;10.49;37.41;2992.92;2104.33;-888.59;0.00
0.24;10.54;40.46;3236.65;1979.43;-1257.23;0.00
0.24;10.00;42.25;3380.07;1953.10;-1426.98;0.00
0.26;13.03;39.36;3149.05;2221.05;-928.00;0.00
0.24;10.21;41.61;3329.07;1940.69;-1388.38;0.00
0.28;9.19;38.16;3052.84;2151.56;-901.29;0.00
0.30;9.92;40.13;3210.50;2283.06;-927.44;0.00
0.19;11.09;34.79;2783.44;1700.14;-1083.30;0.00
0.28;8.84;43.72;3497.20;2087.29;-1409.92;0.00
0.26;10.30;40.58;3246.50;2052.34;-1194.16;0.00
0.20;11.33;40.41;3232.56;1801.17;-1431.39;0.00
0.27;10.57;44.24;3538.99;2126.98;-1412.01;0.00
0.24;9.53;36.81;2944.96;1892.27;-1052.70;0.00
