# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.24;8.09;34.57;2765.37;1814.75;-950.62;0.00
0.24;9.31;40.56;3244.42;1896.51;-1347.92;0.00
0.28;9.57;38.29;3063.25;2125.38;-937.87;0.00
0.25;8.62;38.60;3087.83;1922.82;-1165.01;0.00
0.22;10.02;32.86;2629.13;1833.00;-796.13;0.00
0.27;9.49;50.92;4073.60;2073.76;-1999.83;0.00
0.27;11.26;40.29;3223.37;2167.19;-1056.18;0.00
0.24;10.39;32.48;2598.14;1967.82;-630.32;0.00
0.22;11.40;46.22;3697.82;1876.38;-1821.45;0.00
0.26;10.19;39.82;3185.56;2079.60;-1105.96;0.00
0.29;10.33;36.55;2924.38;2249.73;-674.65;0.00
0.26;9.58;35.19;2815.14;2028.86;-786.27;0.00
0.22;9.92;39.96;3196.59;1791.44;-1405.14;0.00
0.24;8.88;41.79;3343.04;1883.08;-1459.96;0.00
0.24;10.17;39.61;3169.18;1972.06;-1197.12;0.00
0.25;11.33;39.47;3157.94;2052.30;-1105.65;0.00
0.35;12.00;37.08;2966.43;2686.96;-279.47;0.00
0.23;10.94;36.99;2959.04;1905.81;-1053.23;0.00
0.21;11.08;38.71;3097.05;1822.33;-1274.72;0.00
0.24;9.88;44.75;3580.08;1912.88;-1667.19;0.00
0.27;9.86;44.00;3520.17;2094.11;-1426.06;0.00
0.27;11.17;43.88;3510.63;2200.78;-1309.85;0.00
0.24;10.00;47.24;3778.90;1912.27;-1866.63;0.00
0.27;9.11;32.33;2586.43;2094.72;-491.71;0.00
0.27;10.77;45.61;3649.13;2147.29;-1501.84;0.00
0.26;10.29;37.65;3011.81;2077.05;-934.76;0.00
0.26;10.15;40.69;3255.11;2081.34;-1173.77;0.00
0.23;9.29;50.18;4014.01;1842.31;-2171.69;0.00
0.24;12.16;37.69;3015.46;2059.86;-955.60;0.00
0.23;9.78;44.45;3556.09;1891.70;-1664.39;0.00
0.26;11.29;44.47;3557.78;2107.86;-1449.91;0.00
0.28;7.24;45.79;3663.59;2029.59;-1634.01;0.00
0.23;8.06;35.07;2805.55;1766.73;-1038.82;0.00
0.21;8.92;38.51;3080.77;1701.21;-1379.56;0.00
0.25;10.48;41.15;3292.29;2004.76;-1287.53;0.00
0.24;9.76;42.85;3427.65;1914.67;-1512.99;0.00
0.26;9.45;41.06;3284.52;2010.50;-1274.02;0.00
0.27;9.30;35.23;2818.35;2051.37;-766.98;0.00
0.25;8.34;39.04;3123.46;1929.68;-1193.78;0.00
0.27;8.53;38.76;3101.01;2014.51;-1086.51;0.00
0.28;9.48;44.35;3547.91;2123.38;-1424.53;0.00
0.24;11.92;38.34;3067.33;2062.19;-1005.14;0.00
0.22;8.98;46.67;3733.70;1771.12;-1962.57;0.00
0.23;10.54;36.63;2930.24;1926.19;-1004.05;0.00
0.21;10.61;36.60;2927.95;1811.58;-1116.37;0.00
0.26;10.52;46.51;3720.78;2106.27;-1614.51;0.00
0.26;10.39;41.62;3329.37;2073.50;-1255.87;0.00
0.27;9.96;47.63;3810.04;2096.89;-1713.15;0.00
0.29;10.69;43.30;3463.82;2285.69;-1178.13;0.00
0.21;9.30;44.59;3567.22;1740.08;-1827.14;0.00
0.23;12.13;45.24;3618.89;1997.40;-1621.49;0.00
0.25;8.84;41.46;3317.06;1949.24;-1367.82;0.00
0.26;11.14;37.46;2997.19;2140.54;-856.64;0.00
0.21;10.31;36.54;2923.23;1785.79;-1137.43;0.00
0.27;12.23;38.16;3052.97;2208.23;-844.74;0.00
0.24;10.99;44.79;3582.91;1981.50;-1601.41;0.00
0.22;9.40;40.81;3264.49;1815.01;-1449.48;0.00
0.26;12.67;40.77;3261.68;2221.59;-1040.09;0.00
