# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;10.34;47.68;3814.77;2162.49;-1652.28;0.00
0.26;10.79;42.34;3386.93;2100.39;-1286.54;0.00
0.23;10.86;38.33;3066.73;1948.62;-1118.11;0.00
0.29;9.27;39.87;3189.44;2180.81;-1008.64;0.00
0.27;13.18;47.56;3804.66;2283.62;-1521.04;0.00
0.26;11.96;36.81;2945.03;2139.29;-805.73;0.00
0.28;10.25;33.76;2700.99;2176.35;-524.64;0.00
0.28;12.02;46.06;3684.58;2258.51;-1426.07;0.00
0.22;9.33;44.46;3556.58;1767.47;-1789.11;0.00
0.26;10.49;50.08;4006.57;2099.33;-1907.24;0.00
0.25;9.14;33.29;2663.03;1961.05;-701.98;0.00
0.22;10.37;36.83;2946.20;1844.95;-1101.25;0.00
0.26;11.08;50.64;4051.27;2135.49;-1915.78;0.00
0.25;9.08;41.39;3310.98;1967.25;-1343.73;0.00
0.23;11.96;32.38;2590.24;1965.65;-624.59;0.00
0.25;10.07;31.70;2536.33;2019.42;-516.91;0.00
0.24;10.09;41.28;3302.42;1938.06;-1364.36;0.00
0.25;8.39;43.87;3509.22;1900.18;-1609.04;0.00
0.23;10.94;35.29;2823.55;1944.65;-878.91;0.00
0.24;9.33;29.29;2343.25;1908.39;-434.86;0.00
0.25;9.96;41.57;3325.94;2023.11;-1302.83;0.00
0.22;9.69;37.70;3016.38;1819.72;-1196.66;0.00
0.28;10.95;38.71;3096.70;2233.43;-863.28;0.00
0.25;10.69;41.10;3288.06;2056.75;-1231.31;0.00
0.25;10.73;44.74;3579.53;2018.15;-1561.37;0.00
0.30;9.74;35.81;2865.01;2290.34;-574.67;0.00
0.25;10.03;35.19;2814.87;1971.57;-843.30;0.00
0.22;9.97;37.30;2984.29;1815.81;-1168.49;0.00
0.24;9.50;40.31;3224.50;1905.03;-1319.47;0.00
0.22;8.45;34.04;2723.20;1762.70;-960.50;0.00
0.26;9.41;46.01;3680.62;2025.37;-1655.26;0.00
0.27;8.83;38.97;3117.69;2077.50;-1040.19;0.00
0.28;10.25;37.29;2982.93;2182.96;-799.97;0.00
0.26;9.02;40.61;3248.44;2016.47;-1231.97;0.00
0.23;7.44;37.82;3025.26;1745.68;-1279.58;0.00
0.23;10.46;39.03;3122.58;1886.93;-1235.66;0.00
0.27;11.18;45.30;3624.38;2181.57;-1442.81;0.00
0.21;10.65;48.10;3848.39;1795.67;-2052.71;0.00
0.26;6.74;44.03;3522.61;1900.15;-1622.47;0.00
0.29;11.62;36.98;2958.03;2335.37;-622.67;0.00
0.31;11.12;39.65;3172.26;2431.07;-741.20;0.00
0.26;10.92;35.98;2878.07;2108.53;-769.53;0.00
0.28;10.23;34.98;2798.70;2168.40;-630.30;0.00
0.22;10.35;43.63;3490.50;1865.54;-1624.97;0.00
0.24;9.84;38.31;3064.73;1924.44;-1140.29;0.00
0.25;11.10;37.40;2991.60;2063.31;-928.29;0.00
0.29;13.11;44.65;3571.75;2421.76;-1150.00;0.00
0.28;10.42;32.26;2580.52;2171.04;-409.48;0.00
0.25;11.35;34.96;2796.97;2052.50;-744.47;0.00
0.22;9.79;34.71;2777.17;1811.18;-965.99;0.00
0.24;9.90;40.92;3273.79;1925.45;-1348.34;0.00
0.24;9.89;37.25;2980.26;1958.47;-1021.80;0.00
0.25;12.10;43.24;3458.84;2136.54;-1322.30;0.00
0.28;11.01;42.48;3398.50;2240.70;-1157.79;0.00
0.23;9.21;37.47;2997.33;1846.76;-1150.57;0.00
0.18;10.36;48.00;3839.78;1603.55;-2236.23;0.00
0.29;10.55;45.87;3669.57;2271.54;-1398.03;0.00
0.26;11.73;32.18;2574.42;2178.44;-395.98;0.00
0.23;9.12;40.13;3210.47;1848.53;-1361.94;0.00
0.29;11.66;42.39;3391.16;2326.40;-1064.76;0.00
0.26;8.76;37.89;3031.19;2018.58;-1012.62;0.00
0.25;10.39;43.78;3502.03;2037.53;-1464.50;0.00
0.26;10.35;44.05;3523.75;2053.17;-1470.58;0.00
0.30;9.64;38.31;3064.63;2272.54;-792.09;0.00
0.25;9.93;41.38;3310.32;1975.24;-1335.09;0.00
0.30;9.83;36.35;2908.32;2272.44;-635.88;0.00
0.25;8.98;48.60;3887.86;1953.99;-1933.87;0.00
0.26;11.97;42.61;3408.58;2177.20;-1231.38;0.00
0.25;13.59;41.52;3321.66;2170.39;-1151.27;0.00
0.23;9.83;36.37;2909.58;1879.46;-1030.11;0.00
0.26;10.88;39.14;3130.84;2080.39;-1050.46;0.00
0.28;10.46;45.65;3652.32;2206.71;-1445.61;0.00
0.30;11.06;48.18;3854.18;2350.69;-1503.48;0.00
0.29;10.50;42.39;3391.03;2267.39;-1123.64;0.00
0.24;8.77;47.13;3770.32;1868.72;-1901.60;0.00
0.24;11.25;36.08;2886.22;1979.13;-907.09;0.00
0.19;9.06;44.37;3549.95;1603.36;-1946.59;0.00
0.28;9.98;43.74;3498.81;2194.24;-1304.57;0.00
0.23;11.32;29.31;2344.88;1955.48;-389.40;0.00
0.26;10.23;38.46;3076.62;2045.75;-1030.88;0.00
0.29;10.35;43.69;3495.55;2234.06;-1261.48;0.00
0.26;9.92;39.71;3177.11;2050.12;-1127.00;0.00
0.23;9.78;42.82;3425.53;1864.00;-1561.53;0.00
0.22;11.33;31.95;2556.11;1869.40;-686.70;0.00
0.25;11.06;38.43;3074.50;2064.60;-1009.90;0.00
0.25;10.16;32.70;2615.61;2033.83;-581.78;0.00
0.24;10.62;40.69;3255.15;1991.89;-1263.26;0.00
0.21;11.94;37.99;3039.33;1868.02;-1171.31;0.00
0.24;10.43;33.78;2702.40;1942.14;-760.26;0.00
0.28;10.25;43.33;3466.02;2177.71;-1288.31;0.00
0.24;9.27;39.19;3135.27;1902.78;-1232.49;0.00
0.26;11.96;39.66;3172.50;2145.18;-1027.32;0.00
0.26;10.76;42.54;3403.26;2105.40;-1297.86;0.00
0.23;8.60;46.96;3756.45;1807.10;-1949.35;0.00
0.23;9.76;38.56;3084.98;1850.40;-1234.59;0.00
0.24;8.93;46.66;3733.13;1857.38;-1875.75;0.00
0.23;9.21;46.92;3753.71;1824.21;-1929.50;0.00
0.25;9.21;37.08;2966.72;1943.46;-1023.26;0.00
0.21;10.52;48.24;3859.50;1810.51;-2048.99;0.00
0.25;9.40;36.96;2957.02;1978.61;-978.42;0.00
0.27;10.55;42.79;3423.10;2141.30;-1281.80;0.00
0.27;11.18;52.39;4191.11;2206.86;-1984.24;0.00
0.26;10.40;44.51;3560.69;2073.29;-1487.40;0.00
0.25;10.95;37.74;3019.40;2029.88;-989.51;0.00
0.27;9.19;46.29;3702.91;2055.64;-1647.27;0.00
0.26;7.97;39.57;3165.36;1959.36;-1206.00;0.00
0.26;10.16;38.14;3051.20;2042.93;-1008.27;0.00
0.24;10.61;44.66;3572.94;1992.59;-1580.35;0.00
0.28;9.93;33.88;2710.29;2172.82;-537.47;0.00
0.26;10.65;49.29;3942.91;2119.06;-1823.85;0.00
0.23;10.11;38.00;3039.75;1896.79;-1142.95;0.00
0.25;10.03;49.53;3962.19;2003.43;-1958.76;0.00
0.23;11.82;42.39;3391.27;1987.89;-1403.38;0.00
0.25;11.20;41.13;3290.30;2083.90;-1206.41;0.00
0.25;8.38;41.58;3326.38;1906.99;-1419.39;0.00
0.24;10.41;38.92;3113.93;1940.76;-1173.17;0.00
0.25;11.00;36.34;2907.07;2035.55;-871.52;0.00
0.28;10.44;39.46;3156.56;2206.81;-949.75;0.00
0.28;9.23;37.39;2991.34;2137.58;-853.76;0.00
0.25;11.53;46.32;3705.86;2090.99;-1614.87;0.00
0.27;11.50;45.06;3604.57;2200.19;-1404.38;0.00
0.28;9.89;42.18;3374.42;2140.62;-1233.80;0.00
0.28;8.27;37.34;2987.18;2102.51;-884.68;0.00
0.24;11.18;48.13;3850.77;1974.15;-1876.62;0.00
0.22;10.47;36.35;2907.67;1834.43;-1073.24;0.00
0.29;11.11;41.31;3304.59;2306.24;-998.35;0.00
0.26;8.34;37.34;2987.21;1988.09;-999.12;0.00
0.27;10.17;33.05;2644.12;2135.05;-509.07;0.00
0.28;9.93;43.67;3493.70;2163.41;-1330.29;0.00
0.21;8.78;47.81;3824.47;1703.26;-2121.20;0.00
0.27;10.52;41.47;3317.52;2166.66;-1150.86;0.00
0.27;9.76;43.04;3443.33;2073.05;-1370.28;0.00
0.21;7.91;37.77;3021.69;1633.72;-1387.96;0.00
0.22;9.83;38.51;3080.55;1835.54;-1245.01;0.00
0.23;9.21;41.17;3293.34;1861.58;-1431.76;0.00
0.24;9.32;41.91;3352.89;1892.16;-1460.73;0.00
0.27;11.38;34.33;2746.01;2173.81;-572.20;0.00
0.26;9.87;38.10;3048.07;2051.37;-996.71;0.00
0.25;10.58;43.14;3451.32;2048.11;-1403.22;0.00
0.27;9.64;46.37;3709.37;2080.89;-1628.48;0.00
0.31;9.16;48.93;3914.63;2279.83;-1634.80;0.00
0.27;11.77;40.56;3245.03;2209.08;-1035.94;0.00
0.25;12.00;40.79;3263.54;2116.70;-1146.84;0.00
0.29;12.52;38.60;3087.73;2344.57;-743.16;0.00
0.23;10.83;39.00;3120.38;1942.72;-1177.66;0.00
0.24;9.83;43.72;3497.74;1923.37;-1574.37;0.00
0.25;9.44;34.01;2720.84;1976.76;-744.08;0.00
0.22;8.14;48.41;3873.02;1745.78;-2127.24;0.00
0.26;8.75;42.28;3382.46;1994.65;-1387.81;0.00
0.24;11.35;30.10;2407.97;1992.71;-415.26;0.00
0.25;9.60;42.98;3438.73;1955.55;-1483.19;0.00
0.29;11.39;41.88;3350.23;2332.68;-1017.55;0.00
0.26;9.03;32.49;2599.44;2016.82;-582.62;0.00
0.21;11.33;35.28;2822.34;1857.14;-965.19;0.00
0.28;10.08;38.01;3040.80;2181.21;-859.58;0.00
0.23;11.42;49.36;3949.15;1981.03;-1968.12;0.00
0.30;10.26;38.13;3050.62;2300.28;-750.34;0.00
0.25;9.20;37.49;2998.91;1944.53;-1054.38;0.00
0.25;8.80;37.29;2983.09;1930.93;-1052.15;0.00
0.20;10.34;35.20;2816.15;1748.06;-1068.08;0.00
0.23;9.51;34.71;2777.03;1865.84;-911.19;0.00
0.23;10.61;38.23;3058.40;1901.14;-1157.26;0.00
0.21;10.43;36.59;2927.07;1802.05;-1125.02;0.00
0.23;7.85;37.51;3001.12;1766.72;-1234.40;0.00
0.26;9.00;29.55;2364.38;2005.66;-358.72;0.00
0.24;10.17;37.06;2964.54;1945.86;-1018.67;0.00
0.26;11.65;34.82;2785.82;2165.82;-620.00;0.00
0.26;9.76;38.51;3080.59;2070.04;-1010.56;0.00
0.24;12.38;34.19;2735.20;2069.09;-666.10;0.00
0.26;10.72;37.18;2974.07;2111.67;-862.41;0.00
0.23;11.15;41.59;3327.28;1962.51;-1364.77;0.00
0.28;8.10;36.70;2936.29;2047.63;-888.66;0.00
0.24;11.00;42.79;3423.59;2020.37;-1403.21;0.00
0.24;9.83;34.62;2769.89;1903.12;-866.77;0.00
0.23;9.88;40.32;3225.50;1880.78;-1344.72;0.00
0.23;9.70;39.10;3128.04;1861.37;-1266.66;0.00
0.24;8.52;43.07;3445.60;1835.84;-1609.76;0.00
0.21;9.83;38.84;3107.50;1777.41;-1330.09;0.00
0.28;9.42;39.61;3168.81;2155.52;-1013.30;0.00
0.19;9.22;32.83;2626.62;1632.85;-993.77;0.00
0.29;10.02;36.16;2893.17;2235.27;-657.90;0.00
0.28;8.40;40.68;3254.03;2097.36;-1156.67;0.00
0.28;10.50;36.27;2901.88;2214.88;-687.00;0.00
0.26;11.15;45.30;3624.09;2140.07;-1484.02;0.00
0.29;9.21;42.44;3395.02;2183.42;-1211.60;0.00
0.23;9.83;35.35;2827.92;1882.97;-944.95;0.00
0.27;10.18;42.33;3386.76;2113.73;-1273.03;0.00
0.24;9.84;46.75;3739.66;1924.20;-1815.46;0.00
0.25;9.60;37.47;2997.58;1972.65;-1024.92;0.00
0.23;10.60;37.89;3031.18;1899.57;-1131.61;0.00
0.25;8.09;33.62;2689.76;1874.50;-815.25;0.00
0.24;10.76;38.26;3061.07;1977.57;-1083.50;0.00
0.25;11.56;47.77;3821.97;2083.96;-1738.01;0.00
0.22;10.91;40.89;3271.37;1899.12;-1372.25;0.00
0.22;9.03;40.70;3255.99;1783.07;-1472.92;0.00
0.26;8.33;49.97;3997.30;1985.09;-2012.21;0.00
0.18;8.64;34.99;2799.57;1515.04;-1284.53;0.00
0.28;9.29;30.23;2418.13;2114.03;-304.10;0.00
0.28;10.28;39.36;3148.54;2159.76;-988.78;0.00
0.25;11.63;42.69;3415.18;2082.78;-1332.40;0.00
0.25;10.73;36.82;2945.75;2009.58;-936.17;0.00
0.24;11.47;46.35;3707.83;2020.06;-1687.77;0.00
0.28;10.41;45.00;3600.09;2222.38;-1377.71;0.00
0.26;9.71;35.49;2838.80;2018.14;-820.66;0.00
0.24;11.08;39.07;3125.32;1988.14;-1137.18;0.00
0.25;9.93;35.18;2814.31;2003.49;-810.83;0.00
0.22;10.11;47.87;3829.89;1847.01;-1982.89;0.00
0.24;9.28;40.37;3229.36;1894.96;-1334.40;0.00
