# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;11.77;32.13;2570.59;2224.51;-346.08;0.00
0.25;9.87;35.74;2859.00;1985.54;-873.46;0.00
0.27;9.87;40.84;3266.92;2130.00;-1136.92;0.00
0.23;8.30;39.28;3142.48;1763.73;-1378.76;0.00
0.25;9.10;39.95;3196.36;1946.30;-1250.06;0.00
0.26;9.15;39.39;3151.39;2006.67;-1144.72;0.00
0.26;11.33;36.52;2921.81;2136.97;-784.84;0.00
0.26;12.34;29.51;2361.13;2172.23;-188.90;0.00
0.30;8.66;39.19;3135.26;2193.09;-942.17;0.00
0.27;10.38;35.95;2875.85;2123.18;-752.66;0.00
0.27;9.32;40.51;3240.66;2081.52;-1159.14;0.00
0.26;11.20;38.98;3118.33;2140.65;-977.68;0.00
0.22;10.35;38.04;3042.97;1816.59;-1226.38;0.00
0.25;9.17;34.38;2750.66;1939.75;-810.91;0.00
0.23;10.54;31.12;2489.75;1933.86;-555.89;0.00
0.22;10.74;42.82;3425.69;1855.03;-1570.66;0.00
0.24;12.31;34.52;2761.50;2065.02;-696.48;0.00
0.27;9.83;43.42;3473.45;2126.26;-1347.20;0.00
0.26;7.80;42.22;3377.54;1936.38;-1441.16;0.00
0.27;9.25;40.92;3273.58;2057.01;-1216.57;0.00
0.28;10.87;42.00;3360.08;2202.47;-1157.61;0.00
0.29;10.28;45.61;3648.81;2241.05;-1407.76;0.00
0.18;10.67;43.54;3482.84;1643.30;-1839.54;0.00
0.27;9.80;33.91;2713.17;2081.65;-631.52;0.00
0.25;9.31;35.67;2853.43;1960.26;-893.17;0.00
0.28;10.52;41.71;3336.93;2177.45;-1159.48;0.00
0.28;11.39;43.41;3472.70;2251.41;-1221.29;0.00
0.29;8.96;34.91;2792.90;2185.44;-607.46;0.00
0.26;10.42;32.99;2639.10;2092.54;-546.56;0.00
0.23;10.76;39.47;3157.58;1912.43;-1245.15;0.00
0.22;9.52;34.71;2777.12;1802.42;-974.70;0.00
0.28;8.02;44.18;3534.70;2090.34;-1444.36;0.00
0.24;10.47;30.84;2467.58;1941.42;-526.16;0.00
0.21;9.62;39.46;3157.03;1751.56;-1405.47;0.00
0.22;10.96;46.16;3693.03;1884.44;-1808.59;0.00
0.25;10.44;46.86;3748.73;2011.28;-1737.45;0.00
0.26;9.13;37.07;2965.30;1993.08;-972.22;0.00
0.22;9.49;46.22;3697.23;1792.46;-1904.78;0.00
0.23;9.80;44.01;3520.48;1854.59;-1665.89;0.00
0.24;11.38;43.47;3477.38;2036.66;-1440.72;0.00
0.27;11.58;41.04;3283.40;2207.03;-1076.38;0.00
0.25;8.95;40.97;3277.71;1919.24;-1358.47;0.00
0.27;9.60;32.22;2577.65;2110.64;-467.01;0.00
0.26;10.17;41.13;3290.34;2062.15;-1228.18;0.00
0.22;8.67;43.78;3502.16;1779.31;-1722.85;0.00
0.27;10.81;41.79;3343.32;2133.00;-1210.32;0.00
0.26;9.34;39.23;3138.02;2036.21;-1101.81;0.00
0.24;10.92;41.44;3315.06;1967.85;-1347.21;0.00
0.26;10.48;54.44;4354.82;2065.68;-2289.14;0.00
0.28;9.12;42.82;3425.79;2116.60;-1309.18;0.00
0.25;11.11;41.11;3288.52;2079.08;-1209.43;0.00
0.30;10.78;35.65;2852.35;2312.58;-539.77;0.00
0.26;9.92;34.86;2788.62;2031.32;-757.29;0.00
0.25;8.48;44.65;3572.15;1933.33;-1638.82;0.00
0.25;11.57;34.72;2777.92;2091.77;-686.15;0.00
0.24;11.47;44.58;3566.05;1994.50;-1571.56;0.00
0.24;11.12;34.44;2755.10;1978.17;-776.92;0.00
0.27;11.68;36.63;2930.15;2224.71;-705.44;0.00
0.26;10.79;39.27;3141.89;2083.42;-1058.46;0.00
0.24;8.76;30.50;2440.18;1857.48;-582.70;0.00
0.27;11.06;38.71;3096.66;2152.77;-943.89;0.00
0.20;9.90;44.60;3567.66;1701.32;-1866.34;0.00
0.26;9.74;47.60;3808.23;2068.53;-1739.70;0.00
0.22;10.30;32.67;2613.65;1863.88;-749.77;0.00
0.24;10.89;35.33;2826.09;1983.68;-842.42;0.00
0.23;8.83;39.39;3151.03;1795.85;-1355.18;0.00
0.18;8.27;42.09;3366.87;1503.95;-1862.93;0.00
0.21;10.55;39.71;3177.08;1793.40;-1383.68;0.00
0.23;10.08;35.96;2876.79;1860.52;-1016.26;0.00
0.23;11.84;34.09;2726.98;1990.17;-736.81;0.00
0.25;10.92;46.61;3728.73;2047.54;-1681.19;0.00
0.23;10.47;33.46;2676.67;1908.37;-768.30;0.00
0.30;11.41;36.25;2900.38;2364.96;-535.41;0.00
0.21;11.49;40.04;3203.30;1868.91;-1334.39;0.00
0.27;10.37;42.31;3385.16;2134.78;-1250.38;0.00
0.24;11.02;28.48;2278.03;1999.97;-278.06;0.00
0.26;9.38;51.12;4089.56;2019.31;-2070.25;0.00
0.26;10.07;42.92;3433.44;2058.00;-1375.45;0.00
0.26;11.83;49.38;3950.79;2176.46;-1774.33;0.00
0.26;11.08;37.76;3021.00;2089.82;-931.18;0.00
0.27;9.58;42.06;3364.85;2086.69;-1278.16;0.00
0.26;10.57;45.43;3634.72;2060.29;-1574.43;0.00
0.20;10.93;46.47;3717.55;1775.79;-1941.76;0.00
0.21;9.72;42.82;3425.44;1767.47;-1657.97;0.00
0.22;11.20;42.44;3395.59;1891.88;-1503.71;0.00
0.24;10.81;42.37;3389.72;2007.36;-1382.36;0.00
0.23;10.51;35.73;2858.41;1886.53;-971.88;0.00
0.27;11.46;30.13;2410.13;2193.27;-216.86;0.00
0.29;10.51;37.60;3008.01;2233.48;-774.53;0.00
0.25;10.73;32.14;2570.83;2047.30;-523.53;0.00
0.29;9.40;34.30;2743.86;2208.78;-535.08;0.00
0.23;11.55;47.71;3816.89;1970.93;-1845.96;0.00
0.28;9.50;37.82;3025.79;2129.76;-896.03;0.00
0.28;8.42;36.25;2900.17;2059.00;-841.17;0.00
0.25;10.05;44.60;3567.94;2026.90;-1541.04;0.00
0.25;10.83;41.09;3287.05;2015.89;-1271.16;0.00
0.26;6.94;38.67;3093.40;1869.37;-1224.03;0.00
0.25;9.06;41.62;3329.73;1970.42;-1359.31;0.00
0.30;10.84;47.13;3770.44;2343.88;-1426.56;0.00
0.26;10.92;34.62;2769.67;2092.96;-676.71;0.00
0.25;11.19;49.84;3987.25;2059.05;-1928.20;0.00
0.26;10.21;46.88;3750.59;2082.66;-1667.93;0.00
0.25;9.24;34.05;2723.73;1978.63;-745.09;0.00
0.25;10.84;46.41;3713.18;2072.32;-1640.86;0.00
0.26;10.07;49.46;3956.79;2039.85;-1916.94;0.00
0.21;9.47;39.18;3134.24;1725.52;-1408.72;0.00
0.30;10.45;38.53;3082.33;2310.90;-771.43;0.00
0.25;11.74;44.70;3575.67;2097.05;-1478.62;0.00
0.30;9.60;45.61;3648.56;2254.58;-1393.99;0.00
0.22;10.01;37.78;3022.67;1841.99;-1180.68;0.00
0.25;10.26;28.68;2294.65;1987.78;-306.87;0.00
0.29;9.41;44.30;3543.93;2225.00;-1318.93;0.00
0.24;8.82;37.43;2994.28;1867.07;-1127.20;0.00
0.26;11.09;31.75;2540.05;2110.42;-429.63;0.00
0.20;8.85;31.75;2540.18;1668.49;-871.68;0.00
0.23;9.57;42.33;3386.78;1858.13;-1528.65;0.00
0.23;9.80;43.89;3511.20;1861.83;-1649.37;0.00
0.22;9.92;37.67;3013.30;1807.80;-1205.50;0.00
0.24;9.78;34.25;2739.82;1931.91;-807.92;0.00
0.23;10.62;44.58;3566.24;1910.46;-1655.78;0.00
0.24;9.43;38.13;3050.54;1884.70;-1165.84;0.00
0.24;10.66;41.04;3283.55;2000.39;-1283.16;0.00
0.27;9.83;48.03;3842.08;2127.09;-1714.99;0.00
0.25;9.74;36.19;2895.58;1983.98;-911.60;0.00
0.21;9.64;39.22;3137.41;1772.32;-1365.09;0.00
0.24;9.98;36.74;2939.50;1926.24;-1013.27;0.00
0.23;12.08;41.57;3325.28;2016.34;-1308.94;0.00
0.27;12.40;35.04;2803.04;2224.76;-578.28;0.00
0.28;10.07;43.44;3474.98;2180.75;-1294.23;0.00
0.28;9.90;46.01;3680.84;2167.12;-1513.72;0.00
