# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;10.28;49.07;3925.95;2118.81;-1807.14;0.00
0.23;10.10;47.20;3775.79;1909.96;-1865.83;0.00
0.29;10.26;42.17;3373.56;2231.20;-1142.36;0.00
0.27;10.46;43.56;3485.06;2134.95;-1350.10;0.00
0.28;11.18;38.40;3072.04;2261.95;-810.08;0.00
0.24;8.67;43.92;3513.36;1867.43;-1645.92;0.00
0.22;10.47;43.63;3490.59;1867.41;-1623.18;0.00
0.26;9.97;46.79;3743.47;2071.49;-1671.98;0.00
0.24;10.02;46.17;3693.71;1924.90;-1768.81;0.00
0.28;10.20;40.79;3262.90;2156.69;-1106.20;0.00
0.25;8.49;38.86;3108.84;1902.38;-1206.46;0.00
0.26;10.00;47.23;3778.23;2053.68;-1724.55;0.00
0.27;10.29;41.36;3308.89;2106.75;-1202.14;0.00
0.27;9.62;47.94;3834.92;2119.18;-1715.74;0.00
0.22;9.78;42.96;3436.74;1792.31;-1644.44;0.00
0.22;12.63;40.86;3268.60;1953.86;-1314.75;0.00
0.28;9.41;32.96;2636.96;2133.81;-503.15;0.00
0.26;11.67;41.93;3354.54;2118.29;-1236.25;0.00
0.24;9.55;41.47;3317.36;1926.56;-1390.80;0.00
0.20;10.81;46.48;3718.62;1739.57;-1979.05;0.00
0.27;7.80;33.50;2680.15;1996.59;-683.56;0.00
0.26;10.48;37.83;3026.42;2072.58;-953.84;0.00
0.24;11.21;38.74;3099.20;2019.25;-1079.94;0.00
0.21;10.48;45.56;3644.75;1789.19;-1855.55;0.00
0.24;12.48;34.99;2799.18;2065.46;-733.72;0.00
0.24;6.67;40.56;3244.83;1735.27;-1509.56;0.00
0.26;11.35;44.71;3576.94;2114.10;-1462.84;0.00
0.26;10.03;35.75;2859.99;2057.29;-802.70;0.00
0.23;9.27;38.87;3109.54;1845.01;-1264.53;0.00
0.25;9.76;41.66;3332.91;1985.82;-1347.10;0.00
0.23;10.10;44.71;3576.57;1882.24;-1694.33;0.00
0.25;9.29;38.61;3088.70;1932.79;-1155.91;0.00
0.28;10.68;56.77;4541.35;2184.12;-2357.23;0.00
0.24;9.78;39.33;3146.36;1929.22;-1217.15;0.00
0.27;9.69;43.73;3498.29;2123.74;-1374.55;0.00
0.26;11.36;32.19;2575.15;2141.71;-433.44;0.00
0.25;9.23;39.76;3180.82;1937.41;-1243.41;0.00
0.26;9.41;46.20;3696.10;2027.36;-1668.74;0.00
0.22;10.92;47.15;3772.39;1889.62;-1882.77;0.00
0.24;10.10;41.09;3287.55;1956.24;-1331.31;0.00
0.22;8.35;41.76;3340.44;1712.61;-1627.83;0.00
0.25;9.94;43.98;3518.56;1972.89;-1545.66;0.00
0.26;11.69;52.93;4234.74;2132.50;-2102.24;0.00
0.25;9.07;42.48;3398.23;1935.23;-1463.00;0.00
0.28;11.79;48.24;3858.87;2282.26;-1576.61;0.00
0.27;10.92;43.41;3473.01;2143.19;-1329.82;0.00
0.21;11.50;28.65;2291.79;1865.02;-426.78;0.00
0.23;10.72;38.22;3057.24;1913.63;-1143.62;0.00
0.27;9.83;42.75;3420.23;2077.96;-1342.27;0.00
0.23;9.80;35.70;2855.95;1851.69;-1004.26;0.00
0.24;11.58;29.51;2360.50;2049.12;-311.38;0.00
0.23;11.14;33.21;2656.73;1946.66;-710.07;0.00
0.26;10.34;40.52;3241.38;2087.81;-1153.57;0.00
0.30;9.18;39.56;3164.73;2221.67;-943.05;0.00
0.22;11.85;39.47;3157.21;1899.35;-1257.86;0.00
0.27;11.47;35.82;2865.34;2178.49;-686.85;0.00
0.28;10.08;38.66;3092.83;2193.24;-899.59;0.00
0.24;10.69;33.62;2689.44;1969.40;-720.03;0.00
0.23;9.12;38.27;3061.99;1850.11;-1211.88;0.00
0.25;10.09;38.71;3096.64;1998.08;-1098.56;0.00
0.24;9.30;47.06;3764.63;1912.64;-1852.00;0.00
0.29;8.62;36.40;2911.85;2137.79;-774.06;0.00
0.26;10.80;41.37;3309.53;2089.56;-1219.97;0.00
0.28;9.12;40.30;3224.33;2122.91;-1101.42;0.00
0.22;11.55;36.90;2951.91;1935.12;-1016.80;0.00
0.26;10.25;40.27;3221.41;2053.54;-1167.86;0.00
0.27;8.94;38.73;3098.01;2028.85;-1069.15;0.00
0.22;11.58;40.29;3223.41;1907.88;-1315.53;0.00
0.26;11.07;41.22;3297.28;2119.45;-1177.83;0.00
0.24;9.82;32.27;2581.48;1907.31;-674.16;0.00
0.27;10.86;32.86;2629.18;2145.42;-483.76;0.00
0.28;11.25;42.74;3419.37;2211.43;-1207.94;0.00
0.23;9.02;44.98;3598.27;1832.75;-1765.52;0.00
0.24;8.16;43.77;3501.25;1821.35;-1679.90;0.00
0.24;11.11;39.48;3158.65;1987.98;-1170.67;0.00
0.25;10.43;35.51;2840.96;1992.71;-848.25;0.00
0.27;9.98;44.38;3550.76;2135.55;-1415.22;0.00
0.28;10.35;39.93;3194.76;2165.80;-1028.96;0.00
0.27;8.96;34.58;2766.29;2062.77;-703.51;0.00
0.23;9.51;38.31;3064.84;1845.66;-1219.19;0.00
0.24;10.14;47.08;3766.27;1936.67;-1829.60;0.00
0.22;11.48;41.03;3282.01;1921.27;-1360.74;0.00
0.26;10.97;37.98;3038.54;2131.40;-907.14;0.00
0.28;10.56;32.73;2618.35;2188.66;-429.69;0.00
0.24;10.68;37.86;3028.53;1952.38;-1076.15;0.00
0.24;11.03;35.60;2847.65;1992.89;-854.76;0.00
0.21;11.24;32.65;2611.64;1820.32;-791.32;0.00
0.25;10.09;48.44;3875.10;2009.99;-1865.11;0.00
0.22;10.34;49.88;3990.32;1856.28;-2134.04;0.00
0.28;11.04;32.84;2627.04;2217.00;-410.04;0.00
0.26;10.22;38.25;3060.29;2069.73;-990.56;0.00
0.29;12.04;38.56;3084.94;2365.38;-719.56;0.00
0.21;11.48;51.39;4111.23;1853.40;-2257.82;0.00
0.24;10.93;45.21;3616.54;2003.86;-1612.68;0.00
0.21;9.74;30.34;2427.33;1741.24;-686.10;0.00
0.24;9.78;42.48;3398.26;1903.39;-1494.87;0.00
0.26;9.35;38.75;3100.17;2013.35;-1086.83;0.00
0.23;8.12;41.50;3320.31;1803.25;-1517.07;0.00
0.22;7.12;36.77;2941.31;1650.91;-1290.40;0.00
0.21;8.34;40.37;3229.63;1672.48;-1557.14;0.00
0.24;11.06;44.22;3537.62;1990.15;-1547.47;0.00
0.23;10.07;47.56;3805.15;1871.82;-1933.33;0.00
0.25;10.22;38.67;3093.70;1993.70;-1100.00;0.00
0.25;10.12;31.53;2522.79;1997.38;-525.41;0.00
0.29;10.16;39.42;3153.90;2251.07;-902.83;0.00
0.24;10.35;46.05;3683.86;1942.72;-1741.13;0.00
0.22;10.03;38.04;3043.19;1811.93;-1231.26;0.00
0.25;10.60;37.25;2980.10;2022.66;-957.44;0.00
0.27;11.85;39.55;3164.39;2219.22;-945.16;0.00
0.26;10.41;37.66;3012.80;2052.50;-960.30;0.00
0.25;9.74;41.49;3319.29;1964.57;-1354.73;0.00
0.28;11.24;41.74;3339.12;2264.71;-1074.41;0.00
0.24;9.99;38.92;3113.28;1924.93;-1188.35;0.00
0.25;9.75;40.04;3203.03;1982.12;-1220.91;0.00
0.23;10.97;40.39;3231.55;1954.74;-1276.81;0.00
0.22;10.92;40.26;3220.99;1873.34;-1347.65;0.00
0.20;8.91;35.58;2846.05;1646.65;-1199.40;0.00
0.32;9.29;34.58;2766.50;2382.60;-383.90;0.00
0.22;11.54;44.34;3546.89;1910.90;-1635.99;0.00
0.25;11.29;40.76;3260.96;2048.14;-1212.81;0.00
0.26;10.41;38.09;3047.09;2086.42;-960.66;0.00
0.23;8.33;46.25;3700.09;1791.14;-1908.95;0.00
0.26;9.50;40.84;3266.81;2002.56;-1264.25;0.00
0.26;9.20;36.49;2919.30;1987.94;-931.36;0.00
0.26;10.33;37.24;2979.35;2079.97;-899.38;0.00
0.27;8.83;43.32;3465.44;2066.74;-1398.70;0.00
0.27;9.66;49.72;3977.37;2112.99;-1864.38;0.00
0.26;9.44;39.11;3128.98;2031.36;-1097.62;0.00
0.23;11.61;38.06;3045.05;1944.18;-1100.86;0.00
0.23;10.90;38.01;3040.61;1936.97;-1103.63;0.00
0.27;7.25;43.49;3479.14;1970.17;-1508.96;0.00
0.22;10.37;42.00;3359.75;1846.21;-1513.54;0.00
0.23;8.12;41.43;3314.59;1755.05;-1559.54;0.00
0.30;9.85;36.90;2951.74;2261.74;-690.00;0.00
0.24;10.76;45.74;3658.89;1980.06;-1678.83;0.00
0.23;8.92;45.21;3616.70;1849.62;-1767.08;0.00
0.27;10.23;36.94;2955.53;2118.75;-836.78;0.00
0.27;12.30;43.27;3461.79;2232.20;-1229.59;0.00
0.31;12.18;36.35;2908.07;2444.44;-463.63;0.00
0.25;10.89;37.31;2984.72;2031.97;-952.75;0.00
0.25;10.78;42.69;3414.87;2047.45;-1367.42;0.00
0.27;11.26;36.18;2894.73;2173.22;-721.51;0.00
0.30;13.06;40.46;3236.62;2475.32;-761.30;0.00
0.26;9.63;41.89;3351.00;2064.74;-1286.26;0.00
0.30;9.66;36.93;2954.69;2247.47;-707.22;0.00
0.28;10.78;40.60;3247.88;2230.59;-1017.29;0.00
0.25;11.69;35.48;2838.45;2080.57;-757.88;0.00
0.26;10.26;44.33;3546.70;2085.17;-1461.53;0.00
0.24;9.86;37.70;3015.94;1958.64;-1057.30;0.00
0.27;8.16;40.99;3279.45;1999.96;-1279.49;0.00
0.23;10.02;43.11;3448.60;1904.98;-1543.63;0.00
0.21;10.43;38.34;3066.94;1779.61;-1287.32;0.00
0.25;12.26;41.38;3310.42;2136.26;-1174.16;0.00
0.25;10.02;40.46;3236.58;1996.44;-1240.13;0.00
0.21;10.56;42.92;3433.86;1799.25;-1634.61;0.00
0.29;10.64;43.48;3478.36;2280.02;-1198.34;0.00
0.24;11.10;39.10;3127.91;1969.87;-1158.04;0.00
0.24;9.25;43.06;3444.58;1876.75;-1567.83;0.00
0.28;11.46;38.16;3052.80;2255.55;-797.25;0.00
0.24;9.11;43.10;3448.27;1871.22;-1577.05;0.00
0.24;10.33;50.82;4065.23;1942.91;-2122.32;0.00
0.26;10.75;40.57;3245.40;2115.61;-1129.80;0.00
0.21;10.34;43.21;3456.48;1764.54;-1691.95;0.00
0.23;9.46;47.29;3782.91;1851.91;-1931.00;0.00
0.24;11.94;48.11;3848.58;2044.98;-1803.60;0.00
0.22;10.71;34.44;2755.04;1857.77;-897.27;0.00
0.21;9.28;32.57;2605.38;1707.36;-898.02;0.00
0.25;9.18;43.90;3512.38;1933.40;-1578.98;0.00
0.26;9.01;43.72;3497.95;1982.35;-1515.60;0.00
0.23;10.66;40.31;3224.53;1900.11;-1324.42;0.00
0.19;10.70;46.78;3742.78;1667.33;-2075.45;0.00
0.29;8.06;30.72;2457.77;2105.33;-352.43;0.00
0.23;9.00;42.30;3384.39;1845.41;-1538.98;0.00
0.26;10.67;37.09;2967.04;2107.36;-859.68;0.00
0.23;11.63;37.04;2963.17;1959.20;-1003.97;0.00
0.28;10.79;29.13;2330.72;2203.51;-127.21;0.00
0.22;9.31;34.76;2780.44;1774.35;-1006.09;0.00
0.26;9.05;48.24;3858.93;1998.16;-1860.77;0.00
0.21;8.42;39.50;3160.03;1702.46;-1457.57;0.00
0.22;9.27;40.23;3218.80;1810.25;-1408.54;0.00
0.25;9.68;35.93;2874.40;1992.62;-881.78;0.00
0.27;10.83;43.19;3455.04;2135.19;-1319.85;0.00
0.23;10.63;34.21;2736.64;1890.15;-846.49;0.00
0.26;9.48;41.30;3304.21;2043.21;-1261.00;0.00
0.22;10.86;37.76;3020.67;1877.89;-1142.78;0.00
0.26;9.53;44.34;3547.05;2017.77;-1529.27;0.00
0.21;8.36;43.08;3446.08;1682.76;-1763.32;0.00
0.24;10.49;40.65;3252.24;1977.50;-1274.74;0.00
0.25;9.48;41.42;3313.86;1978.13;-1335.73;0.00
0.29;10.34;39.35;3148.10;2271.60;-876.50;0.00
0.24;9.16;36.79;2943.07;1922.14;-1020.93;0.00
0.28;9.33;42.66;3412.59;2119.60;-1292.99;0.00
0.26;9.60;40.71;3256.78;2019.26;-1237.51;0.00
0.25;10.53;43.78;3502.76;2021.49;-1481.27;0.00
0.21;10.86;38.17;3053.43;1814.61;-1238.81;0.00
0.23;9.32;43.16;3452.54;1840.38;-1612.16;0.00
0.23;11.13;40.83;3266.37;1925.88;-1340.49;0.00
0.27;9.63;41.04;3282.80;2071.71;-1211.09;0.00
0.24;9.29;38.08;3046.20;1904.15;-1142.05;0.00
0.26;10.93;43.44;3475.32;2077.24;-1398.09;0.00
0.29;9.89;34.66;2772.89;2224.79;-548.10;0.00
0.25;12.01;45.34;3627.41;2113.10;-1514.31;0.00
0.19;10.03;43.54;3482.82;1635.62;-1847.20;0.00
0.24;9.34;39.90;3191.94;1898.42;-1293.51;0.00
0.23;10.48;34.18;2734.37;1885.19;-849.19;0.00
0.26;10.70;49.64;3971.19;2073.49;-1897.70;0.00
0.23;8.84;37.00;2960.31;1842.49;-1117.83;0.00
0.24;9.06;44.13;3530.56;1865.11;-1665.45;0.00
0.27;9.65;37.70;3015.87;2108.26;-907.61;0.00
0.26;7.88;39.86;3189.03;1951.34;-1237.69;0.00
0.25;10.00;35.24;2819.45;2014.79;-804.66;0.00
