# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;9.25;42.68;3414.47;1951.53;-1462.94;0.00
0.29;11.52;34.99;2799.49;2297.50;-501.99;0.00
0.28;10.38;45.37;3629.57;2177.03;-1452.54;0.00
0.22;10.68;38.26;3060.97;1860.05;-1200.93;0.00
0.24;8.71;44.18;3534.63;1883.16;-1651.47;0.00
0.26;9.69;40.05;3204.28;2058.56;-1145.72;0.00
0.26;9.43;41.67;3333.91;2016.66;-1317.24;0.00
0.24;9.07;48.38;3870.54;1911.32;-1959.21;0.00
0.26;9.94;38.54;3083.51;2046.07;-1037.44;0.00
0.22;9.72;40.56;3244.58;1834.27;-1410.32;0.00
0.21;11.15;45.68;3654.50;1828.81;-1825.69;0.00
0.26;11.88;31.99;2559.20;2157.80;-401.40;0.00
0.25;10.12;40.34;3227.06;2023.59;-1203.46;0.00
0.25;8.98;41.90;3352.02;1945.95;-1406.07;0.00
0.22;9.89;41.52;3321.31;1823.06;-1498.25;0.00
0.25;10.62;35.28;2822.28;2052.52;-769.76;0.00
0.23;8.75;48.06;3844.71;1789.02;-2055.69;0.00
0.23;11.05;36.95;2956.29;1911.79;-1044.50;0.00
0.27;10.75;40.62;3249.49;2132.96;-1116.53;0.00
0.22;11.64;38.78;3102.24;1891.89;-1210.35;0.00
0.22;10.78;42.29;3383.23;1841.90;-1541.33;0.00
0.24;10.35;42.01;3360.53;1948.64;-1411.89;0.00
0.25;9.82;32.33;2586.28;1965.86;-620.42;0.00
0.27;10.14;39.26;3140.83;2125.46;-1015.37;0.00
0.26;11.62;37.71;3016.79;2167.77;-849.02;0.00
0.26;10.02;45.47;3637.39;2078.78;-1558.61;0.00
0.29;9.31;34.41;2752.60;2193.19;-559.41;0.00
0.25;10.13;37.33;2986.01;1996.92;-989.09;0.00
0.25;11.74;47.62;3809.68;2068.92;-1740.76;0.00
0.26;11.09;46.61;3728.72;2109.46;-1619.26;0.00
0.25;10.26;42.87;3429.52;2002.30;-1427.22;0.00
0.24;11.24;41.74;3339.16;1982.31;-1356.85;0.00
0.24;11.38;41.69;3334.93;2039.96;-1294.97;0.00
0.27;10.58;44.36;3549.19;2128.61;-1420.58;0.00
0.23;11.72;38.44;3075.19;1997.25;-1077.95;0.00
0.26;10.70;36.83;2946.05;2120.87;-825.18;0.00
0.30;10.02;47.34;3787.59;2297.54;-1490.04;0.00
0.28;8.53;33.73;2698.50;2106.14;-592.36;0.00
0.23;10.11;39.25;3140.16;1875.13;-1265.03;0.00
0.24;11.13;41.14;3291.52;1998.38;-1293.14;0.00
