# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;10.31;36.08;2886.64;2095.79;-790.85;0.00
0.22;10.03;36.49;2919.23;1801.86;-1117.37;0.00
0.23;9.36;42.58;3406.76;1875.14;-1531.62;0.00
0.29;10.89;33.21;2656.89;2301.39;-355.50;0.00
0.23;10.60;44.45;3555.78;1937.80;-1617.98;0.00
0.24;10.07;41.62;3329.88;1958.80;-1371.08;0.00
0.26;10.81;45.85;3667.77;2105.32;-1562.45;0.00
0.27;11.15;35.94;2874.93;2203.83;-671.10;0.00
0.28;10.57;37.35;2987.82;2184.38;-803.44;0.00
0.25;9.66;40.24;3219.53;1973.87;-1245.66;0.00
0.21;10.42;41.01;3281.08;1769.05;-1512.03;0.00
0.24;9.16;42.81;3425.01;1916.47;-1508.54;0.00
0.23;10.61;42.84;3427.57;1907.03;-1520.54;0.00
0.28;11.56;36.17;2893.67;2233.57;-660.10;0.00
0.29;12.64;42.29;3382.95;2345.85;-1037.10;0.00
0.27;10.14;34.94;2795.58;2110.26;-685.32;0.00
0.27;11.20;42.56;3404.48;2168.26;-1236.22;0.00
0.21;10.96;32.64;2611.57;1835.22;-776.36;0.00
0.23;12.63;36.81;2944.65;2029.54;-915.11;0.00
0.21;9.77;44.89;3591.06;1773.75;-1817.31;0.00
0.19;10.28;35.36;2828.86;1652.90;-1175.96;0.00
0.22;10.33;41.04;3283.21;1834.35;-1448.87;0.00
0.27;10.78;35.70;2856.05;2184.29;-671.76;0.00
0.22;11.95;41.82;3345.56;1948.27;-1397.30;0.00
0.25;10.97;38.29;3062.91;2063.49;-999.42;0.00
0.22;9.05;42.57;3405.34;1746.05;-1659.29;0.00
0.28;10.29;45.19;3614.87;2206.85;-1408.02;0.00
0.24;10.96;51.11;4088.77;2013.14;-2075.63;0.00
0.25;9.80;35.13;2810.25;1983.76;-826.50;0.00
0.27;9.81;40.06;3205.12;2111.13;-1093.99;0.00
0.27;9.40;43.61;3488.48;2074.49;-1414.00;0.00
0.21;9.81;34.15;2732.18;1741.96;-990.22;0.00
0.24;11.28;29.63;2370.29;2012.11;-358.18;0.00
0.22;9.45;41.63;3330.11;1808.23;-1521.89;0.00
0.24;10.38;42.52;3401.91;1987.07;-1414.84;0.00
0.24;10.35;42.49;3398.91;1987.03;-1411.89;0.00
0.26;7.87;39.89;3191.08;1928.67;-1262.40;0.00
0.25;10.96;31.43;2514.15;2055.73;-458.42;0.00
0.30;11.61;38.99;3119.47;2399.67;-719.80;0.00
0.25;11.31;35.40;2831.69;2095.22;-736.47;0.00
0.23;9.85;45.50;3640.00;1893.77;-1746.23;0.00
0.27;12.70;43.72;3497.86;2247.06;-1250.80;0.00
0.23;9.02;46.19;3695.44;1854.52;-1840.92;0.00
0.24;10.62;42.24;3379.01;1974.03;-1404.98;0.00
