# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.25;9.39;45.27;3621.42;1974.19;-1647.22;0.00
0.29;9.90;49.55;3963.89;2206.02;-1757.87;0.00
0.30;9.70;31.96;2556.97;2294.39;-262.58;0.00
0.24;8.95;39.16;3132.67;1880.44;-1252.23;0.00
0.24;8.25;41.35;3307.69;1857.12;-1450.58;0.00
0.22;11.25;42.61;3408.99;1912.46;-1496.53;0.00
0.26;10.66;41.22;3297.38;2065.03;-1232.34;0.00
0.22;10.71;35.22;2817.88;1844.72;-973.15;0.00
0.25;9.94;40.53;3242.77;2001.26;-1241.51;0.00
0.29;10.52;36.53;2922.17;2276.89;-645.28;0.00
0.26;9.24;47.86;3828.96;1995.76;-1833.20;0.00
0.28;11.15;42.24;3379.37;2254.70;-1124.68;0.00
0.27;8.53;34.90;2792.04;2047.80;-744.24;0.00
0.31;10.98;48.67;3893.44;2391.55;-1501.89;0.00
0.29;10.40;46.69;3735.51;2242.28;-1493.24;0.00
0.25;11.65;38.73;3098.75;2089.61;-1009.13;0.00
0.24;8.79;41.95;3356.01;1847.30;-1508.71;0.00
0.26;11.25;37.23;2978.66;2096.19;-882.47;0.00
0.26;9.37;44.91;3592.52;1996.06;-1596.45;0.00
0.27;10.11;36.45;2916.21;2142.60;-773.61;0.00
0.23;11.72;41.86;3348.96;1973.82;-1375.14;0.00
0.25;12.29;42.10;3368.36;2134.80;-1233.55;0.00
0.22;10.61;42.69;3415.16;1877.38;-1537.78;0.00
0.25;11.10;38.05;3043.69;2061.70;-981.99;0.00
0.26;8.78;41.91;3352.53;2003.77;-1348.76;0.00
0.25;11.39;42.28;3382.80;2071.16;-1311.64;0.00
0.26;6.99;36.28;2902.12;1875.45;-1026.67;0.00
0.22;10.79;38.22;3057.23;1863.38;-1193.84;0.00
0.24;10.99;43.71;3496.81;1973.35;-1523.46;0.00
0.24;10.77;35.83;2866.34;1971.24;-895.10;0.00
0.22;9.26;39.68;3174.10;1783.42;-1390.68;0.00
0.26;10.63;42.47;3397.75;2117.84;-1279.91;0.00
0.29;9.48;42.36;3388.91;2183.37;-1205.53;0.00
0.29;9.56;39.24;3139.39;2233.23;-906.17;0.00
0.24;9.56;33.68;2694.44;1944.40;-750.04;0.00
0.28;10.17;39.40;3152.34;2179.81;-972.53;0.00
0.22;11.32;39.55;3163.60;1868.29;-1295.31;0.00
0.26;10.94;38.78;3102.43;2105.45;-996.98;0.00
0.26;11.37;42.98;3438.71;2153.64;-1285.08;0.00
0.24;10.35;43.07;3445.36;1934.11;-1511.25;0.00
0.25;8.65;42.77;3421.57;1923.59;-1497.98;0.00
0.29;7.68;31.76;2541.08;2131.98;-409.10;0.00
0.26;11.62;42.08;3366.18;2124.45;-1241.73;0.00
0.24;10.24;32.09;2567.29;1981.54;-585.75;0.00
0.19;10.60;42.45;3395.78;1699.31;-1696.47;0.00
0.25;9.88;39.53;3162.56;1988.02;-1174.54;0.00
0.24;9.92;45.11;3608.55;1944.47;-1664.08;0.00
0.24;11.91;41.13;3290.37;2029.93;-1260.43;0.00
0.27;12.17;42.29;3383.54;2249.65;-1133.89;0.00
0.23;10.14;38.86;3108.96;1866.00;-1242.96;0.00
0.30;10.40;41.17;3293.87;2287.77;-1006.10;0.00
0.22;10.08;39.94;3195.18;1833.18;-1361.99;0.00
0.23;11.18;40.39;3231.04;1946.47;-1284.58;0.00
0.28;7.58;37.30;2983.95;2052.82;-931.12;0.00
0.22;10.64;43.27;3461.91;1856.31;-1605.60;0.00
0.26;10.84;40.29;3223.13;2116.66;-1106.47;0.00
0.25;9.87;41.87;3349.80;2008.51;-1341.28;0.00
0.26;10.43;41.98;3358.10;2105.08;-1253.02;0.00
0.22;7.74;36.18;2894.17;1690.03;-1204.13;0.00
0.30;13.07;36.34;2906.99;2465.76;-441.23;0.00
0.22;9.25;41.60;3327.82;1808.61;-1519.21;0.00
