# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;7.38;32.89;2631.48;1905.02;-726.47;0.00
0.25;9.66;36.46;2916.66;1978.55;-938.11;0.00
0.27;9.17;44.06;3524.92;2050.28;-1474.64;0.00
0.27;11.84;30.52;2441.75;2220.28;-221.47;0.00
0.29;9.13;33.09;2646.96;2195.83;-451.13;0.00
0.24;9.99;32.83;2626.18;1953.82;-672.36;0.00
0.29;8.75;42.81;3424.91;2142.82;-1282.09;0.00
0.26;9.95;45.17;3613.52;2024.41;-1589.11;0.00
0.22;10.48;40.43;3234.79;1864.14;-1370.65;0.00
0.22;10.02;40.24;3219.22;1823.72;-1395.50;0.00
0.25;10.04;42.37;3389.21;1974.45;-1414.76;0.00
0.28;9.75;45.81;3664.59;2150.52;-1514.07;0.00
0.30;11.31;38.83;3106.61;2334.57;-772.05;0.00
0.22;9.72;39.37;3149.72;1782.61;-1367.11;0.00
0.21;8.19;43.38;3470.58;1647.54;-1823.04;0.00
0.26;9.77;39.64;3171.57;2017.51;-1154.05;0.00
0.26;8.93;43.25;3460.10;2011.36;-1448.74;0.00
0.24;10.22;39.52;3161.53;1966.80;-1194.73;0.00
0.22;10.26;35.64;2851.48;1833.14;-1018.33;0.00
0.23;10.22;48.83;3906.38;1899.79;-2006.59;0.00
0.26;8.19;39.02;3121.60;1930.72;-1190.87;0.00
0.19;9.26;41.86;3348.65;1599.32;-1749.33;0.00
0.27;11.57;45.91;3672.49;2206.50;-1465.99;0.00
0.20;10.12;36.25;2899.66;1701.32;-1198.34;0.00
0.30;11.49;34.05;2724.04;2396.62;-327.42;0.00
0.24;11.00;39.36;3148.91;2015.29;-1133.61;0.00
0.28;9.99;44.33;3546.51;2160.60;-1385.91;0.00
0.27;10.63;41.24;3299.44;2126.26;-1173.18;0.00
0.24;8.47;40.02;3201.85;1877.24;-1324.61;0.00
0.24;9.91;42.14;3371.26;1958.20;-1413.06;0.00
0.22;10.64;37.35;2988.05;1872.82;-1115.23;0.00
0.23;10.60;38.37;3069.96;1891.71;-1178.25;0.00
0.22;10.26;38.53;3082.02;1817.10;-1264.92;0.00
0.24;9.54;35.36;2828.52;1901.73;-926.80;0.00
0.21;8.82;39.20;3136.26;1674.71;-1461.54;0.00
0.26;10.06;47.70;3816.09;2038.64;-1777.45;0.00
0.26;10.16;46.60;3727.73;2045.38;-1682.34;0.00
0.27;11.66;41.53;3322.79;2201.36;-1121.42;0.00
0.24;9.91;38.43;3074.22;1933.15;-1141.07;0.00
0.29;10.30;42.40;3392.26;2251.66;-1140.60;0.00
0.24;8.19;32.50;2600.00;1830.74;-769.26;0.00
0.21;8.97;39.93;3194.18;1695.44;-1498.75;0.00
0.29;11.81;39.01;3121.13;2330.19;-790.94;0.00
0.24;8.51;39.55;3164.06;1886.67;-1277.38;0.00
0.26;11.36;43.81;3505.19;2133.52;-1371.67;0.00
0.26;10.40;47.94;3835.48;2063.23;-1772.25;0.00
0.25;12.01;39.82;3185.87;2101.30;-1084.57;0.00
0.29;10.98;32.39;2591.50;2267.46;-324.04;0.00
0.25;12.91;34.83;2786.47;2179.36;-607.11;0.00
0.27;10.07;38.29;3063.24;2107.95;-955.28;0.00
0.25;8.65;42.79;3423.08;1925.47;-1497.61;0.00
0.29;9.36;38.10;3047.62;2191.85;-855.77;0.00
0.22;9.32;47.19;3775.49;1777.07;-1998.42;0.00
0.24;8.39;39.43;3154.16;1824.91;-1329.25;0.00
0.24;9.57;39.65;3171.70;1917.60;-1254.11;0.00
0.25;12.23;38.18;3054.11;2144.74;-909.37;0.00
0.23;10.24;38.79;3103.26;1884.48;-1218.78;0.00
0.20;9.95;39.48;3158.58;1730.28;-1428.30;0.00
0.24;7.85;34.39;2751.45;1841.05;-910.40;0.00
0.26;9.64;29.89;2390.93;2062.82;-328.12;0.00
0.19;10.74;31.03;2482.26;1676.13;-806.13;0.00
0.28;10.45;35.93;2874.65;2184.89;-689.75;0.00
0.25;10.91;45.88;3670.02;2065.30;-1604.71;0.00
0.27;8.85;43.51;3480.93;2054.72;-1426.21;0.00
0.27;11.55;38.31;3064.48;2186.60;-877.88;0.00
0.25;11.00;36.12;2889.33;2065.17;-824.15;0.00
0.21;8.67;40.27;3221.90;1700.80;-1521.09;0.00
0.21;10.09;44.27;3541.83;1788.41;-1753.42;0.00
0.28;8.18;35.67;2853.97;2059.71;-794.26;0.00
0.28;9.22;42.41;3392.86;2146.60;-1246.26;0.00
0.22;9.02;35.12;2809.49;1777.01;-1032.48;0.00
0.26;9.51;45.33;3626.20;2006.17;-1620.02;0.00
0.27;10.35;41.75;3340.04;2150.10;-1189.94;0.00
0.26;9.32;39.42;3153.45;2006.44;-1147.00;0.00
0.25;11.92;37.94;3035.20;2096.09;-939.11;0.00
0.28;10.16;39.34;3146.96;2154.42;-992.54;0.00
0.25;11.56;35.88;2870.79;2088.20;-782.59;0.00
0.26;10.00;42.01;3360.72;2077.82;-1282.90;0.00
0.22;8.27;46.88;3750.15;1755.67;-1994.48;0.00
0.21;10.65;43.06;3444.69;1810.28;-1634.40;0.00
0.21;9.77;41.67;3334.00;1762.16;-1571.84;0.00
0.25;7.40;42.54;3403.04;1871.55;-1531.49;0.00
0.28;10.86;36.72;2937.56;2211.09;-726.46;0.00
0.23;9.80;39.65;3172.29;1878.08;-1294.21;0.00
0.28;9.42;49.72;3977.89;2116.63;-1861.25;0.00
0.21;8.52;33.88;2710.15;1696.66;-1013.49;0.00
0.22;11.15;40.11;3208.64;1876.25;-1332.39;0.00
0.22;9.74;37.54;3003.44;1809.89;-1193.56;0.00
