# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
711;968;2;2;3;3;3;0;0;0;0
415;975;2;2;3;2;2;0;1;1;1
396;1051;3;3;3;1;2;1;1;1;1
572;1161;2;2;3;2;2;0;0;1;1
455;980;2;2;3;2;2;0;0;1;1
335;1169;3;3;3;1;1;1;1;1;1
644;962;3;3;3;2;3;0;0;1;1
505;1019;3;3;3;2;2;0;1;1;1
388;818;3;3;3;1;1;1;1;1;1
324;871;2;2;3;1;1;1;1;1;1
497;1039;3;3;3;2;2;0;1;1;1
640;1174;3;3;3;2;3;0;0;1;1
594;1121;3;3;3;2;2;0;0;1;1
543;994;2;2;3;2;2;0;0;1;1
487;1056;3;3;3;2;2;0;1;1;1
472;994;2;2;3;2;2;0;0;1;1
505;939;2;2;3;2;2;0;0;1;1
416;1124;3;3;3;2;2;0;1;1;1
461;1088;3;3;3;2;2;1;1;1;1
513;752;2;2;3;2;2;0;0;1;1
313;761;2;2;3;1;1;1;1;1;1
475;962;3;3;3;2;2;1;1;1;1
461;872;2;2;3;2;2;0;1;1;1
469;966;3;3;3;2;2;1;1;1;1
488;904;2;2;2;2;2;0;0;1;1
468;916;3;3;3;2;2;1;1;1;1
553;1164;2;2;3;2;2;0;0;1;1
458;973;3;3;3;2;2;1;1;1;1
462;955;3;3;3;2;2;1;1;1;1
631;995;2;2;3;2;2;0;0;1;1
394;1106;2;2;3;2;2;0;0;1;1
393;1099;2;2;3;2;2;0;0;1;1
535;857;2;2;3;2;2;0;0;1;1
528;857;2;2;3;2;2;0;0;1;1
608;1149;3;3;3;2;2;0;0;1;1
670;948;2;2;3;2;3;0;0;1;1
586;1106;2;2;3;2;2;0;0;1;1
476;985;3;3;3;2;2;0;1;1;1
289;941;2;2;3;1;1;1;1;1;1
561;836;3;3;3;2;2;0;1;1;1
458;916;2;2;2;2;2;0;0;1;1
542;1051;3;3;3;2;2;0;1;1;1
480;1121;3;3;3;2;2;0;0;1;1
505;960;2;2;2;2;2;0;0;1;1
466;936;3;3;3;2;2;0;1;1;1
553;1045;2;2;2;2;2;0;0;1;1
442;1005;3;3;3;2;2;0;1;1;1
581;960;2;2;2;2;2;0;0;0;0
600;1001;2;2;3;2;2;0;0;1;1
540;1053;2;2;3;2;2;0;0;1;1
473;996;2;2;2;2;2;0;0;1;1
535;713;2;2;2;2;2;0;0;1;1
