# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.28;10.94;41.35;3308.37;2211.59;-1096.79;0.00
0.24;12.19;39.26;3140.67;2058.50;-1082.17;0.00
0.23;11.27;32.87;2629.29;1929.46;-699.83;0.00
0.25;8.85;36.50;2920.31;1962.17;-958.14;0.00
0.23;12.18;46.85;3748.39;2001.01;-1747.38;0.00
0.23;10.53;38.33;3066.53;1928.08;-1138.45;0.00
0.24;9.41;48.62;3889.43;1924.62;-1964.81;0.00
0.28;9.72;36.82;2945.97;2145.25;-800.72;0.00
0.24;9.28;39.52;3161.62;1874.03;-1287.59;0.00
0.22;10.90;34.71;2776.93;1895.35;-881.58;0.00
0.24;11.63;45.21;3616.98;2028.33;-1588.65;0.00
0.24;9.81;34.01;2720.44;1918.94;-801.50;0.00
0.30;8.54;35.55;2843.84;2225.44;-618.40;0.00
0.27;8.91;49.83;3986.12;2034.90;-1951.22;0.00
0.29;11.02;38.06;3044.71;2270.80;-773.91;0.00
0.19;9.97;37.28;2982.33;1667.02;-1315.31;0.00
0.25;11.76;34.96;2796.50;2076.70;-719.79;0.00
0.21;11.91;40.67;3254.00;1884.99;-1369.00;0.00
0.25;7.53;42.22;3377.26;1859.24;-1518.02;0.00
0.28;8.74;47.64;3811.54;2122.76;-1688.79;0.00
0.29;11.75;40.33;3226.16;2351.55;-874.61;0.00
0.24;8.45;38.32;3065.67;1866.12;-1199.55;0.00
0.30;10.08;38.23;3058.17;2318.17;-740.00;0.00
0.23;8.80;43.25;3459.94;1798.80;-1661.14;0.00
0.23;11.00;45.32;3625.26;1919.00;-1706.25;0.00
0.25;10.73;43.86;3508.41;2015.65;-1492.76;0.00
0.28;10.75;45.92;3673.74;2194.06;-1479.68;0.00
0.25;12.76;32.69;2615.29;2129.39;-485.90;0.00
0.25;9.10;42.30;3383.67;1964.61;-1419.06;0.00
0.22;9.77;44.55;3564.29;1826.88;-1737.41;0.00
0.26;10.34;42.97;3437.51;2091.01;-1346.50;0.00
0.26;9.79;37.44;2995.51;2046.05;-949.45;0.00
0.25;11.57;43.43;3474.68;2096.98;-1377.70;0.00
0.27;11.76;34.55;2764.35;2189.70;-574.64;0.00
0.24;11.59;49.82;3985.30;2038.92;-1946.39;0.00
0.27;11.62;36.32;2905.48;2193.61;-711.88;0.00
0.24;10.37;37.67;3013.47;1940.36;-1073.11;0.00
0.22;9.36;38.54;3083.39;1787.96;-1295.43;0.00
0.26;10.33;35.64;2851.54;2083.76;-767.78;0.00
0.22;11.17;44.89;3591.07;1876.94;-1714.13;0.00
0.25;10.96;41.39;3311.38;2073.60;-1237.78;0.00
0.28;8.58;38.06;3045.02;2107.00;-938.02;0.00
0.26;11.48;31.49;2519.27;2114.96;-404.31;0.00
0.22;10.26;38.40;3071.80;1857.74;-1214.05;0.00
0.24;8.97;38.46;3077.16;1874.10;-1203.06;0.00
0.25;8.87;34.21;2736.51;1960.85;-775.67;0.00
0.24;10.29;36.77;2941.55;1971.44;-970.11;0.00
0.25;9.87;47.09;3767.39;2007.10;-1760.29;0.00
0.27;10.79;37.62;3009.41;2146.44;-862.98;0.00
0.25;10.49;40.31;3224.51;2041.10;-1183.41;0.00
0.26;10.97;49.62;3969.62;2101.47;-1868.15;0.00
0.27;11.57;39.15;3131.90;2228.30;-903.60;0.00
0.21;9.59;41.18;3294.25;1768.80;-1525.44;0.00
0.26;10.46;45.70;3656.40;2082.96;-1573.44;0.00
0.30;11.77;46.05;3683.79;2376.72;-1307.07;0.00
0.27;8.58;37.72;3017.77;2061.65;-956.13;0.00
0.27;11.63;43.19;3455.25;2211.47;-1243.78;0.00
0.24;10.58;41.15;3291.86;1969.02;-1322.84;0.00
0.21;10.10;39.70;3175.73;1791.36;-1384.37;0.00
0.22;10.68;42.03;3362.80;1843.97;-1518.83;0.00
0.24;10.20;36.82;2945.72;1947.91;-997.81;0.00
0.22;9.56;36.81;2944.88;1800.26;-1144.62;0.00
0.26;10.76;34.73;2778.53;2114.46;-664.07;0.00
0.23;10.20;44.28;3542.54;1918.63;-1623.92;0.00
0.24;10.80;40.46;3236.63;1989.20;-1247.42;0.00
0.24;10.01;40.29;3223.41;1917.06;-1306.35;0.00
0.19;10.10;38.41;3072.41;1650.18;-1422.23;0.00
0.26;11.62;37.30;2983.81;2114.92;-868.88;0.00
0.26;10.61;39.60;3167.79;2084.94;-1082.85;0.00
0.29;9.02;46.41;3712.52;2203.24;-1509.28;0.00
0.25;8.98;38.58;3086.01;1918.36;-1167.64;0.00
0.28;10.61;33.52;2681.89;2190.05;-491.84;0.00
0.27;9.27;43.38;3470.46;2054.30;-1416.16;0.00
0.21;9.64;41.13;3290.44;1763.41;-1527.03;0.00
0.27;9.66;38.49;3079.35;2068.77;-1010.58;0.00
0.26;8.99;49.71;3976.81;1990.92;-1985.89;0.00
0.25;11.04;46.02;3681.86;2066.87;-1615.00;0.00
0.26;10.28;37.39;2991.09;2099.71;-891.37;0.00
0.24;10.72;35.78;2862.32;2000.45;-861.87;0.00
0.25;10.33;49.78;3982.10;2034.96;-1947.14;0.00
0.25;9.25;44.27;3541.66;1933.07;-1608.58;0.00
