# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.26;9.80;37.26;2980.88;2031.18;-949.69;0.00
0.21;9.33;41.54;3323.44;1753.19;-1570.25;0.00
0.29;10.43;40.67;3253.69;2266.32;-987.37;0.00
0.25;10.25;45.56;3644.83;2019.95;-1624.88;0.00
0.22;10.51;42.90;3432.02;1872.80;-1559.22;0.00
0.26;11.40;45.06;3604.73;2112.12;-1492.61;0.00
0.27;10.78;44.13;3530.12;2145.53;-1384.59;0.00
0.23;10.86;44.13;3530.10;1932.59;-1597.50;0.00
0.28;9.77;47.25;3780.37;2148.62;-1631.75;0.00
0.28;11.49;38.82;3105.85;2227.00;-878.85;0.00
0.23;9.76;38.85;3108.26;1880.30;-1227.96;0.00
0.22;10.73;33.06;2644.83;1865.25;-779.58;0.00
0.25;11.05;41.02;3281.20;2059.78;-1221.42;0.00
0.23;10.54;34.98;2798.10;1929.46;-868.64;0.00
0.25;10.03;39.95;3196.00;2017.97;-1178.03;0.00
0.27;10.70;35.57;2845.54;2164.28;-681.27;0.00
0.25;11.25;44.71;3577.08;2036.88;-1540.20;0.00
0.29;8.15;42.94;3434.97;2112.05;-1322.92;0.00
0.26;9.19;40.42;3233.56;2013.65;-1219.91;0.00
0.23;9.45;43.79;3502.97;1863.79;-1639.18;0.00
0.25;11.38;38.84;3107.03;2080.08;-1026.95;0.00
0.30;9.16;34.77;2781.98;2228.64;-553.33;0.00
0.24;10.87;41.79;3343.27;1987.32;-1355.95;0.00
0.27;9.34;37.20;2976.01;2061.61;-914.40;0.00
0.25;11.73;39.25;3140.35;2064.65;-1075.70;0.00
0.30;11.05;42.46;3396.92;2323.47;-1073.45;0.00
0.24;10.54;39.39;3151.24;1942.49;-1208.76;0.00
0.25;9.08;35.11;2809.15;1958.48;-850.67;0.00
0.27;9.28;38.43;3074.54;2057.37;-1017.17;0.00
0.28;13.65;45.12;3609.96;2357.41;-1252.56;0.00
0.28;9.97;37.72;3017.98;2193.72;-824.25;0.00
0.27;12.84;47.58;3806.64;2269.24;-1537.41;0.00
0.24;10.76;39.14;3130.87;1982.53;-1148.34;0.00
0.25;9.16;36.48;2918.77;1967.48;-951.29;0.00
0.29;9.88;39.05;3123.83;2236.45;-887.38;0.00
0.28;9.95;39.96;3196.99;2169.74;-1027.25;0.00
0.26;9.28;43.97;3517.46;1994.70;-1522.76;0.00
0.26;7.63;45.10;3607.94;1940.85;-1667.09;0.00
0.24;10.47;40.61;3248.64;1970.64;-1278.00;0.00
0.25;10.14;35.07;2805.74;1995.99;-809.75;0.00
0.25;9.76;53.84;4307.48;1986.67;-2320.81;0.00
0.27;10.47;43.01;3440.93;2132.36;-1308.58;0.00
0.23;10.83;40.35;3227.84;1929.66;-1298.18;0.00
0.19;10.22;41.54;3323.41;1668.85;-1654.56;0.00
0.25;11.11;36.05;2884.12;2044.77;-839.35;0.00
0.22;9.64;40.39;3230.99;1825.39;-1405.60;0.00
0.25;9.50;37.44;2995.33;1989.11;-1006.22;0.00
0.26;11.88;31.61;2529.13;2157.91;-371.22;0.00
0.30;10.16;44.89;3591.07;2287.80;-1303.27;0.00
0.25;8.40;43.24;3458.87;1924.74;-1534.13;0.00
0.25;10.52;43.57;3485.58;2035.44;-1450.14;0.00
0.24;9.14;28.94;2315.23;1894.37;-420.86;0.00
0.22;8.81;39.72;3177.34;1731.63;-1445.70;0.00
0.26;10.07;41.44;3315.42;2067.51;-1247.92;0.00
0.24;8.41;31.87;2549.54;1859.07;-690.47;0.00
0.27;11.81;29.91;2392.69;2216.06;-176.63;0.00
0.25;10.51;45.76;3661.10;2044.43;-1616.67;0.00
0.22;9.30;41.96;3356.94;1798.56;-1558.38;0.00
0.20;10.19;45.49;3638.83;1723.96;-1914.87;0.00
0.27;9.50;40.90;3272.37;2113.16;-1159.21;0.00
0.27;7.59;33.69;2695.10;1994.25;-700.84;0.00
0.22;10.36;46.99;3759.58;1851.68;-1907.90;0.00
0.25;11.78;39.41;3152.73;2082.30;-1070.43;0.00
0.31;9.22;37.28;2982.14;2282.26;-699.87;0.00
0.23;11.29;46.36;3709.14;1960.47;-1748.67;0.00
0.23;10.08;36.58;2926.58;1877.27;-1049.31;0.00
0.25;9.03;47.01;3761.01;1969.18;-1791.83;0.00
0.24;9.82;42.10;3367.83;1935.21;-1432.62;0.00
0.24;10.30;35.96;2877.16;1926.84;-950.32;0.00
0.26;11.94;41.32;3305.72;2171.64;-1134.08;0.00
0.28;8.75;37.21;2977.07;2086.06;-891.01;0.00
0.26;11.56;42.99;3439.27;2111.80;-1327.47;0.00
0.24;10.15;36.81;2944.43;1953.18;-991.25;0.00
0.26;11.64;41.76;3340.44;2128.92;-1211.52;0.00
0.26;9.97;46.31;3704.56;2045.66;-1658.90;0.00
0.31;11.04;37.87;3029.96;2378.59;-651.36;0.00
0.28;8.97;43.15;3451.81;2135.62;-1316.19;0.00
0.30;10.12;38.19;3055.04;2305.04;-750.00;0.00
0.23;9.03;37.17;2973.91;1830.06;-1143.85;0.00
0.22;9.54;35.16;2812.84;1793.30;-1019.54;0.00
0.29;10.42;35.80;2863.68;2260.46;-603.23;0.00
0.26;11.41;43.97;3517.71;2151.30;-1366.41;0.00
0.23;9.84;40.83;3266.57;1854.96;-1411.61;0.00
0.30;11.88;42.27;3381.21;2384.05;-997.16;0.00
0.24;9.56;30.60;2448.39;1914.15;-534.24;0.00
0.31;8.87;36.22;2897.67;2285.92;-611.74;0.00
0.25;10.46;47.60;3807.99;2039.46;-1768.53;0.00
0.22;9.41;46.10;3688.28;1803.91;-1884.37;0.00
0.28;7.88;35.07;2805.30;2069.93;-735.37;0.00
0.26;11.88;43.72;3497.91;2139.14;-1358.77;0.00
0.30;8.85;36.24;2899.32;2215.86;-683.46;0.00
0.30;10.04;38.62;3089.30;2265.29;-824.01;0.00
0.24;10.44;41.99;3359.59;1945.73;-1413.86;0.00
0.27;9.40;46.39;3711.16;2060.14;-1651.02;0.00
0.24;10.26;33.64;2691.33;1970.76;-720.57;0.00
0.26;11.14;46.25;3700.04;2089.03;-1611.01;0.00
0.20;9.92;40.43;3234.31;1679.26;-1555.05;0.00
0.26;11.19;43.79;3502.83;2118.46;-1384.38;0.00
0.28;10.54;32.04;2563.59;2177.35;-386.24;0.00
0.26;9.74;41.95;3355.88;2035.99;-1319.89;0.00
0.23;9.86;36.95;2955.96;1871.36;-1084.60;0.00
0.26;11.61;42.24;3379.11;2162.43;-1216.68;0.00
0.28;10.96;33.61;2688.99;2204.87;-484.12;0.00
0.24;8.37;40.21;3216.59;1852.61;-1363.98;0.00
0.27;11.89;42.84;3426.95;2195.98;-1230.97;0.00
0.21;9.30;42.07;3365.96;1754.14;-1611.82;0.00
0.22;8.74;32.56;2605.08;1754.57;-850.51;0.00
0.27;11.91;43.37;3469.82;2190.30;-1279.52;0.00
0.23;9.74;45.76;3661.10;1883.04;-1778.06;0.00
0.28;12.82;43.28;3462.08;2314.72;-1147.35;0.00
0.30;12.07;37.30;2984.03;2425.82;-558.20;0.00
0.30;12.00;44.66;3572.74;2385.01;-1187.73;0.00
0.22;8.00;40.71;3256.95;1742.82;-1514.13;0.00
0.28;8.86;38.56;3084.90;2103.57;-981.33;0.00
0.25;11.99;36.28;2902.12;2093.26;-808.86;0.00
0.22;9.59;40.46;3236.85;1817.33;-1419.52;0.00
0.26;11.30;48.43;3874.77;2129.57;-1745.20;0.00
0.26;11.43;36.28;2902.53;2138.29;-764.24;0.00
0.26;12.04;35.85;2868.14;2171.47;-696.67;0.00
0.29;10.57;38.42;3073.45;2246.60;-826.85;0.00
0.22;8.88;39.87;3189.55;1737.34;-1452.20;0.00
0.24;11.44;44.88;3590.46;2025.03;-1565.42;0.00
0.23;9.49;48.38;3870.54;1874.60;-1995.94;0.00
0.24;9.27;42.65;3411.69;1903.18;-1508.51;0.00
0.21;8.90;38.91;3112.87;1696.89;-1415.98;0.00
0.23;9.79;37.42;2993.76;1863.51;-1130.25;0.00
0.28;9.92;37.31;2984.61;2141.20;-843.41;0.00
0.20;9.42;47.84;3827.13;1700.90;-2126.23;0.00
0.23;10.03;41.02;3281.83;1876.53;-1405.30;0.00
0.25;7.84;41.13;3290.64;1887.37;-1403.27;0.00
0.28;8.73;42.27;3381.78;2123.67;-1258.11;0.00
0.28;9.39;41.95;3356.14;2117.07;-1239.07;0.00
0.26;9.29;36.88;2950.66;1999.37;-951.29;0.00
0.24;9.75;39.46;3156.75;1935.72;-1221.04;0.00
0.26;10.51;44.92;3593.43;2087.47;-1505.96;0.00
0.24;9.36;41.03;3282.34;1883.76;-1398.58;0.00
0.26;9.55;42.60;3407.67;2047.84;-1359.83;0.00
0.22;11.20;39.22;3137.79;1884.56;-1253.23;0.00
0.25;13.54;40.71;3256.78;2161.38;-1095.40;0.00
0.26;9.36;35.93;2874.73;2025.92;-848.81;0.00
0.27;10.99;39.97;3197.63;2150.92;-1046.72;0.00
0.18;9.05;42.98;3438.09;1554.32;-1883.77;0.00
0.30;11.61;46.85;3748.33;2392.38;-1355.95;0.00
0.24;9.56;42.98;3438.14;1918.60;-1519.53;0.00
0.29;11.74;44.66;3572.93;2327.70;-1245.23;0.00
0.30;9.99;37.53;3002.80;2309.40;-693.40;0.00
0.29;10.37;40.48;3238.53;2232.78;-1005.75;0.00
0.25;10.90;40.22;3217.52;2032.42;-1185.09;0.00
0.32;9.63;35.50;2839.69;2383.72;-455.97;0.00
