# X_0;X_1;X_2;R_0;R_1;S_0;S_1;G_0;G_1;I_0;I_1
556;1076;2;2;3;2;2;0;0;1;1
638;1040;3;3;3;2;3;0;0;1;1
459;987;3;3;3;2;2;0;1;1;1
588;863;3;3;3;2;2;0;0;1;1
415;1054;2;2;3;2;2;0;1;1;1
457;948;2;2;3;2;2;0;1;1;1
385;905;3;3;3;1;1;1;1;1;1
474;1271;2;2;2;2;2;0;0;1;1
555;1225;2;2;2;2;2;0;0;1;1
513;978;3;3;3;2;2;0;0;1;1
490;919;3;3;3;2;2;0;1;1;1
370;985;2;2;2;1;1;0;0;1;1
339;1096;2;2;2;1;1;0;0;1;1
588;985;3;3;3;2;2;0;0;1;1
531;979;3;3;3;2;2;0;1;1;1
670;1021;2;2;2;2;3;0;0;0;0
687;970;2;2;3;3;3;0;0;0;0
768;952;3;3;3;3;3;0;0;0;0
547;1038;2;2;2;2;2;0;0;1;1
522;901;2;2;2;2;2;0;0;1;1
553;1189;3;3;3;2;2;0;1;1;1
413;990;2;2;3;2;2;0;1;1;1
347;1018;3;3;3;1;1;1;1;1;1
472;1183;3;3;3;2;2;0;1;1;1
522;1054;3;3;3;2;2;1;1;1;1
502;1013;2;2;2;2;2;0;0;1;1
429;1201;3;3;3;2;2;0;1;1;1
411;890;3;3;3;1;2;1;1;1;1
317;1023;3;3;3;1;1;1;1;1;1
514;971;2;2;2;2;2;0;0;1;1
515;980;3;3;3;2;2;0;0;1;1
391;758;3;3;3;1;1;1;2;1;1
527;1050;3;3;3;2;2;0;1;1;1
568;1022;3;3;3;2;2;0;0;1;1
495;941;3;3;3;2;2;0;1;1;1
582;919;2;2;3;2;2;0;0;1;1
408;1034;2;2;3;2;2;0;0;1;1
578;1070;3;3;3;2;2;0;0;1;1
578;1058;2;2;2;2;2;0;0;0;1
532;806;2;2;3;2;2;0;0;1;1
477;949;2;2;3;2;2;0;0;1;1
325;946;2;2;3;1;1;1;1;1;1
373;1047;3;3;3;1;1;1;1;1;1
457;997;3;3;3;2;2;1;1;1;1
368;1050;3;3;3;1;1;1;1;1;1
394;875;3;3;3;1;1;1;1;1;1
640;867;3;3;3;2;2;0;0;1;1
559;878;3;3;3;2;2;0;1;1;1
539;993;3;3;3;2;2;0;0;1;1
480;1149;2;2;2;2;2;0;0;1;1
597;934;3;3;3;2;2;0;0;1;1
371;834;3;3;3;1;1;1;1;1;1
552;859;3;3;3;2;2;1;1;1;1
583;1131;2;2;3;2;2;0;0;1;1
496;903;2;2;3;2;2;0;0;1;1
441;995;3;3;3;2;2;1;1;1;1
510;1202;3;3;3;2;2;0;0;1;1
228;1023;2;2;3;1;1;1;1;1;1
603;1040;3;3;3;2;2;0;0;1;1
600;1061;3;3;3;2;2;0;0;1;1
516;1032;2;2;3;2;2;0;0;1;1
624;959;3;3;3;2;2;0;0;1;1
622;792;3;3;3;2;2;0;0;1;1
421;1181;2;2;3;2;2;0;1;1;1
486;1070;2;2;3;2;2;0;0;1;1
457;1005;2;2;3;2;2;0;0;1;1
414;923;2;2;3;1;2;0;1;1;1
323;1080;2;2;3;1;1;1;1;1;1
628;1101;2;2;2;2;3;0;0;0;0
568;1099;3;3;3;2;2;0;0;1;1
523;1111;2;2;3;2;2;0;0;1;1
550;964;2;2;3;2;2;0;0;1;1
579;984;2;2;3;2;2;0;0;1;1
619;1002;2;2;2;2;2;0;0;0;0
573;918;2;2;2;2;2;0;0;1;1
514;922;3;3;3;2;2;0;0;1;1
568;1011;2;2;3;2;2;0;0;1;1
660;868;2;2;3;2;3;0;0;1;1
267;977;2;2;3;1;1;1;1;1;1
604;966;3;3;3;2;2;0;0;1;1
535;986;2;2;3;2;2;0;0;1;1
814;1111;3;3;3;3;3;0;0;0;1
536;1058;3;3;4;2;2;1;1;1;1
575;1087;3;3;3;2;2;0;0;1;1
524;1034;2;2;2;2;2;0;0;1;1
671;1171;2;2;2;3;3;0;0;0;0
556;942;3;3;3;2;2;0;0;1;1
494;990;2;2;3;2;2;0;0;1;1
346;1121;2;2;3;1;1;1;1;1;1
526;1210;3;3;3;2;2;0;1;1;1
248;1014;2;2;3;1;1;1;1;1;1
428;1034;2;2;3;2;2;0;0;1;1
509;1195;3;3;3;2;2;0;0;1;1
496;1137;2;2;3;2;2;0;0;1;1
391;929;3;3;3;1;1;1;1;1;1
532;839;2;2;2;2;2;0;0;1;1
547;1184;2;2;2;2;2;0;0;1;1
615;907;3;3;3;2;2;0;0;1;1
329;1102;3;3;3;1;1;1;1;1;1
302;880;3;3;3;1;1;1;1;1;1
422;879;2;2;3;1;2;0;1;1;1
469;868;2;2;3;2;2;0;0;1;1
465;968;2;2;3;2;2;0;0;1;1
488;940;2;2;3;2;2;0;0;1;1
572;1069;2;2;3;2;2;0;0;1;1
480;1003;3;3;3;2;2;1;1;1;1
504;1026;2;2;3;2;2;0;0;1;1
568;839;2;2;3;2;2;0;0;1;1
550;989;2;2;2;2;2;0;0;0;1
499;1003;3;3;3;2;2;0;1;1;1
601;963;2;2;3;2;2;0;0;1;1
380;1131;3;3;3;1;2;1;1;1;1
628;844;3;3;3;2;2;0;0;1;1
413;1113;3;3;3;2;2;1;1;1;1
604;982;2;2;3;2;2;0;0;1;1
494;948;2;2;3;2;2;0;0;1;1
498;1134;2;2;3;2;2;0;0;1;1
397;1044;2;2;2;1;2;0;0;1;1
349;1053;3;3;3;1;1;1;1;1;1
394;966;2;2;2;1;2;0;0;1;1
564;887;3;3;3;2;2;0;0;1;1
325;1064;2;2;3;1;1;1;1;1;1
466;1229;2;2;2;2;2;0;0;1;1
642;827;3;3;3;2;2;0;0;1;1
534;1007;3;3;3;2;2;0;0;1;1
420;1035;3;3;3;2;2;1;1;1;1
416;1044;3;3;3;2;2;1;1;1;1
