# X_0;X_1;X_2;R_0;S_0;G_0;I_0
0.27;10.74;45.72;3657.70;2148.73;-1508.97;0.00
0.23;12.18;41.95;3355.62;2008.94;-1346.68;0.00
0.27;9.99;41.58;3326.22;2093.05;-1233.17;0.00
0.25;11.12;44.42;3553.91;2044.41;-1509.50;0.00
0.26;13.98;36.59;2927.05;2252.87;-674.18;0.00
0.29;10.38;35.13;2810.29;2280.64;-529.66;0.00
0.24;7.96;40.71;3256.45;1847.98;-1408.46;0.00
0.24;9.73;35.71;2856.98;1936.21;-920.77;0.00
0.22;10.52;46.75;3740.36;1840.89;-1899.47;0.00
0.27;10.83;39.72;3177.74;2155.70;-1022.05;0.00
0.23;10.95;41.98;3358.23;1955.53;-1402.70;0.00
0.27;10.35;36.96;2957.01;2154.97;-802.04;0.00
0.25;11.30;48.43;3874.80;2048.91;-1825.89;0.00
0.23;9.79;36.06;2885.09;1847.60;-1037.49;0.00
0.20;12.27;35.91;2872.66;1853.94;-1018.72;0.00
0.25;8.85;37.80;3023.68;1949.14;-1074.54;0.00
0.24;10.28;35.11;2809.06;1931.44;-877.62;0.00
0.16;10.23;29.61;2368.45;1512.85;-855.60;0.00
0.28;11.10;52.94;4235.12;2251.24;-1983.88;0.00
0.28;9.18;43.79;3503.18;2108.93;-1394.25;0.00
0.27;9.92;32.95;2635.78;2116.68;-519.10;0.00
0.28;12.13;46.28;3702.70;2287.68;-1415.02;0.00
0.28;8.68;37.33;2986.62;2075.23;-911.40;0.00
0.25;9.92;46.49;3719.46;1972.79;-1746.67;0.00
0.24;11.65;36.31;2904.90;2008.70;-896.20;0.00
0.27;9.95;48.00;3839.88;2133.19;-1706.69;0.00
0.27;9.37;44.29;3543.59;2098.67;-1444.92;0.00
0.19;9.81;39.20;3135.78;1652.27;-1483.50;0.00
0.19;9.34;43.93;3514.38;1628.73;-1885.65;0.00
0.21;9.90;43.85;3507.85;1760.81;-1747.03;0.00
0.27;9.32;38.87;3109.35;2054.60;-1054.75;0.00
0.26;9.71;36.34;2907.43;2037.89;-869.54;0.00
0.26;10.55;40.08;3206.78;2064.38;-1142.40;0.00
0.24;10.39;39.49;3159.53;1947.12;-1212.41;0.00
0.26;10.92;41.17;3293.91;2134.83;-1159.08;0.00
0.25;11.80;40.75;3260.32;2069.56;-1190.76;0.00
0.23;9.01;32.97;2637.71;1815.07;-822.64;0.00
0.24;11.19;43.15;3452.12;2009.83;-1442.29;0.00
0.22;9.84;29.53;2362.78;1840.82;-521.96;0.00
0.27;8.99;40.01;3201.08;2041.68;-1159.41;0.00
0.28;10.75;48.69;3895.10;2207.12;-1687.98;0.00
0.25;10.44;40.09;3207.33;2014.42;-1192.91;0.00
0.23;9.12;42.61;3408.41;1830.90;-1577.51;0.00
0.22;10.55;37.37;2989.93;1825.42;-1164.51;0.00
0.25;12.42;35.77;2861.92;2150.31;-711.60;0.00
0.22;10.41;42.92;3433.76;1843.13;-1590.63;0.00
0.24;9.97;38.86;3108.89;1957.35;-1151.54;0.00
0.25;9.29;40.84;3267.18;1955.07;-1312.11;0.00
0.24;9.65;45.38;3630.42;1910.50;-1719.93;0.00
0.25;10.94;42.34;3387.53;2055.34;-1332.19;0.00
0.28;10.18;44.18;3534.15;2179.88;-1354.27;0.00
0.22;12.28;40.86;3269.15;1967.04;-1302.11;0.00
0.25;10.39;40.58;3246.45;2003.95;-1242.50;0.00
0.26;11.12;31.73;2538.58;2108.64;-429.94;0.00
0.19;11.40;43.30;3463.87;1731.76;-1732.11;0.00
0.25;10.12;40.72;3257.71;2013.70;-1244.00;0.00
0.26;11.18;32.50;2600.05;2102.16;-497.89;0.00
0.22;8.76;38.04;3043.54;1775.44;-1268.10;0.00
0.21;12.55;39.33;3146.64;1905.65;-1240.99;0.00
0.24;10.51;41.11;3288.93;1956.17;-1332.75;0.00
0.27;9.45;48.69;3895.54;2077.60;-1817.94;0.00
0.24;9.68;42.26;3380.43;1950.10;-1430.33;0.00
0.21;10.54;42.83;3426.20;1819.76;-1606.44;0.00
0.21;12.16;38.61;3088.62;1879.01;-1209.61;0.00
0.27;9.27;34.61;2768.96;2065.79;-703.17;0.00
0.26;8.57;41.18;3294.62;1964.20;-1330.43;0.00
0.25;11.14;32.54;2602.96;2075.02;-527.94;0.00
0.24;9.59;48.56;3884.98;1920.23;-1964.75;0.00
0.28;9.95;38.45;3076.34;2186.16;-890.18;0.00
0.26;10.21;35.99;2879.50;2091.03;-788.47;0.00
0.31;10.21;36.89;2950.82;2355.50;-595.32;0.00
0.23;12.14;46.29;3703.07;2023.67;-1679.40;0.00
0.29;11.00;46.18;3694.52;2283.41;-1411.11;0.00
0.27;7.90;37.19;2975.02;2007.44;-967.58;0.00
0.29;9.73;43.16;3452.58;2200.09;-1252.49;0.00
0.29;9.10;42.80;3424.25;2166.30;-1257.95;0.00
0.25;10.35;39.87;3189.39;2006.57;-1182.82;0.00
0.22;11.62;34.70;2776.33;1923.93;-852.39;0.00
0.24;10.64;48.00;3839.76;1966.37;-1873.40;0.00
0.23;9.53;41.19;3295.04;1847.10;-1447.94;0.00
0.25;11.25;33.48;2678.15;2049.30;-628.84;0.00
0.24;8.85;39.39;3150.89;1886.49;-1264.40;0.00
0.31;11.98;44.63;3570.16;2465.68;-1104.48;0.00
0.20;11.34;43.53;3482.16;1796.15;-1686.01;0.00
0.23;9.86;36.73;2938.45;1864.86;-1073.60;0.00
0.25;10.41;40.75;3260.16;2006.06;-1254.10;0.00
0.28;10.28;38.14;3051.39;2195.50;-855.88;0.00
0.27;10.93;45.37;3629.59;2188.14;-1441.45;0.00
0.27;11.96;37.85;3027.81;2246.84;-780.96;0.00
0.27;12.00;40.19;3215.40;2216.45;-998.95;0.00
0.30;12.30;42.77;3421.32;2384.79;-1036.53;0.00
0.26;11.19;41.02;3281.60;2110.47;-1171.13;0.00
0.23;10.89;43.09;3447.29;1932.03;-1515.25;0.00
0.24;11.24;37.11;2968.44;1999.46;-968.99;0.00
0.27;11.81;43.36;3468.53;2209.28;-1259.25;0.00
0.23;10.10;38.72;3097.99;1908.17;-1189.82;0.00
0.22;9.50;39.88;3190.61;1783.10;-1407.51;0.00
0.26;11.61;36.07;2885.92;2128.83;-757.09;0.00
0.27;9.53;31.06;2484.54;2065.92;-418.62;0.00
0.22;9.21;52.25;4179.68;1798.19;-2381.49;0.00
0.31;11.25;35.78;2862.03;2412.34;-449.69;0.00
0.23;9.18;30.37;2429.95;1811.81;-618.13;0.00
0.26;9.36;38.47;3077.55;2009.69;-1067.86;0.00
0.24;10.27;44.85;3588.07;1964.39;-1623.68;0.00
0.26;10.83;42.56;3404.82;2114.50;-1290.32;0.00
0.24;10.59;36.11;2888.70;1964.41;-924.29;0.00
0.23;10.78;39.02;3121.67;1909.62;-1212.05;0.00
0.27;8.89;32.60;2607.66;2049.40;-558.26;0.00
0.27;10.79;44.86;3589.15;2181.89;-1407.25;0.00
0.23;10.02;35.58;2846.18;1857.81;-988.37;0.00
0.24;8.81;40.16;3212.42;1877.94;-1334.48;0.00
0.21;10.99;31.94;2555.42;1825.43;-729.99;0.00
0.25;10.81;42.42;3393.48;2017.99;-1375.49;0.00
0.28;9.95;36.67;2933.41;2162.03;-771.38;0.00
0.31;9.88;44.91;3592.54;2342.49;-1250.05;0.00
0.26;9.92;39.39;3151.16;2049.91;-1101.24;0.00
0.24;9.90;36.47;2917.98;1909.16;-1008.82;0.00
0.27;9.55;51.26;4100.99;2104.94;-1996.05;0.00
0.23;8.92;36.40;2911.77;1839.98;-1071.79;0.00
0.26;9.81;40.25;3220.35;2064.55;-1155.81;0.00
0.25;9.85;44.60;3567.99;1995.62;-1572.37;0.00
0.26;8.36;48.37;3869.22;1951.88;-1917.34;0.00
0.25;10.87;44.29;3543.19;2046.85;-1496.34;0.00
0.24;10.72;40.39;3231.21;1957.17;-1274.04;0.00
